"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ager",1.39218873408032e-40,0.477821345249537,0.917,0.173,2.26439497598164e-36,"0","Ager"
"Egfl6",1.72551568074076e-40,1.33968033444972,0.664,0.022,2.80655125472484e-36,"0","Egfl6"
"Car8",2.00783360367399e-40,1.46982280736143,0.725,0.05,3.26574135637575e-36,"0","Car8"
"Bex2",2.75304307164992e-40,1.80137080852907,0.685,0.026,4.47782455603859e-36,"0","Bex2"
"Spint2",8.61244391046886e-39,1.18560242522509,0.876,0.178,1.40081400203776e-34,"0","Spint2"
"H2afj",1.12617598335894e-38,1.12542851903877,0.955,0.522,1.83172523693331e-34,"0","H2afj"
"Sdc4",8.57038979188912e-38,1.31533077940774,0.817,0.123,1.39397389965076e-33,"0","Sdc4"
"Ank3",1.21388238860779e-36,1.36187714615576,0.69,0.038,1.97437970507056e-32,"0","Ank3"
"Atp8a1",1.29011550227593e-36,1.12253617034399,0.821,0.168,2.0983728644518e-32,"0","Atp8a1"
"Socs2",2.25150664849588e-36,1.13343489235245,0.76,0.148,3.66207556377854e-32,"0","Socs2"
"Smim6",5.80442210895251e-36,1.18850240915791,0.614,0.038,9.44089256021125e-32,"0","Smim6"
"Nkx2-1",8.76759590028987e-36,1.34195307112899,0.744,0.067,1.42604947318215e-31,"0","Nkx2-1"
"Cmtm8",1.42946877261204e-35,1.18415310537878,0.685,0.072,2.32503095865348e-31,"0","Cmtm8"
"Prnp",1.77455259581159e-35,1.18840625431291,0.651,0.06,2.88630979708755e-31,"0","Prnp"
"Napsa",2.09643016709274e-35,1.32940123185218,0.903,0.219,3.40984366677634e-31,"0","Napsa"
"Cldn3",4.44111726911786e-35,1.2808778542526,0.681,0.048,7.22347723822021e-31,"0","Cldn3"
"Scd2",4.40104841356508e-34,1.13140402461953,0.798,0.125,7.1583052446636e-30,"0","Scd2"
"Cd63",7.95270215435295e-34,1.1341545632445,0.821,0.163,1.29350700540551e-29,"0","Cd63"
"Pi4k2b",1.3273285475417e-33,1.16140924523416,0.6,0.047,2.15889988257658e-29,"0","Pi4k2b"
"Atp11a",4.75782453575544e-33,1.29323943171544,0.716,0.087,7.73860160740622e-29,"0","Atp11a"
"Cd36",7.78521295107496e-33,0.651122875796294,0.892,0.305,1.26626488649234e-28,"0","Cd36"
"Muc1",8.95034355589815e-33,1.21048527128119,0.622,0.033,1.45577337936683e-28,"0","Muc1"
"Avpi1",1.11095900452766e-32,1.09096859252647,0.732,0.124,1.80697482086423e-28,"0","Avpi1"
"Cpm",2.96674502082126e-32,1.34913339029314,0.689,0.054,4.82541077636577e-28,"0","Cpm"
"Nupr1",4.39393118566158e-32,1.0381372160481,0.682,0.147,7.14672907347856e-28,"0","Nupr1"
"Aqp5",8.89841860889239e-32,0.87389257168307,0.685,0.075,1.44732778673635e-27,"0","Aqp5"
"Zdhhc3",1.79715438704531e-31,1.37451434988578,0.715,0.109,2.92307161052919e-27,"0","Zdhhc3"
"Cystm1",8.10344579143647e-31,1.02794962468508,0.768,0.126,1.31802545797714e-26,"0","Cystm1"
"Tgoln1",1.42168744544769e-30,1.16164882889501,0.78,0.189,2.31237463002067e-26,"0","Tgoln1"
"Sdc1",9.33420544297982e-30,1.175330102682,0.661,0.066,1.51820851530067e-25,"0","Sdc1"
"Cat",4.92639658043312e-29,1.05808255721432,0.701,0.153,8.01278403807447e-25,"0","Cat"
"Hp",1.44258085851558e-28,0.888579791716394,0.714,0.106,2.34635776637559e-24,"0","Hp"
"Mgst1",3.56365776745575e-28,0.960504284364407,0.802,0.211,5.79628935876677e-24,"0","Mgst1"
"Fabp5",4.50620913729704e-28,1.61830017188598,0.817,0.159,7.32934916181363e-24,"0","Fabp5"
"Npw",1.02392747344254e-27,1.14908380992705,0.61,0.048,1.66541803555429e-23,"0","Npw"
"Cox6a2",1.44987310382435e-27,1.15127152826379,0.496,0.024,2.35821860337031e-23,"0","Cox6a2"
"mt-Co1",9.87178220580834e-27,0.521372407837932,1,0.997,1.60564537577473e-22,"0","mt-Co1"
"Fgfr2",2.33903506541042e-26,0.938802576216722,0.453,0.037,3.80444053389005e-22,"0","Fgfr2"
"Acot7",2.893644613928e-26,1.06595984920142,0.588,0.073,4.70651296455389e-22,"0","Acot7"
"Gas6",4.43587981511957e-26,0.856049685448585,0.592,0.108,7.21495851929199e-22,"0","Gas6"
"Apoc1",8.80633938664718e-26,1.47448726048626,0.556,0.042,1.43235110123816e-21,"0","Apoc1"
"Bri3",9.3415612596943e-26,0.989136195485034,0.932,0.401,1.51940493888928e-21,"0","Bri3"
"Il33",9.30108030328301e-25,1.20781244245391,0.511,0.023,1.51282071132898e-20,"0","Il33"
"Neat1",1.18494745671984e-24,0.716046721148907,0.838,0.343,1.92731703835482e-20,"0","Neat1"
"Ctsc",1.22982042909501e-24,0.814505541890463,0.828,0.316,2.00030292792303e-20,"0","Ctsc"
"Bsg",1.48968701644561e-24,0.797171582987395,0.915,0.444,2.42297593224879e-20,"0","Bsg"
"mt-Nd2",1.81124919686821e-24,0.686960875278924,0.997,0.915,2.94599681870614e-20,"0","mt-Nd2"
"Exosc7",1.88228906870064e-24,0.927353128980107,0.555,0.085,3.0615431702416e-20,"0","Exosc7"
"Gclc",2.45577840373628e-24,1.18464795666653,0.621,0.093,3.99432357367706e-20,"0","Gclc"
"Scp2",2.54584189742774e-24,0.824754486942922,0.891,0.501,4.14081184616623e-20,"0","Scp2"
"Ccdc141",3.67390779231698e-24,0.952181006589288,0.483,0.028,5.97561102420356e-20,"0","Ccdc141"
"Rgcc",5.67837972390753e-24,0.818905423186574,0.713,0.159,9.2358846209356e-20,"0","Rgcc"
"Atp6v1c2",7.03299385574993e-24,0.924601801733783,0.434,0.023,1.14391645063773e-19,"0","Atp6v1c2"
"Snhg11",7.43836520615593e-24,1.0212647813464,0.47,0.018,1.20985010078126e-19,"0","Snhg11"
"Prr15l",1.07689357306058e-23,0.962426678020021,0.558,0.062,1.75156739658303e-19,"0","Prr15l"
"Smim22",1.31993663098605e-23,0.819656729963068,0.482,0.058,2.14687693029881e-19,"0","Smim22"
"Irx1",1.74025193487307e-23,1.06325462716325,0.515,0.029,2.83051977207105e-19,"0","Irx1"
"Ctsh",1.8038312012492e-23,1.06348041616458,0.915,0.394,2.93393144883182e-19,"0","Ctsh"
"mt-Cytb",2.48077714645629e-23,0.471386368656461,1,0.981,4.03498402871115e-19,"0","mt-Cytb"
"Abcd3",3.8453767704213e-23,1.06269473873723,0.611,0.076,6.25450531709024e-19,"0","Abcd3"
"Ctnnb1",7.18044194977935e-23,0.858226598421272,0.821,0.311,1.16789888313161e-18,"0","Ctnnb1"
"Prrg3",7.22193276875585e-23,0.815179698963898,0.396,0.029,1.17464736483814e-18,"0","Prrg3"
"Map1lc3a",7.55058961740963e-23,0.75143341910308,0.77,0.266,1.22810340127168e-18,"0","Map1lc3a"
"Irx3",8.07664808709848e-23,0.883387336157626,0.452,0.036,1.31366681136657e-18,"0","Irx3"
"Crb3",1.02344975241756e-22,0.908747484583288,0.511,0.055,1.66464102230716e-18,"0","Crb3"
"Tspan11",1.33798255309218e-22,0.891562555715512,0.419,0.018,2.17622862260443e-18,"0","Tspan11"
"Kcnj15",1.64122254987648e-22,0.992451429935525,0.482,0.026,2.66944847737409e-18,"0","Kcnj15"
"Rab27b",2.54992447488214e-22,0.762793111969781,0.375,0.018,4.14745215839579e-18,"0","Rab27b"
"Snx25",2.87484493324998e-22,0.871112774793611,0.447,0.037,4.67593528393109e-18,"0","Snx25"
"Oat",3.63471291261272e-22,0.958225055575571,0.657,0.138,5.91186055236459e-18,"0","Oat"
"Acsl4",1.13872376164247e-21,1.01065920446636,0.55,0.061,1.85213419831148e-17,"0","Acsl4"
"Mlc1",1.39101920872785e-21,0.833836449168952,0.393,0.012,2.26249274299585e-17,"0","Mlc1"
"Oaz2",2.46118198108643e-21,0.644255872332459,0.687,0.214,4.00311249223707e-17,"0","Oaz2"
"Slc31a1",5.66336141325247e-21,0.770487133571317,0.424,0.054,9.21145733865514e-17,"0","Slc31a1"
"Tmem243",8.03746681323573e-21,0.809109669781085,0.574,0.116,1.30729397717279e-16,"0","Tmem243"
"Gpx4",1.13985638789518e-20,0.616036313276064,0.944,0.624,1.8539764149115e-16,"0","Gpx4"
"Cdh1",1.73981233211725e-20,0.887570549482457,0.57,0.084,2.8298047581887e-16,"0","Cdh1"
"Arhgef38",2.19729324617971e-20,0.764501814826993,0.364,0.019,3.57389746491129e-16,"0","Arhgef38"
"Nenf",2.24193826928405e-20,0.59044031213712,0.681,0.264,3.64651259499051e-16,"0","Nenf"
"Slc39a8",3.16021651191639e-20,0.726791804190232,0.462,0.054,5.14009215663201e-16,"0","Slc39a8"
"Slc12a2",3.91030053581847e-20,0.871247266306368,0.496,0.061,6.36010382150874e-16,"0","Slc12a2"
"Acot1",4.62188886545986e-20,0.916058565626255,0.48,0.056,7.51750223967047e-16,"0","Acot1"
"Tpm1",5.05463835743373e-20,0.775194785007552,0.71,0.19,8.22136928836597e-16,"0","Tpm1"
"Dbi",5.10856012429487e-20,0.950876845149935,0.854,0.404,8.3090730421656e-16,"0","Dbi"
"Errfi1",1.16757440968491e-19,1.09478602364167,0.576,0.066,1.8990597773525e-15,"0","Errfi1"
"Chka",1.52647646343546e-19,0.773074961485027,0.512,0.104,2.48281396777777e-15,"0","Chka"
"Cadm1",2.32022365888126e-19,0.714679949806072,0.555,0.11,3.77384378117037e-15,"0","Cadm1"
"Ngfrap1",3.31172955825682e-19,0.883632939330784,0.621,0.142,5.38652812650472e-15,"0","Ngfrap1"
"Tmem42",3.70183251045555e-19,0.766079649732779,0.44,0.062,6.02103057825595e-15,"0","Tmem42"
"Ces1d",5.29550144465735e-19,0.804713707316981,0.477,0.062,8.61313309973517e-15,"0","Ces1d"
"Lrrk2",6.88114533739445e-19,0.748557110936494,0.423,0.066,1.11921828912721e-14,"0","Lrrk2"
"Tceal8",1.2260297208242e-18,0.600506952598648,0.379,0.065,1.99413734092057e-14,"0","Tceal8"
"Phldb2",1.52276938057602e-18,0.757004093778761,0.469,0.078,2.4767843975069e-14,"0","Phldb2"
"Mettl7a1",1.56444490735639e-18,0.77622166580666,0.626,0.144,2.54456964181516e-14,"0","Mettl7a1"
"Stmn1",1.61605008716695e-18,0.698588291005777,0.633,0.158,2.62850546677704e-14,"0","Stmn1"
"Grb14",1.91065938219264e-18,0.71020988918801,0.416,0.05,3.10768748513633e-14,"0","Grb14"
"Acoxl",2.27462034872444e-18,0.864220809912898,0.394,0.016,3.6996699972003e-14,"0","Acoxl"
"Tsc22d1",2.72861906718184e-18,0.574742243782202,0.563,0.184,4.43809891277126e-14,"0","Tsc22d1"
"mt-Nd4",4.53021346061512e-18,0.542526664732021,0.998,0.968,7.36839219369049e-14,"0","mt-Nd4"
"Selenbp1",5.74015429411446e-18,0.647847629265023,0.522,0.098,9.33636095937717e-14,"0","Selenbp1"
"Tfcp2l1",6.65783390449791e-18,0.76531121023953,0.345,0.014,1.08289668456658e-13,"0","Tfcp2l1"
"Bambi",9.45482864341884e-18,0.68830752258871,0.341,0.029,1.53782787885207e-13,"0","Bambi"
"Mme",3.48806505801008e-17,0.929193417127234,0.452,0.026,5.67333781685339e-13,"0","Mme"
"Adk",3.69874735542635e-17,0.674983713759255,0.412,0.063,6.01601257360096e-13,"0","Adk"
"Ppp1r9a",4.44533177048494e-17,0.892491355909527,0.454,0.04,7.23033212469375e-13,"0","Ppp1r9a"
"Me1",6.16982380924116e-17,0.71440781478655,0.366,0.028,1.00352184257307e-12,"0","Me1"
"Irx2",6.67780077315245e-17,0.773003744003698,0.369,0.028,1.08614429575325e-12,"0","Irx2"
"Nucb2",7.16637147810457e-17,0.652855713674974,0.502,0.143,1.16561032091371e-12,"0","Nucb2"
"Enpep",7.20466741581857e-17,0.806694745947589,0.391,0.022,1.17183915518289e-12,"0","Enpep"
"Met",1.11382557670578e-16,0.69501204747478,0.333,0.023,1.81163730051196e-12,"0","Met"
"Wwc1",1.12397116472504e-16,0.60711677770313,0.371,0.063,1.82813909942527e-12,"0","Wwc1"
"Mal",1.17141330589012e-16,0.756859220837464,0.352,0.017,1.90530374203029e-12,"0","Mal"
"mt-Nd5",2.096803559476e-16,0.654163610754008,0.901,0.514,3.41045098948772e-12,"0","mt-Nd5"
"Lrp2",2.21787908162332e-16,0.698741435269532,0.302,0.011,3.60738032626033e-12,"0","Lrp2"
"Rbpjl",2.23032852939331e-16,0.896796938208733,0.429,0.014,3.62762935305821e-12,"0","Rbpjl"
"H1f0",2.27369199764073e-16,0.643655344580125,0.458,0.135,3.69816003416265e-12,"0","H1f0"
"Epcam",2.72284391257848e-16,0.705397460492014,0.507,0.124,4.4287056238089e-12,"0","Epcam"
"Matn4",3.16356803582341e-16,0.622406206501473,0.331,0.029,5.14554341026677e-12,"0","Matn4"
"Npc1",3.44600502788685e-16,0.612795897697935,0.408,0.104,5.60492717785797e-12,"0","Npc1"
"Krt18",3.7150140254107e-16,0.763082613402725,0.41,0.058,6.0424703123305e-12,"0","Krt18"
"Ppic",3.88948045813264e-16,0.716957536543783,0.5,0.095,6.32623996515274e-12,"0","Ppic"
"Ramp1",5.13756996006181e-16,0.58084971440367,0.746,0.308,8.35625754004053e-12,"0","Ramp1"
"Lpin2",5.16247043657055e-16,0.72786230947738,0.535,0.113,8.39675816508201e-12,"0","Lpin2"
"Mtch1",5.59375825328782e-16,0.585769440162978,0.421,0.102,9.09824779897264e-12,"0","Mtch1"
"Ang",6.37626339214566e-16,0.881404545217971,0.446,0.042,1.03709924073249e-11,"0","Ang"
"Myh14",6.71537611733018e-16,0.635183552962568,0.4,0.062,1.09225592548375e-11,"0","Myh14"
"Yae1d1",7.2015372278726e-16,0.63550743910205,0.402,0.078,1.17133003011348e-11,"0","Yae1d1"
"Siva1",7.23539715441155e-16,0.710366213556792,0.576,0.186,1.17683734716504e-11,"0","Siva1"
"Atp6v1g1",1.05201847015007e-15,0.621074361795411,0.906,0.536,1.71110804169909e-11,"0","Atp6v1g1"
"Wls",1.15740480047894e-15,0.603062529563801,0.515,0.145,1.88251890797899e-11,"0","Wls"
"Soat1",2.13892681751724e-15,0.853372173247187,0.607,0.166,3.47896446869179e-11,"0","Soat1"
"mt-Atp8",2.19482999173791e-15,0.411778519943707,0.631,0.336,3.56989098156171e-11,"0","mt-Atp8"
"Cd200",3.50940429468247e-15,0.589072761636875,0.535,0.143,5.70804608530104e-11,"0","Cd200"
"Ptgs1",4.1630704278136e-15,0.591612366788158,0.303,0.039,6.77123405083881e-11,"0","Ptgs1"
"Mal2",4.47887759360458e-15,0.5037912034947,0.409,0.073,7.28489440599785e-11,"0","Mal2"
"Phlda1",5.77997190990276e-15,0.879200422600008,0.58,0.159,9.40112431145684e-11,"0","Phlda1"
"Sec14l4",6.75671749687648e-15,0.696759825492756,0.327,0.028,1.09898010086696e-10,"0","Sec14l4"
"Mbip",1.52765671368531e-14,0.617758113993503,0.384,0.072,2.48473364480916e-10,"0","Mbip"
"Dstn",2.39998047367677e-14,0.574142148248367,0.874,0.416,3.90356824043526e-10,"0","Dstn"
"Ociad2",3.31554013088987e-14,0.618529230857273,0.286,0.012,5.39272602289238e-10,"0","Ociad2"
"Plekhb1",3.5342412006822e-14,0.540468882755598,0.281,0.033,5.74844331290959e-10,"0","Plekhb1"
"Snx7",7.17595991133308e-14,0.553453072781678,0.289,0.032,1.16716987957833e-09,"0","Snx7"
"Romo1",8.98918357574429e-14,0.442463594711306,0.727,0.398,1.46209070859481e-09,"0","Romo1"
"Slco4c1",9.04922578234501e-14,0.715481290220761,0.33,0.016,1.47185657349842e-09,"0","Slco4c1"
"mt-Nd1",9.22832217500283e-14,0.309099312471137,0.999,0.988,1.50098660176421e-09,"0","mt-Nd1"
"Taok3",9.67500069968408e-14,0.538152182506204,0.554,0.221,1.57363886380362e-09,"0","Taok3"
"Myo5c",9.68022968270961e-14,0.717107954333456,0.346,0.03,1.57448935789272e-09,"0","Myo5c"
"Cebpa",1.04973761767939e-13,0.779498307510511,0.465,0.079,1.70739823515553e-09,"0","Cebpa"
"Malat1",1.05201031339679e-13,0.311227661243287,0.998,0.999,1.71109477473987e-09,"0","Malat1"
"Ldhb",1.15125317133216e-13,0.635533664900346,0.412,0.062,1.87251328317175e-09,"0","Ldhb"
"Secisbp2l",1.30292884433591e-13,0.715121262548251,0.495,0.118,2.11921376531236e-09,"0","Secisbp2l"
"Kcne2",1.37571358503155e-13,0.589443368345516,0.251,0.009,2.23759814605381e-09,"0","Kcne2"
"Rpl21",1.54038559024004e-13,0.376006680996187,0.999,0.979,2.50543716252542e-09,"0","Rpl21"
"Tfrc",1.55159957184423e-13,0.547400404532131,0.256,0.026,2.52367670360465e-09,"0","Tfrc"
"Spry1",1.86796971457522e-13,0.532485127797531,0.297,0.042,3.03825274075659e-09,"0","Spry1"
"Tmem164",1.99244149971622e-13,0.565818610520929,0.337,0.051,3.24070609928844e-09,"0","Tmem164"
"Atp7b",2.16426548411085e-13,0.639940710536011,0.295,0.017,3.5201778099063e-09,"0","Atp7b"
"Fkbp4",2.32635914296755e-13,0.652737415323217,0.673,0.263,3.78382314603672e-09,"0","Fkbp4"
"Tmem159",2.6900489898857e-13,0.551562843729227,0.4,0.096,4.37536468204909e-09,"0","Tmem159"
"mt-Co3",2.69569233663457e-13,0.338925611785562,1,0.998,4.38454358553613e-09,"0","mt-Co3"
"Pmvk",2.94008340318077e-13,0.74475243155469,0.38,0.089,4.78204565527353e-09,"0","Pmvk"
"Car2",3.10786274532534e-13,0.418556982758644,0.299,0.062,5.05493875527166e-09,"0","Car2"
"Iah1",4.0483136963821e-13,0.679968593246777,0.474,0.118,6.58458222716548e-09,"0","Iah1"
"Clic3",4.15706254935957e-13,0.451103829023351,0.452,0.085,6.76146223653335e-09,"0","Clic3"
"Ift20",4.52412071949184e-13,0.664388620411862,0.692,0.28,7.35848235025347e-09,"0","Ift20"
"Ahcyl2",4.64974210277675e-13,0.663654583157184,0.423,0.083,7.56280553016639e-09,"0","Ahcyl2"
"Dcxr",5.03089515938535e-13,0.653870524675422,0.437,0.098,8.18275097674027e-09,"0","Dcxr"
"Serpinb6b",5.18325258513959e-13,0.530990191055269,0.42,0.103,8.43056032972955e-09,"0","Serpinb6b"
"Scgb1c1",7.45376698321267e-13,0.726918570397084,0.345,0.024,1.21235519981954e-08,"0","Scgb1c1"
"Arf6",1.08196072124276e-12,0.56942676131133,0.557,0.208,1.75980911310136e-08,"0","Arf6"
"Uqcr11",1.31459152762864e-12,0.461035207986604,0.879,0.549,2.13818311968798e-08,"0","Uqcr11"
"Nkd1",1.61573634583155e-12,0.304577585082934,0.457,0.123,2.62799516649501e-08,"0","Nkd1"
"Kcnc3",1.71625480039193e-12,0.570552877980016,0.253,0.011,2.79148843283747e-08,"0","Kcnc3"
"Adam19",2.176407195783e-12,0.558566975880127,0.318,0.051,3.53992630394105e-08,"0","Adam19"
"Lyz1",2.20196177923526e-12,2.82846741714574,0.313,0.05,3.58149083392614e-08,"0","Lyz1"
"Mecom",2.4174577408865e-12,0.665968687735459,0.375,0.056,3.93199501555189e-08,"0","Mecom"
"Tinagl1",2.66206039429821e-12,0.394104765063089,0.36,0.079,4.32984123132603e-08,"0","Tinagl1"
"Aig1",2.84615736538057e-12,0.496544608148845,0.353,0.09,4.6292749547915e-08,"0","Aig1"
"Sgpp2",3.21853876123395e-12,0.622449355739309,0.266,0.009,5.23495329514703e-08,"0","Sgpp2"
"Foxa2",3.76401834312588e-12,0.510949844024589,0.27,0.034,6.12217583509424e-08,"0","Foxa2"
"Lrg1",4.00680491649382e-12,0.648250264831991,0.275,0.04,6.5170681966772e-08,"0","Lrg1"
"Emb",4.14565912616585e-12,0.513056941157621,0.611,0.227,6.74291456870875e-08,"0","Emb"
"Drap1",6.76792327452029e-12,0.461429135748062,0.5,0.204,1.10080272060073e-07,"0","Drap1"
"Stard3nl",6.88803237094231e-12,0.551324816434804,0.57,0.224,1.12033846513377e-07,"0","Stard3nl"
"Rasl11a",7.41905190876221e-12,0.607169137537828,0.301,0.034,1.20670879296017e-07,"0","Rasl11a"
"Dag1",7.48224136634037e-12,0.441253921840196,0.431,0.128,1.21698655823526e-07,"0","Dag1"
"Mmp15",7.68257410879571e-12,0.617837450969436,0.305,0.028,1.24957067879562e-07,"0","Mmp15"
"Swt1",7.93717133253274e-12,0.645892382010496,0.515,0.145,1.29098091723645e-07,"0","Swt1"
"Usp8",8.09591368118361e-12,0.493335298168762,0.388,0.123,1.31680036024451e-07,"0","Usp8"
"mt-Nd4l",8.21161543970897e-12,0.605360237127217,0.792,0.379,1.33561925126866e-07,"0","mt-Nd4l"
"Hmgn1",8.67735645643456e-12,0.719514498624405,0.842,0.415,1.41137202763908e-07,"0","Hmgn1"
"Lmo7",9.54871469537326e-12,0.426616228752214,0.461,0.115,1.55309844520246e-07,"0","Lmo7"
"Acly",1.23120018305311e-11,0.754955496565154,0.518,0.128,2.00254709773588e-07,"0","Acly"
"Abhd2",1.2490859388199e-11,0.824816700895008,0.466,0.101,2.03163827949057e-07,"0","Abhd2"
"Tmem30a",1.70390590709936e-11,0.522933717278145,0.612,0.248,2.77140295789711e-07,"0","Tmem30a"
"Acsl5",1.97187170408892e-11,0.496558665252744,0.457,0.169,3.20724932670063e-07,"0","Acsl5"
"St6galnac2",1.98483881501143e-11,0.522912944128273,0.268,0.027,3.22834033261609e-07,"0","St6galnac2"
"Cox6c",2.13574922843981e-11,0.328258870980976,0.951,0.765,3.47379612005736e-07,"0","Cox6c"
"Cldn7",3.54084988272063e-11,0.665920803071841,0.357,0.05,5.7591923342451e-07,"0","Cldn7"
"Ralgapa2",4.30858342036659e-11,0.523294247718925,0.312,0.053,7.00791093322626e-07,"0","Ralgapa2"
"Pgs1",5.28283523582675e-11,0.431257504671987,0.362,0.111,8.59253151107221e-07,"0","Pgs1"
"Pvrl1",5.52765915003002e-11,0.516577245241354,0.251,0.031,8.99073760752383e-07,"0","Pvrl1"
"Cited2",6.36663630439908e-11,0.640754405897333,0.374,0.076,1.03553339491051e-06,"0","Cited2"
"Tmem245",7.24971387637308e-11,0.476123525259798,0.375,0.111,1.17916596199208e-06,"0","Tmem245"
"Rai14",7.4731982379784e-11,0.522607875453057,0.278,0.03,1.21551569340719e-06,"0","Rai14"
"Id2",9.33333027474949e-11,0.353121524056915,0.806,0.37,1.518066169188e-06,"0","Id2"
"Insig1",9.7516387552696e-11,0.537655821369118,0.284,0.058,1.5861040435446e-06,"0","Insig1"
"Idi1",1.02794241446974e-10,0.503830007239602,0.255,0.042,1.67194833713503e-06,"0","Idi1"
"Itga9",1.15277917944374e-10,0.572467858744007,0.273,0.025,1.87499533536525e-06,"0","Itga9"
"Vimp",1.16221731952567e-10,0.583580378083047,0.703,0.316,1.8903464702085e-06,"0","Vimp"
"Sod1",1.48370969974221e-10,0.337990863059854,0.55,0.266,2.4132538266307e-06,"0","Sod1"
"Aox3",1.48860190288902e-10,0.74119159567485,0.33,0.028,2.42121099504899e-06,"0","Aox3"
"Tmem50b",1.55907794464369e-10,0.686229079065529,0.473,0.115,2.53584027696296e-06,"0","Tmem50b"
"Gtf2i",1.69748163963904e-10,0.310309790484051,0.345,0.132,2.76095388687289e-06,"0","Gtf2i"
"Pigyl",1.93428913959278e-10,0.45173405425271,0.445,0.164,3.14612128554766e-06,"0","Pigyl"
"Brd7",2.02643914540118e-10,0.491041096290194,0.401,0.125,3.29600326999501e-06,"0","Brd7"
"Eif4h",2.09331093492651e-10,0.393517121966351,0.57,0.281,3.40477023565796e-06,"0","Eif4h"
