"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm118082",0.00100232056576258,0.331513597638768,0.836,0.753,1,"2","Gm11808"
"Gm94932",0.0012161181000181,0.302184998323712,0.896,0.804,1,"2","Gm9493"
"Snn",0.00124706809014355,0.64628025814966,0.264,0.08,1,"2","Snn"
"Napsa2",0.00150242951024003,0.380161606277857,0.456,0.317,1,"2","Napsa"
"Syk",0.00168377690590532,0.429498627255213,0.26,0.148,1,"2","Syk"
"Rps26-ps12",0.00227901961537934,0.31266874398623,0.609,0.581,1,"2","Rps26-ps1"
"Mndal1",0.00228074852413121,0.537277856190356,0.403,0.252,1,"2","Mndal"
"Arpc5l1",0.00276968063086119,0.5230819943695,0.485,0.33,1,"2","Arpc5l"
"mt-Nd5",0.00276974519577238,0.319734351425932,0.51,0.482,1,"2","mt-Nd5"
"Pkig1",0.0028900486922403,0.508508486558969,0.32,0.189,1,"2","Pkig"
"Filip1l",0.00317434721200852,0.403887628182168,0.265,0.19,1,"2","Filip1l"
"Ptpn61",0.00334842626396834,0.42230023777689,0.4,0.307,1,"2","Ptpn6"
"Ifi2031",0.00343733457036513,0.502571635386378,0.381,0.237,1,"2","Ifi203"
"Rpl272",0.00468470357643701,0.251808049271212,0.932,0.873,1,"2","Rpl27"
"Gimap11",0.00485058309158776,0.467536930816903,0.489,0.29,1,"2","Gimap1"
"Rcsd1",0.00523413346003253,0.284521807990828,0.26,0.177,1,"2","Rcsd1"
"Zfp36l1",0.00597006091319849,0.320264882592334,0.374,0.312,1,"2","Zfp36l1"
"Pgls1",0.00729398268227731,0.250186353812687,0.351,0.339,1,"2","Pgls"
"Gltscr2",0.00735346535624067,0.346974475917395,0.5,0.44,1,"2","Gltscr2"
"Hmgn12",0.00762872832721359,0.252039296593858,0.392,0.345,1,"2","Hmgn1"
"Tspan321",0.0088416533360363,0.347103167638217,0.265,0.169,1,"2","Tspan32"
"Hmha11",0.00933405973393375,0.426108199288178,0.631,0.482,1,"2","Hmha1"
"Erp291",0.00985779839783704,0.289315590711044,0.361,0.332,1,"2","Erp29"
"Lcn2",3.74310952230109e-48,2.73491724033267,0.734,0.034,6.02004304471684e-44,"3","Lcn2"
"Hp3",7.77278676890308e-45,1.78654187278412,0.834,0.121,1.25009729604268e-40,"3","Hp"
"Chil1",2.46752324655592e-41,2.39767745277441,0.694,0.027,3.96851763743589e-37,"3","Chil1"
"Lyz23",3.53666580578954e-36,1.75785437417679,0.915,0.531,5.68801961545132e-32,"3","Lyz2"
"Fabp5",1.54833356350722e-35,1.7787758765705,0.638,0.106,2.49018487018867e-31,"3","Fabp5"
"Txn13",1.27607958782903e-32,1.2918224409432,0.925,0.458,2.05231880110542e-28,"3","Txn1"
"S100g",1.24548730603683e-31,2.58005195323485,0.557,0.028,2.00311723429903e-27,"3","S100g"
"Lamp3",3.93754158816465e-31,2.02069552174964,0.557,0.021,6.33274813624521e-27,"3","Lamp3"
"Sfta2",1.69061866296297e-30,2.34717264654472,0.56,0.022,2.71902199564334e-26,"3","Sfta2"
"Hc",1.98298936680882e-29,1.95979182922204,0.529,0.011,3.18924179863863e-25,"3","Hc"
"Dram1",3.60328977710381e-29,1.49562949470158,0.532,0.037,5.79517094851606e-25,"3","Dram1"
"Sftpd",8.2420582474664e-29,2.66197590252219,0.567,0.044,1.32557022794002e-24,"3","Sftpd"
"Sftpb",1.51913680332101e-28,3.35255680951129,0.581,0.069,2.44322772078118e-24,"3","Sftpb"
"Cxcl15",7.34088191628073e-28,3.19583894333029,0.591,0.073,1.18063403859543e-23,"3","Cxcl15"
"Slpi",1.26265736219725e-27,2.55695492062574,0.549,0.111,2.03073183562184e-23,"3","Slpi"
"Slc34a2",2.18571309841663e-27,3.07237847206541,0.578,0.053,3.51528237618346e-23,"3","Slc34a2"
"Sftpa11",3.52604410422135e-27,3.85063064810967,0.631,0.203,5.6709367328192e-23,"3","Sftpa1"
"Lrg1",3.95285748785253e-27,2.01143912035532,0.532,0.045,6.35738069771322e-23,"3","Lrg1"
"Etv5",1.43533311175327e-26,1.28749214338115,0.474,0.016,2.30844624363279e-22,"3","Etv5"
"Sftpc",3.17263248950691e-26,4.36796011130491,0.817,0.604,5.10254483287396e-22,"3","Sftpc"
"Wfdc2",3.64032340154049e-26,1.97003224841801,0.566,0.056,5.85473212669756e-22,"3","Wfdc2"
"Ppp1r14c",3.64297803878005e-26,1.35658258519473,0.484,0.014,5.85900157976995e-22,"3","Ppp1r14c"
"Bex4",2.35119780786236e-25,1.51920258530373,0.482,0.013,3.78143143438504e-21,"3","Bex4"
"Retnlg",6.42937748937447e-25,3.73626646119263,0.476,0.068,1.0340367816161e-20,"3","Retnlg"
"Abca3",2.26881197491e-24,1.3951418371501,0.514,0.062,3.64893029924775e-20,"3","Abca3"
"Fasn",2.32137201084804e-24,1.37215628759704,0.474,0.031,3.73346260504691e-20,"3","Fasn"
"Hdc",3.04141761871409e-24,1.35358178502929,0.386,0.022,4.89151195617788e-20,"3","Hdc"
"Atp1b1",3.09469824313673e-24,1.37206699118234,0.544,0.094,4.9772031844368e-20,"3","Atp1b1"
"Rnase4",5.46474617455787e-24,1.57211615546885,0.535,0.065,8.78895127254142e-20,"3","Rnase4"
"S100a113",9.47650303898828e-24,2.01436105146681,0.92,0.525,1.52410598376048e-19,"3","S100a11"
"Lgi3",1.8704793486904e-23,1.16652040866662,0.433,0.009,3.00829193649878e-19,"3","Lgi3"
"Cbr2",8.14744356068153e-23,1.60491074414357,0.54,0.05,1.31035334786441e-18,"3","Cbr2"
"Cd63",2.13315211615202e-22,1.04810444897602,0.535,0.084,3.43074854840729e-18,"3","Cd63"
"Scd1",2.47917784697336e-22,2.5116327536077,0.582,0.138,3.98726173128725e-18,"3","Scd1"
"Ptprf",2.5051900431642e-22,1.34413089103436,0.463,0.027,4.02909714642098e-18,"3","Ptprf"
"Egfl6",3.72268826356613e-22,0.969023673747479,0.38,0.005,5.98719953429341e-18,"3","Egfl6"
"Ank3",9.49571817363904e-22,1.11738854257523,0.419,0.011,1.52719635386637e-17,"3","Ank3"
"Pla2g1b",1.62535869097201e-21,1.19423905473181,0.407,0.005,2.61406438269028e-17,"3","Pla2g1b"
"Cldn18",2.32598651988646e-21,1.24558269139696,0.503,0.043,3.7408841199334e-17,"3","Cldn18"
"Ager",3.18079847403695e-21,0.803200911711928,0.529,0.074,5.11567818579362e-17,"3","Ager"
"Lpcat1",3.84833884056193e-21,1.68461402186077,0.546,0.072,6.18928335727575e-17,"3","Lpcat1"
"Mgst13",7.36242435952073e-21,1.11297994513822,0.624,0.159,1.18409870974172e-16,"3","Mgst1"
"Alcam",8.55081404311434e-21,1.35199440828085,0.54,0.079,1.37522742255408e-16,"3","Alcam"
"Il1b",1.21827439700062e-20,2.36138401372451,0.376,0.041,1.95935071269609e-16,"3","Il1b"
"Mid1ip1",1.5510026967754e-20,1.20360445399079,0.491,0.08,2.49447763722388e-16,"3","Mid1ip1"
"Nkx2-1",1.91317460407202e-20,1.09929787176695,0.427,0.022,3.07695871572903e-16,"3","Nkx2-1"
"Wfdc21",1.99497938761614e-20,2.61529343182237,0.46,0.097,3.20852534910303e-16,"3","Wfdc21"
"Sdc4",3.45140832090936e-20,0.991224536584213,0.478,0.082,5.55090000251852e-16,"3","Sdc4"
"Car8",6.3121381290031e-20,1.13914609099856,0.419,0.021,1.01518117528757e-15,"3","Car8"
"S100a82",6.77318520955783e-20,4.66970917206316,0.613,0.282,1.08933137725319e-15,"3","S100a8"
"Vamp83",7.97948689049882e-20,1.00678393299279,0.754,0.382,1.28334087659892e-15,"3","Vamp8"
"Atp6v1g13",8.38253115583146e-20,0.947798251647465,0.816,0.41,1.34816248579237e-15,"3","Atp6v1g1"
"Ftl13",9.74251749852088e-20,0.332709852582249,0.999,0.922,1.56688908928711e-15,"3","Ftl1"
"Gde1",9.77643520138903e-20,1.02598952940845,0.482,0.103,1.5723440734394e-15,"3","Gde1"
"Atp11a",2.87696209156225e-19,1.02779596915049,0.441,0.041,4.62701813185956e-15,"3","Atp11a"
"Apoc1",2.98167485028364e-19,1.16696180655994,0.322,0.019,4.79542766171117e-15,"3","Apoc1"
"H2afj1",3.91218873378368e-19,1.02406406845403,0.731,0.395,6.29197314054429e-15,"3","H2afj"
"Npc23",7.81376117897907e-19,1.75390787953589,0.641,0.444,1.2566872104152e-14,"3","Npc2"
"Cxcr2",1.79637292498458e-18,1.62501016086931,0.319,0.017,2.88910657525269e-14,"3","Cxcr2"
"Wbp5",2.78165109514585e-18,1.16177410541531,0.524,0.114,4.47372945632307e-14,"3","Wbp5"
"Bex2",2.92132641040043e-18,1.35339891741838,0.39,0.011,4.69836926584702e-14,"3","Bex2"
"Prnp",2.96576716028263e-18,0.973652699812303,0.403,0.025,4.76984332388255e-14,"3","Prnp"
"Cystm1",5.26288138969117e-18,0.925457804937154,0.439,0.049,8.46429213904031e-14,"3","Cystm1"
"Sdc1",6.91690024527258e-18,0.921642107481503,0.38,0.024,1.11244506644719e-13,"3","Sdc1"
"Nupr1",1.21429184016164e-17,0.752131603604052,0.38,0.082,1.95294556653196e-13,"3","Nupr1"
"S100a91",1.473699485996e-17,4.53577759754563,0.617,0.239,2.37015088332737e-13,"3","S100a9"
"Elovl1",1.74496361243493e-17,1.36276098223969,0.529,0.109,2.80642497787909e-13,"3","Elovl1"
"Scd2",1.8680770149963e-17,1.01713490378167,0.461,0.069,3.00442826321855e-13,"3","Scd2"
"Cmtm8",1.9062552508493e-17,0.886931720329706,0.38,0.027,3.06583031994093e-13,"3","Cmtm8"
"Pi4k2b",2.16627851667197e-17,0.881899988191196,0.363,0.021,3.48402573836353e-13,"3","Pi4k2b"
"Ifitm1",2.34201591487143e-17,2.83960150476324,0.384,0.062,3.76666419588772e-13,"3","Ifitm1"
"Abcd3",2.44259533301057e-17,0.874913514530837,0.392,0.044,3.9284260740809e-13,"3","Abcd3"
"Cox6a2",3.33734481333739e-17,0.804153940351587,0.295,0.013,5.36745166329053e-13,"3","Cox6a2"
"Fth11",5.75720302451925e-17,0.385674197293344,0.995,0.965,9.25930962433432e-13,"3","Fth1"
"Atp8a1",6.47885180578625e-17,0.886120212303915,0.483,0.097,1.0419937359246e-12,"3","Atp8a1"
"Muc1",7.77366353030455e-17,0.905494730071317,0.355,0.011,1.25023830557888e-12,"3","Muc1"
"Cpm",8.89337460040191e-17,1.06056311113226,0.441,0.042,1.43032143698264e-12,"3","Cpm"
"Wfdc172",1.42252215377667e-16,2.89298864634407,0.462,0.188,2.28784237991902e-12,"3","Wfdc17"
"Smim6",2.70600192590037e-16,0.939613828952321,0.36,0.014,4.35206289742557e-12,"3","Smim6"
"Socs2",3.04806209236676e-16,0.847697139730565,0.401,0.061,4.90219826315345e-12,"3","Socs2"
"Cldn3",3.15496470491729e-16,0.860179986719499,0.359,0.014,5.07412973491848e-12,"3","Cldn3"
"Msrb13",3.54312327437426e-16,1.86934206381477,0.576,0.283,5.69840516217612e-12,"3","Msrb1"
"Cdh1",1.24764446933692e-15,0.729596272673586,0.337,0.033,2.00658660003457e-11,"3","Cdh1"
"Csf3r",1.28832289749183e-15,1.68813303735784,0.333,0.036,2.07200971603611e-11,"3","Csf3r"
"Mlc1",1.92919341631927e-15,0.639992967818618,0.271,0.003,3.10272177146628e-11,"3","Mlc1"
"Avpi1",2.25629647971843e-15,0.78038679334658,0.39,0.061,3.62880162833114e-11,"3","Avpi1"
"Npw",2.62562852952315e-15,0.871575554978613,0.355,0.014,4.22279836403207e-11,"3","Npw"
"Mme",3.34018724929338e-15,0.746537893847844,0.292,0.007,5.37202315303854e-11,"3","Mme"
"Irx1",4.02742764866626e-15,0.704986400556141,0.271,0.007,6.47731188734994e-11,"3","Irx1"
"Tgoln1",4.2396010947155e-15,0.946424085033133,0.482,0.138,6.81855044063095e-11,"3","Tgoln1"
"Neat13",5.47710124322174e-15,0.815494050647089,0.61,0.246,8.80882192947352e-11,"3","Neat1"
"S100a62",5.57472049824261e-15,1.83482846121982,0.565,0.31,8.96582297732358e-11,"3","S100a6"
"Kcnj15",5.59286630345758e-15,0.669928097467478,0.268,0.007,8.99500687585082e-11,"3","Kcnj15"
"Mettl7a1",6.77217323687287e-15,0.747307620527802,0.394,0.069,1.08916862168626e-10,"3","Mettl7a1"
"Gabarap2",7.31239353978694e-15,0.714465609076179,0.857,0.555,1.17605225300393e-10,"3","Gabarap"
"Slc39a8",9.83109879988588e-15,0.699276854818042,0.313,0.02,1.58113561998565e-10,"3","Slc39a8"
"Mrpl332",2.63845832970154e-14,0.856138652696779,0.595,0.373,4.24343253165899e-10,"3","Mrpl33"
"Snhg11",2.70857156097821e-14,0.71075988093148,0.269,0.004,4.35619564152126e-10,"3","Snhg11"
"Zdhhc3",2.78203279855525e-14,1.03793388160926,0.425,0.068,4.47434334991641e-10,"3","Zdhhc3"
"Ifitm23",4.21736708075932e-14,1.54159445780139,0.507,0.231,6.78279147598521e-10,"3","Ifitm2"
"Sat13",4.27409333365689e-14,0.530906617133494,0.643,0.413,6.87402430852038e-10,"3","Sat1"
"Spint2",4.87244220542969e-14,0.979530378742797,0.512,0.103,7.83634879899257e-10,"3","Spint2"
"Alox5ap3",4.98634030582108e-14,1.19141362996872,0.458,0.242,8.01953111385204e-10,"3","Alox5ap"
"Aqp5",5.17164582588516e-14,0.8117822042957,0.379,0.023,8.31755798177111e-10,"3","Aqp5"
"Slco4c1",5.20305135625672e-14,0.64686374355671,0.256,0.004,8.36806749626768e-10,"3","Slco4c1"
"Atp6v1c2",5.30422541074564e-14,0.662824022838412,0.267,0.01,8.53078572810221e-10,"3","Atp6v1c2"
"Acsl4",5.63503600751144e-14,0.836399808611393,0.378,0.042,9.06282841088066e-10,"3","Acsl4"
"Fgfr2",6.3691073564623e-14,0.811648232124579,0.312,0.015,1.02434353613983e-09,"3","Fgfr2"
"Il33",6.71239113750812e-14,0.963567886777744,0.316,0.007,1.07955386664543e-09,"3","Il33"
"Emb3",7.07885736948013e-14,0.810243293084279,0.518,0.188,1.13849263073349e-09,"3","Emb"
"Acot7",7.17438485384484e-14,0.795742198103379,0.332,0.047,1.15385631604387e-09,"3","Acot7"
"Oat",9.50663444532626e-14,0.730944083917152,0.406,0.097,1.52895201784182e-09,"3","Oat"
"Gclc",1.07072956107677e-13,0.938834908457768,0.356,0.052,1.72205435307976e-09,"3","Gclc"
"Glrx",1.28141281665877e-13,0.956015118379003,0.374,0.091,2.06089623303231e-09,"3","Glrx"
"Bri33",1.43570307781283e-13,0.844221507803976,0.617,0.308,2.30904126004637e-09,"3","Bri3"
"Acoxl",1.90272038131387e-13,0.694693155940512,0.273,0.004,3.06014518926709e-09,"3","Acoxl"
"Enpep",1.97717565299733e-13,0.656457440893407,0.27,0.007,3.1798916027156e-09,"3","Enpep"
"Snx25",2.12987339126805e-13,0.633789235334714,0.281,0.019,3.4254753751764e-09,"3","Snx25"
"Ces1d",2.97463822516313e-13,0.687316381200842,0.312,0.022,4.78411065752985e-09,"3","Ces1d"
"Mmp9",9.900847751833e-13,1.56164571160767,0.281,0.011,1.5923533439273e-08,"3","Mmp9"
"Tpm1",1.18890675427096e-12,0.671934373806763,0.415,0.099,1.91211873289399e-08,"3","Tpm1"
"Rbpjl",1.30139033963894e-12,0.643052672649683,0.251,0.004,2.09302608324131e-08,"3","Rbpjl"
"Prdx53",1.45527797626095e-12,1.0539273188341,0.701,0.379,2.34052356922049e-08,"3","Prdx5"
"Ppp1r9a",1.47113407812748e-12,0.603875315692899,0.253,0.015,2.36602493785243e-08,"3","Ppp1r9a"
"Rnf149",1.93844925380082e-12,0.793760175560038,0.331,0.132,3.11760793488785e-08,"3","Rnf149"
"Cadm1",2.54178647754281e-12,0.638728117911481,0.32,0.038,4.08795519183211e-08,"3","Cadm1"
"Slc12a2",2.85886874405267e-12,0.676149132257626,0.315,0.031,4.59791860105991e-08,"3","Slc12a2"
"Irx3",3.96355584629141e-12,0.685257713545223,0.28,0.011,6.37458686759047e-08,"3","Irx3"
"Dusp1",4.71834181025923e-12,1.24068726533902,0.361,0.122,7.58850913343992e-08,"3","Dusp1"
"Crb3",7.93838793419282e-12,0.613732795102112,0.276,0.018,1.27673093145623e-07,"3","Crb3"
"Dstn3",7.98861981618694e-12,0.697295591769836,0.601,0.243,1.28480972503735e-07,"3","Dstn"
"Grb14",9.52381637929302e-12,0.583095521565112,0.279,0.024,1.5317153882817e-07,"3","Grb14"
"Prr15l",1.09944239942614e-11,0.674069675747249,0.278,0.014,1.76823321099705e-07,"3","Prr15l"
"Smim22",1.26151272629732e-11,0.624446920191866,0.269,0.016,2.02889091770398e-07,"3","Smim22"
"Gsr2",1.35096674362864e-11,1.22158220210922,0.429,0.187,2.17275981377794e-07,"3","Gsr"
"Adipor12",1.57024710498496e-11,0.858607970027567,0.505,0.237,2.52542841894731e-07,"3","Adipor1"
"Map1lc3a",1.60656462132992e-11,0.555496362992917,0.449,0.145,2.58383788048491e-07,"3","Map1lc3a"
"Tmsb4x2",1.61147584987855e-11,0.319727481125876,1,0.997,2.59173660935967e-07,"3","Tmsb4x"
"Errfi1",1.89408192946563e-11,0.767697655621519,0.314,0.023,3.04625196715957e-07,"3","Errfi1"
"Tmem243",2.37433738773091e-11,0.520169981404148,0.387,0.11,3.81864682068763e-07,"3","Tmem243"
"Adk",3.73142800746063e-11,0.535717210636736,0.28,0.046,6.00125566439893e-07,"3","Adk"
"Tmem30a1",4.24726521752095e-11,0.4067455216188,0.393,0.174,6.83087664933894e-07,"3","Tmem30a"
"Phlda1",4.25988473272203e-11,0.678692900689676,0.329,0.078,6.85117261563685e-07,"3","Phlda1"
"Gas6",4.38278975642162e-11,0.744126964856861,0.356,0.037,7.04884076525289e-07,"3","Gas6"
"Mxd1",5.04946834849215e-11,1.06361707658157,0.254,0.034,8.12105994487993e-07,"3","Mxd1"
"Cat",5.39515567114106e-11,0.786919450009006,0.426,0.107,8.67702886589616e-07,"3","Cat"
"Gadd45a",6.16686204607716e-11,1.11366637889646,0.312,0.057,9.9181642287059e-07,"3","Gadd45a"
"Hmgb22",6.26822843969479e-11,0.836658491113826,0.554,0.337,1.00811917995611e-06,"3","Hmgb2"
"Cebpa",6.48816790155188e-11,0.6575127523089,0.313,0.047,1.04349204360659e-06,"3","Cebpa"
"Oaz2",6.69133419761626e-11,0.628045603533408,0.449,0.136,1.07616727900262e-06,"3","Oaz2"
"Pbx1",6.93699834446112e-11,0.628816732066164,0.324,0.081,1.11567744373968e-06,"3","Pbx1"
"Tpd522",9.22009127665407e-11,0.906066952393367,0.45,0.231,1.48286728002427e-06,"3","Tpd52"
"Gpx43",9.64905012520477e-11,0.614066914158012,0.762,0.504,1.55185673163668e-06,"3","Gpx4"
"Ramp12",1.20605268680065e-10,0.524348905668831,0.486,0.197,1.93969453618148e-06,"3","Ramp1"
"Exosc7",1.28647245755353e-10,0.651162477519367,0.344,0.057,2.06903365348334e-06,"3","Exosc7"
"Tmem50b",1.65616432111191e-10,0.658444340621933,0.331,0.063,2.66360907764429e-06,"3","Tmem50b"
"Grina",2.02872347923469e-10,1.34897513622253,0.432,0.12,3.26279597165316e-06,"3","Grina"
"Cd363",2.41340067300496e-10,0.489845276152701,0.537,0.208,3.88147230239388e-06,"3","Cd36"
"Iqgap12",2.93620480888467e-10,0.501778425000983,0.733,0.44,4.72229819412922e-06,"3","Iqgap1"
"Dcxr",4.24742772176747e-10,0.619471183236689,0.316,0.065,6.83113800491863e-06,"3","Dcxr"
"Soat1",6.18121500437657e-10,0.738837884996793,0.399,0.117,9.94124809153884e-06,"3","Soat1"
"Tmcc1",7.91619427160187e-10,0.976793252005028,0.355,0.167,1.27316152470173e-05,"3","Tmcc1"
"Anxa1",8.41377685828398e-10,1.1004079458496,0.331,0.162,1.35318773211781e-05,"3","Anxa1"
"Pglyrp1",1.09416981772617e-09,1.40649704682189,0.362,0.129,1.75975331784899e-05,"3","Pglyrp1"
"Map1lc3b2",1.59218662631344e-09,0.722316052444698,0.671,0.406,2.5607137510999e-05,"3","Map1lc3b"
"Wls",1.63222186252666e-09,0.474368596606452,0.316,0.085,2.62510242150163e-05,"3","Wls"
"Lpin2",2.64779277667822e-09,0.506263154600925,0.284,0.064,4.25844512273157e-05,"3","Lpin2"
"Selenbp1",3.09342625816351e-09,0.599694924375016,0.322,0.043,4.97515745100438e-05,"3","Selenbp1"
"Adam19",3.73836788472669e-09,0.621945427674902,0.281,0.042,6.01241706900593e-05,"3","Adam19"
"Mpc11",3.92590304605299e-09,0.574053154421309,0.542,0.283,6.31402986896703e-05,"3","Mpc1"
"Npc1",6.29234894709247e-09,0.415223394790538,0.251,0.059,0.000101199848116088,"3","Npc1"
"Cited2",6.62376721218237e-09,0.597002414268963,0.3,0.065,0.000106530048073529,"3","Cited2"
"Abhd2",8.86353616028258e-09,0.681941400347053,0.336,0.077,0.000142552252065825,"3","Abhd2"
"R3hdm4",8.91302500423378e-09,0.942090478074076,0.384,0.149,0.000143348181143092,"3","R3hdm4"
"App3",1.31642200629492e-08,0.353122123531242,0.548,0.248,0.000211720151272412,"3","App"
"Chchd102",2.19468492281112e-08,0.909890659920203,0.562,0.196,0.000352971176135712,"3","Chchd10"
"Nenf",2.23399832920461e-08,0.506484091611731,0.398,0.131,0.000359293951285977,"3","Nenf"
"Acot1",2.63437697804287e-08,0.695118218900228,0.309,0.038,0.000423686849378635,"3","Acot1"
"Gda",2.7689400907174e-08,0.928094384770982,0.269,0.131,0.00044532863479008,"3","Gda"
"Dbi2",2.77030360473254e-08,0.551179009540333,0.517,0.307,0.000445547928749135,"3","Dbi"
"Mtch1",2.94243406744976e-08,0.4440602162711,0.267,0.059,0.000473231671067944,"3","Mtch1"
"Chka",3.63836981086281e-08,0.446162937793106,0.278,0.065,0.000585159016681065,"3","Chka"
"Rgs21",3.78145350179205e-08,0.787193960771228,0.306,0.195,0.000608171166693215,"3","Rgs2"
"Secisbp2l",4.40567497997603e-08,0.530301413131969,0.313,0.079,0.000708564707029545,"3","Secisbp2l"
"Lrrk2",6.13904252273204e-08,0.452753069747744,0.281,0.066,0.000987342208930994,"3","Lrrk2"
"Lamp22",6.41899328429779e-08,0.397461202331367,0.385,0.192,0.00103236668991361,"3","Lamp2"
"Lst1",6.45119690603864e-08,0.886511335723332,0.321,0.164,0.0010375459983982,"3","Lst1"
"Stard3nl",6.89640931770403e-08,0.312780054839416,0.309,0.13,0.00110914951056634,"3","Stard3nl"
"Tyrobp3",7.27147686440541e-08,1.00931497821051,0.559,0.421,0.00116947162410232,"3","Tyrobp"
"Siva1",7.33667418516958e-08,0.471084439435149,0.338,0.123,0.00117995730920082,"3","Siva1"
"Ccl63",7.34351741733282e-08,0.901770208481729,0.418,0.236,0.00118105790622964,"3","Ccl6"
"Phldb2",7.41006840901021e-08,0.433722657955957,0.261,0.036,0.00119176130222111,"3","Phldb2"
"Scp22",7.91071119637437e-08,0.579792574286448,0.606,0.409,0.00127227968171289,"3","Scp2"
"Fcer1g3",9.1733012074171e-08,0.619802944403245,0.515,0.37,0.00147534203318889,"3","Fcer1g"
"Prdx61",1.14821817901102e-07,0.321908063661169,0.496,0.243,0.00184667929730343,"3","Prdx6"
"Napsa3",1.19178396595452e-07,0.656704336986633,0.562,0.283,0.00191674615244466,"3","Napsa"
"1110008F13Rik3",1.33016610719227e-07,0.565941556017162,0.549,0.298,0.00213930615019733,"3","1110008F13Rik"
"Mt1",1.49509597011832e-07,0.34498774306143,0.351,0.142,0.0024045628487413,"3","Mt1"
"Atp6v1a",1.7266543481591e-07,0.489709362885729,0.345,0.119,0.00277697818814428,"3","Atp6v1a"
"Nucb2",1.84440273642553e-07,0.473705289544113,0.299,0.085,0.00296635292099318,"3","Nucb2"
"Azin1",2.57965794318879e-07,0.41424073788656,0.262,0.088,0.00414886387003053,"3","Azin1"
"Mcemp1",2.62369994084834e-07,1.01872866749336,0.259,0.105,0.00421969661486639,"3","Mcemp1"
"Prr133",2.86861666491305e-07,0.763140439592612,0.508,0.374,0.00461359618217966,"3","Prr13"
"Ifitm33",4.12639366308151e-07,0.42486699680573,0.434,0.283,0.006636478928334,"3","Ifitm3"
"Ngfrap1",5.92400712256132e-07,0.462685239102661,0.315,0.088,0.00952758065521537,"3","Ngfrap1"
"Pgd",6.20961112669166e-07,0.650398028580999,0.327,0.142,0.0099869175750582,"3","Pgd"
"Ctnnb13",7.97615358317399e-07,0.711917999323329,0.515,0.201,0.0128280478078187,"3","Ctnnb1"
"Arf6",8.25872098169747e-07,0.338191671082002,0.352,0.166,0.013282500954864,"3","Arf6"
"Mrpl141",8.73859959516477e-07,0.368082216111485,0.402,0.198,0.0140542897289035,"3","Mrpl14"
"Atg31",1.04948026142392e-06,0.661512757259251,0.38,0.195,0.016878791044481,"3","Atg3"
"Dag1",1.17184749889039e-06,0.36585407699663,0.263,0.066,0.0188468233246542,"3","Dag1"
"Tmem42",1.24257293790473e-06,0.486445935100403,0.253,0.038,0.0199843005603219,"3","Tmem42"
"Prps2",1.25294776570053e-06,0.543869802329623,0.266,0.042,0.0201511589157616,"3","Prps2"
"Tmem164",1.45172702243205e-06,0.555826511227817,0.255,0.037,0.0233481257017747,"3","Tmem164"
"Cyb5b",1.51639717030161e-06,0.372920064294314,0.31,0.112,0.0243882156899608,"3","Cyb5b"
"Ctsc3",1.83308923587072e-06,0.503211224904461,0.503,0.282,0.0294815741805088,"3","Ctsc"
"Anxa23",1.95703894904872e-06,0.603388122039624,0.56,0.317,0.0314750574175505,"3","Anxa2"
"Rsrp11",2.58063811346691e-06,0.252427296802291,0.707,0.565,0.0415044027788884,"3","Rsrp1"
"Fbxl5",2.75390300307949e-06,0.541467847202223,0.271,0.095,0.0442910219985275,"3","Fbxl5"
"Mpc22",3.43429675291498e-06,0.313365824433822,0.494,0.294,0.0552337946771317,"3","Mpc2"
"Iah1",3.48854833934598e-06,0.366152601879008,0.288,0.095,0.0561063229417013,"3","Iah1"
"Rgcc",5.41073031312104e-06,0.530508755054164,0.286,0.07,0.0870207756259256,"3","Rgcc"
"Cers2",6.57045241289034e-06,0.252303454874253,0.319,0.159,0.105672586156515,"3","Cers2"
"Acly",7.68601701676752e-06,0.605415545273101,0.373,0.105,0.123614211680672,"3","Acly"
"Gm101163",8.33810275780589e-06,0.300396049810977,0.652,0.389,0.134101706653792,"3","Gm10116"
"Fos",8.83977219669187e-06,0.744965238848181,0.275,0.18,0.142170056239395,"3","Fos"
"Tspo2",1.05433882340133e-05,0.632690595298552,0.677,0.42,0.169569312967635,"3","Tspo"
"Nadk",1.40052340355592e-05,0.400451876458667,0.28,0.175,0.225246178993899,"3","Nadk"
"Ubl51",1.47172408624231e-05,0.397538569803175,0.752,0.544,0.236697384790351,"3","Ubl5"
"Lcp12",1.52451730763902e-05,0.686179977592093,0.548,0.395,0.245188118587583,"3","Lcp1"
"Sptlc2",1.52674289011122e-05,0.292123234184448,0.263,0.11,0.245546059016588,"3","Sptlc2"
"H1f0",1.62422443980779e-05,0.432638608051206,0.255,0.075,0.261224016654286,"3","H1f0"
"Spi12",1.89895940949187e-05,0.735394153432108,0.358,0.274,0.305409641828577,"3","Spi1"
"Vimp",2.14965187965937e-05,0.349330864365109,0.416,0.215,0.345728511805617,"3","Vimp"
"Plp2",2.34437751349352e-05,0.555830774188431,0.33,0.158,0.377046235495163,"3","Plp2"
"Chp1",3.23730891848343e-05,0.513346848994444,0.324,0.149,0.52065639335969,"3","Chp1"
"Higd1a1",3.47136596490498e-05,0.321155273058785,0.376,0.196,0.558299788135668,"3","Higd1a"
"Taok3",3.7898955780774e-05,0.326474816399428,0.356,0.173,0.609528905822188,"3","Taok3"
