"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Car8",3.07631782019603e-53,1.63846995138593,0.795,0.045,5.02516515929021e-49,"0","Car8"
"Atp1b1",2.18958450347633e-52,1.59040058240689,0.907,0.098,3.57668628642859e-48,"0","Atp1b1"
"Ptprf",1.07609669257042e-50,1.59325454612694,0.812,0.051,1.75780394731378e-46,"0","Ptprf"
"Cystm1",4.94203241845378e-50,1.33317917398627,0.824,0.089,8.07280995554424e-46,"0","Cystm1"
"Lyz2",1.80418611995277e-49,1.75280187221911,0.996,0.603,2.94713802694284e-45,"0","Lyz2"
"Abca3",5.85705365920148e-49,1.60041151159547,0.829,0.083,9.56749715230561e-45,"0","Abca3"
"Rnase4",1.34363934532703e-48,1.5611742290878,0.855,0.109,2.1948348705917e-44,"0","Rnase4"
"Fasn",2.70508901958236e-48,1.66215182281791,0.783,0.049,4.41876291348778e-44,"0","Fasn"
"Etv5",4.50684950485771e-46,1.58314215617876,0.775,0.028,7.36193866618506e-42,"0","Etv5"
"Wbp5",1.00909596486412e-45,1.55908966707737,0.916,0.217,1.64835825860554e-41,"0","Wbp5"
"Egfl6",1.76727494060906e-45,1.36486212098062,0.68,0.013,2.8868436154849e-41,"0","Egfl6"
"Chchd10",4.74333875960791e-45,1.30041911485374,0.95,0.242,7.74824386381953e-41,"0","Chchd10"
"Lgi3",6.37091224194077e-45,1.3601152580937,0.687,0.012,1.04068851472103e-40,"0","Lgi3"
"Atp11a",8.37150995714977e-45,1.34779110718978,0.739,0.065,1.36748615150042e-40,"0","Atp11a"
"Napsa",1.09491867477617e-44,1.34684851687793,0.872,0.239,1.78854965524687e-40,"0","Napsa"
"Muc1",1.44631432205993e-41,1.25415159868899,0.649,0.025,2.3625544450849e-37,"0","Muc1"
"Pla2g1b",1.66414648724431e-41,1.50375379167299,0.705,0.015,2.71838328691358e-37,"0","Pla2g1b"
"Alcam",3.67447498396006e-41,1.45519141908319,0.896,0.154,6.00225488629876e-37,"0","Alcam"
"Gde1",7.41141557736129e-41,1.20103514491399,0.805,0.171,1.21065473456197e-36,"0","Gde1"
"Vamp8",1.76369233913268e-39,1.05053741150145,0.98,0.55,2.88099143597323e-35,"0","Vamp8"
"H2afj",2.81963419550529e-39,1.13197265068744,0.968,0.552,4.60587245835789e-35,"0","H2afj"
"Aqp5",4.69250458537485e-39,1.17609156741031,0.662,0.034,7.66520624020982e-35,"0","Aqp5"
"Cpm",6.53203045401252e-39,1.28549941852282,0.637,0.037,1.06700717466295e-34,"0","Cpm"
"Nupr1",6.77789810938212e-39,1.40013622668272,0.765,0.124,1.10716965616757e-34,"0","Nupr1"
"Bex4",1.06590233179847e-38,1.50676569490828,0.621,0.017,1.7411514589928e-34,"0","Bex4"
"Zdhhc3",1.15847778213424e-38,1.54959717270818,0.739,0.102,1.89237345711628e-34,"0","Zdhhc3"
"Smim6",3.78774600749699e-38,1.26495253810702,0.672,0.037,6.18728310324634e-34,"0","Smim6"
"Avpi1",2.10927794352688e-37,1.18560171442001,0.754,0.11,3.44550552075117e-33,"0","Avpi1"
"Sdc4",4.08002319230102e-37,1.20692824691861,0.792,0.128,6.66471788462372e-33,"0","Sdc4"
"Cmtm8",4.60533035018034e-37,1.12940226589242,0.658,0.053,7.52280712701959e-33,"0","Cmtm8"
"Spint2",5.66026833520107e-37,1.1074362379872,0.89,0.232,9.24604832555095e-33,"0","Spint2"
"Tgoln1",1.23452052720304e-36,1.29606121815274,0.82,0.209,2.01658928118617e-32,"0","Tgoln1"
"Abcd3",2.99767981792299e-36,1.1369250266914,0.64,0.063,4.8967099825772e-32,"0","Abcd3"
"Ank3",3.68927480506097e-35,1.10332479864157,0.591,0.025,6.0264303940671e-31,"0","Ank3"
"Cldn3",6.77074628400377e-35,1.2128392412915,0.669,0.041,1.10600140549202e-30,"0","Cldn3"
"Mid1ip1",1.121997785617e-34,1.22982076830063,0.684,0.1,1.83278338280537e-30,"0","Mid1ip1"
"Mgst1",2.69718043137589e-33,0.855574417356509,0.83,0.24,4.40584423465252e-29,"0","Mgst1"
"Prnp",7.78652169576295e-33,1.17827137953539,0.657,0.055,1.27192831900288e-28,"0","Prnp"
"Atp8a1",1.07815304492161e-32,1.13772198111845,0.726,0.104,1.76116299887945e-28,"0","Atp8a1"
"Pi4k2b",3.18256811679092e-32,1.00915178489059,0.535,0.037,5.19872501877797e-28,"0","Pi4k2b"
"Scd2",4.58057806700002e-32,1.18222542632488,0.69,0.092,7.48237427244454e-28,"0","Scd2"
"Map1lc3a",1.47302253643275e-31,1.00196323043548,0.804,0.204,2.40618231326289e-27,"0","Map1lc3a"
"Rbpjl",1.9616035030127e-31,1.0595839293149,0.513,0.009,3.20427932217124e-27,"0","Rbpjl"
"Npw",3.18043346944985e-31,1.03550594714958,0.538,0.018,5.19523807234633e-27,"0","Npw"
"Gclc",4.86499854920435e-31,1.33174047049302,0.637,0.078,7.94697513012531e-27,"0","Gclc"
"Sdc1",6.33290137927716e-31,0.959474545657297,0.689,0.101,1.03447944030492e-26,"0","Sdc1"
"Slc12a2",6.83138654867456e-31,0.937295756043188,0.533,0.046,1.11590699272599e-26,"0","Slc12a2"
"Bsg",1.99390169283406e-30,0.932648631191631,0.935,0.417,3.25703841524443e-26,"0","Bsg"
"Hp",2.03280094676204e-30,0.977782274546112,0.658,0.093,3.3205803465358e-26,"0","Hp"
"Tmem243",9.68369525890123e-30,0.9314355738018,0.642,0.113,1.58183162054152e-25,"0","Tmem243"
"Apoc1",1.02898924834229e-29,1.61135154461956,0.561,0.032,1.68085393716713e-25,"0","Apoc1"
"Crip2",2.83864978783576e-29,0.598769692963475,0.695,0.151,4.63693442842972e-25,"0","Crip2"
"Il33",1.10054147121773e-28,1.17859771565873,0.514,0.016,1.79773449323416e-24,"0","Il33"
"Atp6v1c2",2.83147694229849e-28,0.890646374805253,0.455,0.016,4.62521758524459e-24,"0","Atp6v1c2"
"Irx3",3.37943778209651e-28,0.927067021439317,0.469,0.02,5.52031161705465e-24,"0","Irx3"
"Socs2",5.58113912129355e-28,0.877973187621709,0.618,0.116,9.11679075463302e-24,"0","Socs2"
"Cox6a2",7.84237764672757e-28,1.11023749772944,0.553,0.031,1.28105238859295e-23,"0","Cox6a2"
"Cd36",2.21490637496442e-27,1.02398381142579,0.872,0.216,3.61804956350439e-23,"0","Cd36"
"Bri3",2.43537478545718e-27,0.87756285304003,0.963,0.494,3.9781847120443e-23,"0","Bri3"
"Gpx4",3.09495528022978e-27,0.732254806619449,0.978,0.654,5.05560945025534e-23,"0","Gpx4"
"Ctsh",5.68059128629079e-27,0.722479480870514,0.878,0.453,9.279245866156e-23,"0","Ctsh"
"Acsl4",1.49612855296871e-26,1.04631657389357,0.607,0.065,2.44392599127439e-22,"0","Acsl4"
"Krt18",1.51302421800377e-26,1.01367764143225,0.527,0.049,2.47152506010916e-22,"0","Krt18"
"Ctnnb1",1.73643891484045e-26,0.791348186077091,0.811,0.285,2.83647296739188e-22,"0","Ctnnb1"
"Crb3",3.75682878080506e-26,0.88739749708899,0.511,0.042,6.13677981344506e-22,"0","Crb3"
"Smim22",4.37951295729381e-26,0.932198056693891,0.538,0.04,7.15393441573943e-22,"0","Smim22"
"Tpm1",8.957425486065e-26,1.05162661760283,0.742,0.136,1.46319545314872e-21,"0","Tpm1"
"Mal",1.18674978513909e-25,0.833218795748102,0.431,0.015,1.93855577402471e-21,"0","Mal"
"Snx25",1.30976508869159e-25,0.75430162273093,0.387,0.022,2.13950127237772e-21,"0","Snx25"
"Dcxr",1.54239797310025e-25,0.912753702175878,0.59,0.104,2.51950708905927e-21,"0","Dcxr"
"Mettl7a1",3.54912022982093e-25,0.778799326159653,0.544,0.085,5.79748789541248e-21,"0","Mettl7a1"
"Hmgn1",3.74946993554181e-25,0.714246237236555,0.839,0.381,6.12475913970755e-21,"0","Hmgn1"
"Ctsc",6.39473899108868e-25,0.69605796237073,0.83,0.357,1.04458061419434e-20,"0","Ctsc"
"Lrg1",1.03352891598444e-24,1.46213026510782,0.539,0.055,1.68826948426059e-20,"0","Lrg1"
"Ppic",1.3867689496899e-24,0.807849437558448,0.495,0.05,2.26528707931845e-20,"0","Ppic"
"Neat1",1.59960088515442e-24,0.908329069628266,0.783,0.29,2.61294804589975e-20,"0","Neat1"
"Prr15l",1.83902931286723e-24,0.86390479677032,0.463,0.031,3.00405438256861e-20,"0","Prr15l"
"Errfi1",2.14320297667079e-24,0.820636690633083,0.424,0.03,3.50092206239174e-20,"0","Errfi1"
"Scp2",3.50866153380923e-24,0.923399315068505,0.909,0.482,5.73139861547737e-20,"0","Scp2"
"Cd63",9.29483245969705e-24,0.870777162135952,0.88,0.272,1.51831088229151e-19,"0","Cd63"
"Ppp1r9a",1.12100583572396e-23,0.78823963381508,0.405,0.019,1.83116303265509e-19,"0","Ppp1r9a"
"Snhg11",1.29904401979044e-23,0.971456702245933,0.472,0.01,2.12198840632768e-19,"0","Snhg11"
"Siva1",1.71674914500198e-23,0.71567902139186,0.623,0.189,2.80430972836073e-19,"0","Siva1"
"Mlc1",1.8704793486904e-23,0.76562140534109,0.384,0.007,3.05542801608577e-19,"0","Mlc1"
"Nenf",2.73297523025618e-23,0.698860716398855,0.768,0.273,4.46431503862348e-19,"0","Nenf"
"Fgfr2",5.02618908430636e-23,1.01534118021866,0.495,0.02,8.21027986921443e-19,"0","Fgfr2"
"Oaz2",6.24475280746985e-23,0.766516918995564,0.667,0.161,1.0200803711002e-18,"0","Oaz2"
"Abhd2",7.40330721756633e-23,1.0326596200632,0.549,0.096,1.20933023398946e-18,"0","Abhd2"
"Slco4c1",1.3543628025851e-22,0.712940375648106,0.359,0.008,2.21235163802277e-18,"0","Slco4c1"
"Cadm1",2.73780398738065e-22,0.738568534127876,0.532,0.078,4.47220281338628e-18,"0","Cadm1"
"Selenbp1",4.1364661394867e-22,0.73480541332143,0.477,0.059,6.75691743885152e-18,"0","Selenbp1"
"Gas6",5.76857665767083e-22,0.708823278114338,0.547,0.084,9.4229699703053e-18,"0","Gas6"
"Epcam",1.8141466278186e-21,0.820365037758731,0.575,0.107,2.96340851654168e-17,"0","Epcam"
"Snx7",2.17720503740484e-21,0.649799981223478,0.373,0.027,3.55646442860081e-17,"0","Snx7"
"Rab27b",2.55639997082487e-21,0.690737141730612,0.37,0.016,4.17587935234242e-17,"0","Rab27b"
"Me1",3.21116393457157e-21,0.776910755774813,0.415,0.026,5.24543628712267e-17,"0","Me1"
"Lrp2",3.37817467539763e-21,0.80213636542338,0.352,0.009,5.51824833226202e-17,"0","Lrp2"
"Exosc7",4.63373435388712e-21,0.978082733256714,0.601,0.08,7.56920506707462e-17,"0","Exosc7"
"Acot1",5.58232134336357e-21,0.69180611963208,0.406,0.04,9.11872191438439e-17,"0","Acot1"
"Arhgef38",6.16192279336571e-21,0.644719616838353,0.319,0.01,1.00655008829629e-16,"0","Arhgef38"
"Cdh1",8.56457087667021e-21,0.787244548602356,0.521,0.062,1.39902265270408e-16,"0","Cdh1"
"Enpep",1.16855947765797e-20,0.789651467839005,0.377,0.011,1.9088419067543e-16,"0","Enpep"
"Cat",3.0157215446233e-20,0.827471449351855,0.63,0.144,4.92618114314217e-16,"0","Cat"
"Tsc22d1",3.35049960438468e-20,0.694000449672221,0.56,0.122,5.47304110376238e-16,"0","Tsc22d1"
"Dbi",3.80510875805784e-20,0.824648903499049,0.899,0.462,6.21564515628748e-16,"0","Dbi"
"Slc39a8",4.37581403096944e-20,0.816274672586427,0.458,0.03,7.14789221958858e-16,"0","Slc39a8"
"Mal2",4.47420872247027e-20,0.577572245447333,0.344,0.033,7.30861994815519e-16,"0","Mal2"
"Clic3",5.61049698680187e-20,0.755713970760987,0.462,0.049,9.16474682794086e-16,"0","Clic3"
"Rab25",6.50136093101981e-20,0.58319040202092,0.315,0.023,1.06199730808209e-15,"0","Rab25"
"Oat",7.71401271340671e-20,0.806950564753073,0.601,0.128,1.26008397673499e-15,"0","Oat"
"Iah1",8.22251112002799e-20,0.679486732047364,0.534,0.121,1.34314719145657e-15,"0","Iah1"
"Emp2",1.00023806381464e-19,0.45759284370271,0.54,0.1,1.63388887724121e-15,"0","Emp2"
"Kcnj15",1.06564501681139e-19,0.66522319190294,0.321,0.011,1.74073113496141e-15,"0","Kcnj15"
"Mbip",1.35466691220088e-19,0.721964430986858,0.472,0.068,2.21284840108013e-15,"0","Mbip"
"Soat1",2.60251361857452e-19,0.846385079058422,0.633,0.166,4.25120599594147e-15,"0","Soat1"
"Ngfrap1",3.24144249131116e-19,0.795428189249619,0.66,0.179,5.29489630955677e-15,"0","Ngfrap1"
"Mtch1",3.87911663409556e-19,0.727947383689101,0.494,0.085,6.3365370217951e-15,"0","Mtch1"
"Urah",4.18204515416827e-19,0.582503182854916,0.321,0.012,6.83137075933387e-15,"0","Urah"
"Phldb2",6.22474200750054e-19,0.645885417110063,0.366,0.036,1.01681160692521e-14,"0","Phldb2"
"Nedd4",6.25910551569962e-19,0.52057679751454,0.474,0.11,1.02242488598953e-14,"0","Nedd4"
"Grb14",1.37272605532367e-18,0.85681594471461,0.45,0.021,2.24234801137121e-14,"0","Grb14"
"Pdzk1ip1",1.50166759869992e-18,0.65340929607464,0.336,0.022,2.45297402247631e-14,"0","Pdzk1ip1"
"Tfrc",1.56561756419961e-18,0.639677476164648,0.335,0.022,2.55743629112006e-14,"0","Tfrc"
"Cldn7",1.80683543991531e-18,0.725958927974096,0.411,0.034,2.95146569110166e-14,"0","Cldn7"
"Acot7",2.02685964999801e-18,0.780852798758386,0.459,0.061,3.31087523827175e-14,"0","Acot7"
"Irx1",2.09219428073553e-18,0.667640472926266,0.321,0.011,3.41759935758148e-14,"0","Irx1"
"Tmem42",2.28188373734177e-18,0.707637738045603,0.444,0.059,3.72745708494777e-14,"0","Tmem42"
"Yae1d1",2.83233206045891e-18,0.621666546418044,0.41,0.062,4.62661442075964e-14,"0","Yae1d1"
"Phlda1",3.02744282946824e-18,0.969955744345612,0.539,0.097,4.94532786193637e-14,"0","Phlda1"
"Irx5",3.26491516238997e-18,0.634855417131605,0.316,0.017,5.33323891776402e-14,"0","Irx5"
"Met",3.44380082196477e-18,0.661432092104708,0.333,0.017,5.62544864267946e-14,"0","Met"
"Mme",5.28897562837126e-18,0.733164994231098,0.336,0.01,8.63954168894446e-14,"0","Mme"
"Ociad2",1.19025243929198e-17,0.688174151764202,0.349,0.011,1.94427735958344e-13,"0","Ociad2"
"Stmn1",1.41800792368832e-17,0.591611645959833,0.557,0.126,2.31631594334487e-13,"0","Stmn1"
"Smim1",2.16588637754621e-17,0.705904210218354,0.398,0.038,3.53797539772174e-13,"0","Smim1"
"Ldhb",2.98689824161022e-17,0.753920648381082,0.491,0.066,4.87909827767029e-13,"0","Ldhb"
"Anxa3",4.03472755799037e-17,0.624470901534174,0.639,0.173,6.59072746597727e-13,"0","Anxa3"
"Chka",8.06799246933932e-17,0.663838460861265,0.426,0.08,1.31790656986658e-12,"0","Chka"
"Kcnc3",1.23185157555378e-16,0.597289801440093,0.294,0.006,2.0122295486671e-12,"0","Kcnc3"
"Tspan11",1.26443878211726e-16,0.634686921007165,0.312,0.009,2.06546075058854e-12,"0","Tspan11"
"Ang",1.31785838560711e-16,0.740884277316796,0.382,0.028,2.15272167288922e-12,"0","Ang"
"Dag1",1.53535246052958e-16,0.568354418860257,0.411,0.077,2.50799824427508e-12,"0","Dag1"
"Tmem30a",1.55548289115773e-16,0.609372289843459,0.662,0.24,2.54088130270615e-12,"0","Tmem30a"
"Adk",2.03349148701444e-16,0.674072277798211,0.459,0.079,3.32170834403809e-12,"0","Adk"
"Bex2",2.12756743177094e-16,1.4070390540004,0.374,0.012,3.47538139979783e-12,"0","Bex2"
"Ift20",2.2356955547811e-16,0.579223299855526,0.71,0.303,3.65200868873492e-12,"0","Ift20"
"Nkd1",2.46780206942654e-16,0.703669306886045,0.411,0.035,4.03115468040824e-12,"0","Nkd1"
"Tcea3",4.38802016475883e-16,0.538365338754078,0.364,0.051,7.16783093913355e-12,"0","Tcea3"
"Nckap5",4.70655035037527e-16,0.588471126180541,0.33,0.023,7.68814999733801e-12,"0","Nckap5"
"Irx2",5.04804521694504e-16,0.669126916577285,0.328,0.013,8.24598186187973e-12,"0","Irx2"
"Wls",5.67462820903537e-16,0.591910644764656,0.511,0.114,9.26950517945928e-12,"0","Wls"
"Secisbp2l",5.87806997430936e-16,0.649350095541358,0.491,0.105,9.60182730303434e-12,"0","Secisbp2l"
"Dstn",7.0468747255492e-16,0.740052807391515,0.849,0.32,1.15110698641846e-11,"0","Dstn"
"Bcam",7.86723960187646e-16,0.58748308369096,0.434,0.056,1.28511358896652e-11,"0","Bcam"
"App",9.97965090856776e-16,0.536453358053326,0.786,0.311,1.63017597591454e-11,"0","App"
"Gja1",1.01777511290913e-15,0.491515363466919,0.257,0.018,1.66253564693707e-11,"0","Gja1"
"Scgb1c1",1.23904280692383e-15,0.565480683345765,0.291,0.017,2.02397642511007e-11,"0","Scgb1c1"
"Acly",1.59223740294229e-15,0.639894628424584,0.513,0.13,2.60091979770623e-11,"0","Acly"
"Foxa2",1.82272797781074e-15,0.499265805980913,0.272,0.02,2.97742615175384e-11,"0","Foxa2"
"Adgrf5",1.9864634138234e-15,0.660361033741215,0.555,0.096,3.24488798648052e-11,"0","Adgrf5"
"Rac3",2.3540418556176e-15,0.477853794208618,0.278,0.041,3.84532737115135e-11,"0","Rac3"
"Tfcp2l1",2.71979758448883e-15,0.601663028095869,0.293,0.01,4.4427893542625e-11,"0","Tfcp2l1"
"Krt8",4.47585572929182e-15,0.612795033902918,0.328,0.04,7.31131033379819e-11,"0","Krt8"
"Adgrg1",5.05803414606063e-15,0.553924856285523,0.329,0.028,8.26229877759004e-11,"0","Adgrg1"
"Matn4",6.21364194253362e-15,0.541533316631161,0.287,0.009,1.01499841131287e-10,"0","Matn4"
"Clip4",6.898250316926e-15,0.616572184797145,0.283,0.017,1.12682918926986e-10,"0","Clip4"
"Clu",7.7692740678354e-15,0.705972436229857,0.382,0.055,1.26911091898091e-10,"0","Clu"
"Atp6v1g1",8.19431216767746e-15,0.599555286355769,0.916,0.558,1.33854089259011e-10,"0","Atp6v1g1"
"Tc2n",8.64094851199142e-15,0.674352733649983,0.365,0.023,1.4114989394338e-10,"0","Tc2n"
"Ptgs1",8.93347600505899e-15,0.634612070783142,0.37,0.05,1.45928330542639e-10,"0","Ptgs1"
"Cited2",9.02677020367001e-15,0.631498321578934,0.475,0.112,1.4745229127695e-10,"0","Cited2"
"Pvrl2",9.19852374056995e-15,0.527236252316385,0.274,0.021,1.5025788530221e-10,"0","Pvrl2"
"Cebpa",1.15639563071057e-14,0.604311358052133,0.405,0.069,1.88897226276571e-10,"0","Cebpa"
"Prss8",1.4214331697035e-14,0.482027787301386,0.253,0.017,2.32191108271067e-10,"0","Prss8"
"Prrg3",1.45391440675308e-14,0.532389518195769,0.271,0.016,2.37496918343116e-10,"0","Prrg3"
"Aox3",1.89419300961524e-14,0.717011196765393,0.346,0.02,3.09416428120649e-10,"0","Aox3"
"Mt1",2.24838382619948e-14,0.69405628813549,0.845,0.382,3.67273498009684e-10,"0","Mt1"
"Nrn1",3.56584172699548e-14,0.758955566676809,0.268,0.008,5.82480246104712e-10,"0","Nrn1"
"Col4a1",3.5965793415494e-14,0.34766173455144,0.291,0.056,5.87501235442094e-10,"0","Col4a1"
"Emb",3.81393765436369e-14,0.459894514266073,0.599,0.193,6.2300671584031e-10,"0","Emb"
"Pcbd1",4.33276585928672e-14,0.523633630269941,0.283,0.018,7.07757303114486e-10,"0","Pcbd1"
"Spry1",5.20305135625672e-14,0.499040980195335,0.262,0.021,8.49918439044535e-10,"0","Spry1"
"Adam19",6.37600169590244e-14,0.476537874971255,0.319,0.052,1.04151987702566e-09,"0","Adam19"
"Acoxl",7.40194628801766e-14,0.670620248795211,0.301,0.005,1.20910792614768e-09,"0","Acoxl"
"Cyb5b",8.07196326263138e-14,0.529014056242131,0.512,0.166,1.31855519895084e-09,"0","Cyb5b"
"Cd200",9.01297691369668e-14,0.369675488548241,0.462,0.139,1.47226977885235e-09,"0","Cd200"
"Icam1",1.08302041851254e-13,0.375390477902931,0.34,0.091,1.76911385364023e-09,"0","Icam1"
"Pgs1",1.31177811805484e-13,0.444777785198306,0.391,0.103,2.14278955584259e-09,"0","Pgs1"
"Fkbp4",1.77598343001841e-13,0.505840388360408,0.537,0.185,2.90106893293507e-09,"0","Fkbp4"
"Nrp1",2.03289105429714e-13,0.424511826818327,0.609,0.202,3.32072753719438e-09,"0","Nrp1"
"H1f0",2.09400001763178e-13,0.623512836284314,0.56,0.175,3.42054902880151e-09,"0","H1f0"
"Ces1d",2.30759016272139e-13,0.642209455592982,0.391,0.039,3.76944853080539e-09,"0","Ces1d"
"mt-Nd2",2.43116270616367e-13,0.501207754847621,0.993,0.886,3.97130428051836e-09,"0","mt-Nd2"
"Ccdc141",2.57155434739073e-13,0.650527301426413,0.326,0.018,4.20063402646275e-09,"0","Ccdc141"
"Ccz1",2.64796013308747e-13,0.527449905278639,0.531,0.182,4.32544287739839e-09,"0","Ccz1"
"Serpinb6b",2.78567134738493e-13,0.507619272915897,0.399,0.086,4.55039414595329e-09,"0","Serpinb6b"
"Mt2",2.95286445218559e-13,0.806103269176617,0.485,0.119,4.82350408264516e-09,"0","Mt2"
"Myh14",3.17114144449128e-13,0.542839747259936,0.294,0.034,5.18005954957651e-09,"0","Myh14"
"Tmem110",3.45014876798324e-13,0.451690981350759,0.29,0.049,5.63581801250062e-09,"0","Tmem110"
"Atp2a2",3.48586918362698e-13,0.424261822420285,0.344,0.093,5.69416731145467e-09,"0","Atp2a2"
"Csrp1",3.52987158862163e-13,0.539467690234385,0.551,0.163,5.76604524001343e-09,"0","Csrp1"
"Tnfaip1",4.02058727277384e-13,0.555636924921298,0.385,0.066,6.56762931007607e-09,"0","Tnfaip1"
"Wwc1",4.89393372203068e-13,0.546615866907318,0.295,0.033,7.99424073493711e-09,"0","Wwc1"
"Rab9",5.26885591461052e-13,0.681951472284039,0.499,0.112,8.60667613651629e-09,"0","Rab9"
"Rpl21",5.55208183521986e-13,0.307457537887907,0.998,0.988,9.06932567783164e-09,"0","Rpl21"
"Higd1a",7.57996173296793e-13,0.594804121249218,0.672,0.264,1.23818674908031e-08,"0","Higd1a"
"Mapk13",8.16332061807988e-13,0.525359556821273,0.286,0.021,1.33347842296335e-08,"0","Mapk13"
"Tmem205",8.31702624113125e-13,0.526003968862241,0.411,0.099,1.35858623648879e-08,"0","Tmem205"
"Car2",8.45874284134285e-13,0.414627402087235,0.306,0.045,1.38173564313336e-08,"0","Car2"
"Tmprss4",8.96936881013791e-13,0.475448683027283,0.252,0.01,1.46514639513603e-08,"0","Tmprss4"
"Pbx1",9.40485137263409e-13,0.425916370655906,0.4,0.11,1.53628247171978e-08,"0","Pbx1"
"Apoa1bp",9.89882452714119e-13,0.488703608293949,0.494,0.166,1.61697298650851e-08,"0","Apoa1bp"
"Fdx1",1.15658981711981e-12,0.543819731408786,0.506,0.154,1.88928946626521e-08,"0","Fdx1"
"Mecom",1.26118292411097e-12,0.554617538142938,0.303,0.025,2.06014230653527e-08,"0","Mecom"
"Gstt1",1.28994852355204e-12,0.539282922459449,0.309,0.03,2.10713091322226e-08,"0","Gstt1"
"Serpinb9",1.61838073099311e-12,0.412450088537962,0.254,0.054,2.64362492407724e-08,"0","Serpinb9"
"Swt1",1.62236482250441e-12,0.545211801956581,0.463,0.135,2.65013293756096e-08,"0","Swt1"
"Fabp5",1.66870245862843e-12,0.718736270848443,0.703,0.238,2.72582546616953e-08,"0","Fabp5"
"Tceal8",1.81194274145941e-12,0.532468041408093,0.347,0.052,2.95980846817395e-08,"0","Tceal8"
"Krt23",2.40244137411172e-12,0.603705560022702,0.287,0.009,3.92438798461149e-08,"0","Krt23"
"Snhg18",3.4254643454424e-12,0.551319654231819,0.346,0.043,5.59549600828016e-08,"0","Snhg18"
"Malat1",3.52506404010486e-12,0.386410514070313,0.999,0.999,5.75819210951129e-08,"0","Malat1"
"Clstn1",4.56172259294472e-12,0.404690248745183,0.28,0.044,7.4515738555752e-08,"0","Clstn1"
"Sgms1",5.13427255906279e-12,0.392449668253291,0.307,0.073,8.38683422522906e-08,"0","Sgms1"
"Prps2",5.79736933464595e-12,0.513201697793968,0.342,0.063,9.47000280814416e-08,"0","Prps2"
"Tmem245",9.62887611266501e-12,0.49575554165883,0.383,0.095,1.57287691300383e-07,"0","Tmem245"
"Insig1",1.00627659386998e-11,0.541707881950609,0.34,0.081,1.64375281608661e-07,"0","Insig1"
"Scamp1",1.10982735411535e-11,0.426945813834102,0.278,0.042,1.81290298294742e-07,"0","Scamp1"
"Tmem163",1.13788027380251e-11,0.461140596202063,0.268,0.024,1.8587274272564e-07,"0","Tmem163"
"mt-Nd4",1.40505228449414e-11,0.385098368028137,0.998,0.968,2.29515290672117e-07,"0","mt-Nd4"
"Mtfr1l",1.4451274182011e-11,0.447912364309045,0.448,0.148,2.3606156376315e-07,"0","Mtfr1l"
