"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Swt1",9.09083856722927e-13,0.593163723845234,0.472,0.102,1.46207956676748e-08,"3","Swt1"
"Plxnb2",9.82490664440593e-13,0.439499945843572,0.271,0.045,1.58013973561981e-08,"3","Plxnb2"
"Hacd3",1.05014764948828e-12,0.610415627387092,0.331,0.033,1.688952464672e-08,"3","Hacd3"
"Tceal8",1.1181687434614e-12,0.60055481145753,0.315,0.029,1.79835079010897e-08,"3","Tceal8"
"Chd31",1.53555663609168e-12,0.35752927856269,0.447,0.142,2.46963573782624e-08,"3","Chd3"
"Mylk",1.6292721098525e-12,0.488540528514575,0.322,0.036,2.62035833427578e-08,"3","Mylk"
"Pgs1",1.72651627486016e-12,0.529213598477905,0.41,0.087,2.77675612485759e-08,"3","Pgs1"
"Rbm47",1.78681211666691e-12,0.506951900649186,0.294,0.036,2.87372992723539e-08,"3","Rbm47"
"Apoa1bp",1.83289434420797e-12,0.55803049802392,0.443,0.092,2.94784397378967e-08,"3","Apoa1bp"
"mt-Nd11",2.27583604949756e-12,0.380768506036117,0.999,0.951,3.66022711840693e-08,"3","mt-Nd1"
"Mdfic",3.03135379958696e-12,0.329415410763203,0.271,0.06,4.87532631587571e-08,"3","Mdfic"
"Ldlr",3.34096870826761e-12,0.590081916627166,0.294,0.023,5.3732799735068e-08,"3","Ldlr"
"Ankrd40",3.56152674616112e-12,0.45097211539559,0.303,0.046,5.72800346585094e-08,"3","Ankrd40"
"Nfix",3.69724550048431e-12,0.528668690567104,0.358,0.059,5.94627993842891e-08,"3","Nfix"
"Ptgs1",4.04881366014937e-12,0.590600522261847,0.299,0.019,6.51170700961823e-08,"3","Ptgs1"
"Eps8",4.10284581242603e-12,0.562940789092387,0.303,0.038,6.59860692012478e-08,"3","Eps8"
"Gja1",5.69431845419889e-12,0.583621638308459,0.262,0.008,9.15817236988808e-08,"3","Gja1"
"Gtf2i",6.61854071550084e-12,0.429634301137453,0.342,0.079,1.064459903274e-07,"3","Gtf2i"
"mt-Nd3",7.46111095879636e-12,0.593687771020045,0.907,0.52,1.19997047550322e-07,"3","mt-Nd3"
"Ccnd1",7.74800671905175e-12,0.544290620295434,0.39,0.071,1.24611192062509e-07,"3","Ccnd1"
"Camk2n1",7.83994320799079e-12,0.528324066179994,0.269,0.019,1.26089806614116e-07,"3","Camk2n1"
"Zfhx3",7.89407056964788e-12,0.411000491189393,0.339,0.076,1.26960336971647e-07,"3","Zfhx3"
"Creg11",9.14104128809988e-12,0.330922910214404,0.493,0.188,1.4701536703651e-07,"3","Creg1"
"Scamp1",9.54908817397413e-12,0.493728565967433,0.265,0.023,1.53577985102026e-07,"3","Scamp1"
"Glrx",9.54969459479367e-12,0.261915282583245,0.36,0.115,1.53587738168067e-07,"3","Glrx"
"Mob3b",1.06692783726888e-11,0.485742329671723,0.271,0.037,1.71594004067954e-07,"3","Mob3b"
"Lamp13",1.20125607101755e-11,0.356871569465851,0.661,0.254,1.93198013901752e-07,"3","Lamp1"
"Rmdn2",1.59945519540269e-11,0.617173906834715,0.268,0.007,2.57240379076615e-07,"3","Rmdn2"
"Cyb5b",1.61120253679819e-11,0.687151746193896,0.529,0.105,2.59129703993253e-07,"3","Cyb5b"
"Golph3",1.62482420825091e-11,0.328310844544017,0.299,0.08,2.61320477412994e-07,"3","Golph3"
"Chpt1",1.83951028138626e-11,0.442865008232205,0.292,0.046,2.95848438555352e-07,"3","Chpt1"
"Uhrf1bp1l",1.97012329018674e-11,0.573852709389843,0.346,0.049,3.16854928760733e-07,"3","Uhrf1bp1l"
"Clstn1",2.16963187010239e-11,0.440488522278582,0.318,0.044,3.48941893668567e-07,"3","Clstn1"
"Deptor",2.345582278306e-11,0.517338390756968,0.279,0.031,3.77239997819955e-07,"3","Deptor"
"Pls3",2.44720920974798e-11,0.507376501634899,0.311,0.037,3.93584657203768e-07,"3","Pls3"
"Cers2",3.47764768634475e-11,0.425789102595524,0.49,0.154,5.59310077394825e-07,"3","Cers2"
"C77080",4.59981923351173e-11,0.530230512610731,0.258,0.016,7.39788927325691e-07,"3","C77080"
"Rab27a",4.92012466073767e-11,0.476641504198134,0.29,0.036,7.91303649186439e-07,"3","Rab27a"
"Ndufa7",5.2236960045019e-11,0.485542114561198,0.844,0.421,8.4012702840404e-07,"3","Ndufa7"
"Tns1",5.22722247496014e-11,0.399749359592188,0.414,0.099,8.40694190647839e-07,"3","Tns1"
"Serpinb6b",5.33449465051326e-11,0.485454518685896,0.351,0.056,8.57946774642048e-07,"3","Serpinb6b"
"Tmem159",5.77063047330586e-11,0.564020319046254,0.347,0.046,9.28090499021782e-07,"3","Tmem159"
"Iqgap13",6.9956055052533e-11,0.471247522283196,0.896,0.447,1.12510323340989e-06,"3","Iqgap1"
"Emc6",7.77887738394565e-11,0.425412063166131,0.596,0.229,1.25107684965998e-06,"3","Emc6"
"Ptms",8.19824101222667e-11,0.475819667968083,0.443,0.128,1.31852310199641e-06,"3","Ptms"
"Idh2",1.01788275446971e-10,0.436589149983563,0.338,0.072,1.63706083401364e-06,"3","Idh2"
"Chsy1",1.05520060024887e-10,0.457202295478145,0.285,0.049,1.69707912538026e-06,"3","Chsy1"
"Fam84b",1.08394118586553e-10,0.426369134037774,0.26,0.024,1.74330260922754e-06,"3","Fam84b"
"Bnip3",1.1046518258393e-10,0.421062900753591,0.272,0.039,1.77661153149735e-06,"3","Bnip3"
"Spr",1.16092234587343e-10,0.455647830963327,0.347,0.079,1.86711140886824e-06,"3","Spr"
"Mrpl52",1.2229898894441e-10,0.391799625385805,0.801,0.379,1.96693463919295e-06,"3","Mrpl52"
"Fbxo9",1.37337588682228e-10,0.366127965212553,0.308,0.079,2.20880043877627e-06,"3","Fbxo9"
"Pvrl2",1.40405488353761e-10,0.527943272093857,0.265,0.01,2.25814146919354e-06,"3","Pvrl2"
"Col4a1",1.42923632672448e-10,0.290558118731012,0.322,0.059,2.29864078427098e-06,"3","Col4a1"
"Fgf1",1.47078589241224e-10,0.437916230988463,0.269,0.031,2.36546495076661e-06,"3","Fgf1"
"Tmem205",1.51481345626994e-10,0.46460415209295,0.301,0.044,2.43627448171895e-06,"3","Tmem205"
"Apc",1.62575689428677e-10,0.503183672116775,0.358,0.058,2.61470481308141e-06,"3","Apc"
"mt-Atp8",1.84533284717429e-10,0.518796354034707,0.664,0.249,2.9678488181104e-06,"3","mt-Atp8"
"Nbeal1",1.98947664901427e-10,0.353300172841807,0.31,0.071,3.19967529460965e-06,"3","Nbeal1"
"Tinagl1",2.0312674066931e-10,0.300023987288374,0.306,0.046,3.26688737018451e-06,"3","Tinagl1"
"Nfia",2.27219094462746e-10,0.482041657801352,0.307,0.047,3.65436469624434e-06,"3","Nfia"
"Hmgcr",2.43671768168561e-10,0.45827264509703,0.251,0.028,3.91897304745496e-06,"3","Hmgcr"
"Gsk3b",2.606970705003e-10,0.368777823440783,0.467,0.158,4.19279098485632e-06,"3","Gsk3b"
"Ttll7",2.67238661390688e-10,0.480199415355754,0.253,0.018,4.29799939114643e-06,"3","Ttll7"
"Ptgfrn",2.91073609946969e-10,0.516878735776078,0.342,0.051,4.68133686877711e-06,"3","Ptgfrn"
"Dynll2",3.35694450439588e-10,0.475981051766038,0.369,0.078,5.39897384641989e-06,"3","Dynll2"
"Hp1bp3",3.39276062924186e-10,0.406035549411081,0.482,0.162,5.45657692000968e-06,"3","Hp1bp3"
"Dpp4",3.51267818906335e-10,0.340833750852194,0.281,0.059,5.64944033147058e-06,"3","Dpp4"
"Dapk1",3.75959572310418e-10,0.462610498926244,0.308,0.064,6.04655780146845e-06,"3","Dapk1"
"Cfap20",3.78033863738195e-10,0.394303147856108,0.304,0.07,6.07991863050139e-06,"3","Cfap20"
"Scnn1a",4.15750050856295e-10,0.469771198721029,0.281,0.031,6.68650806792179e-06,"3","Scnn1a"
"Por",5.08227003925423e-10,0.423674668135188,0.34,0.08,8.17381490413258e-06,"3","Por"
"Actn4",5.2458610549092e-10,0.346091127939908,0.432,0.145,8.43691833461047e-06,"3","Actn4"
"Ndufa2",5.68813812292242e-10,0.393409704231069,0.899,0.53,9.14823254309614e-06,"3","Ndufa2"
"Vapa1",6.13768789648025e-10,0.272013087904263,0.624,0.322,9.87124344390918e-06,"3","Vapa"
"Dhrs3",6.30210381340351e-10,0.289352518889843,0.324,0.101,1.01356735630969e-05,"3","Dhrs3"
"Hdgf",9.46311569215041e-10,0.30367954381574,0.396,0.149,1.52195289676855e-05,"3","Hdgf"
"Fam162a",1.09756954209712e-09,0.326728231895117,0.399,0.134,1.7652210945548e-05,"3","Fam162a"
"Polr1c",1.18120599601357e-09,0.414683337147689,0.329,0.079,1.89973360338863e-05,"3","Polr1c"
