"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Raly2",0.000228068805274211,0.34985006604911,0.449,0.306,1,"10","Raly"
"Dazap22",0.000272987002467981,0.371554860255646,0.471,0.334,1,"10","Dazap2"
"Kdm7a1",0.000302095612299861,0.352681747574247,0.266,0.128,1,"10","Kdm7a"
"Rac17",0.000313567953736527,0.260110208956621,0.422,0.289,1,"10","Rac1"
"Slc25a56",0.000316273848050176,0.383629031736397,0.65,0.517,1,"10","Slc25a5"
"Cmpk12",0.000347286426382361,0.472065756581615,0.418,0.253,1,"10","Cmpk1"
"B4galnt15",0.000357749488155426,0.366130614825374,0.399,0.24,1,"10","B4galnt1"
"Camk2d6",0.000361064889034112,0.355462925709405,0.403,0.25,1,"10","Camk2d"
"Tmem1603",0.000432458362588831,0.309730891393334,0.403,0.274,1,"10","Tmem160"
"Ssh22",0.000490749496254736,0.516537486705967,0.445,0.226,1,"10","Ssh2"
"Anp32a1",0.00049257328103993,0.406666830424399,0.517,0.358,1,"10","Anp32a"
"Lmo44",0.000495519649524703,0.264017549330211,0.342,0.238,1,"10","Lmo4"
"Inpp5d",0.000499200692321406,0.440697414806627,0.255,0.107,1,"10","Inpp5d"
"Unc1191",0.000519671616358964,0.581915594772087,0.354,0.156,1,"10","Unc119"
"Mrpl523",0.000580060453981058,0.297067469557234,0.525,0.415,1,"10","Mrpl52"
"Aup11",0.000604354676969151,0.365611372124126,0.262,0.135,1,"10","Aup1"
"Arf53",0.0006052189113178,0.293129870059956,0.605,0.485,1,"10","Arf5"
"Nsa24",0.000684556333665119,0.439451793543921,0.502,0.361,1,"10","Nsa2"
"Adrbk1",0.000764064255319111,0.42197340727973,0.289,0.145,1,"10","Adrbk1"
"Psma73",0.000865376933439505,0.314375607256967,0.563,0.403,1,"10","Psma7"
"Sept91",0.000869613513078681,0.450686476919947,0.278,0.14,1,"10","Sept9"
"Ppp2r5a1",0.000873031416671122,0.375728630093405,0.281,0.167,1,"10","Ppp2r5a"
"H2-D15",0.000925819698176169,0.27334032561253,0.985,0.903,1,"10","H2-D1"
"Ubl34",0.000952688701235922,0.338492605224437,0.38,0.238,1,"10","Ubl3"
"Mapk33",0.000992377618154863,0.325642058750569,0.327,0.19,1,"10","Mapk3"
"Filip1l1",0.00101707930339028,0.433356411130421,0.357,0.192,1,"10","Filip1l"
"Tm6sf13",0.00105305845527868,0.28792477097675,0.262,0.169,1,"10","Tm6sf1"
"Lrrfip14",0.00120003461995903,0.441845591612469,0.38,0.243,1,"10","Lrrfip1"
"Lgmn1",0.00133465925680265,0.278916155333829,0.251,0.156,1,"10","Lgmn"
"Sf3b6",0.00139526282010717,0.275602478910874,0.407,0.299,1,"10","Sf3b6"
"Ier22",0.00143987707782101,0.329533405534404,0.479,0.315,1,"10","Ier2"
"Cox5a3",0.00148163018098877,0.377054672439554,0.589,0.413,1,"10","Cox5a"
"Rara2",0.00154514169894878,0.541342474229287,0.281,0.108,1,"10","Rara"
"Wdr261",0.00168928367039347,0.3053656973659,0.255,0.158,1,"10","Wdr26"
"Stat3",0.0016913042333846,0.462152600492854,0.319,0.185,1,"10","Stat3"
"Ifnar21",0.00173201735908287,0.472802282983006,0.308,0.143,1,"10","Ifnar2"
"Tpr3",0.00180574493083145,0.369130452024742,0.445,0.327,1,"10","Tpr"
"Taf6l",0.00185508605102943,0.287369484552708,0.297,0.205,1,"10","Taf6l"
"Zbtb7a3",0.00192506530107974,0.536184615139776,0.392,0.234,1,"10","Zbtb7a"
"Cox4i14",0.00197633398416617,0.301631002031458,0.852,0.754,1,"10","Cox4i1"
"Cox14",0.00198139972757686,0.276130126297314,0.411,0.311,1,"10","Cox14"
"Pbxip1",0.00208931525710741,0.324906171230807,0.293,0.186,1,"10","Pbxip1"
"Snrpb3",0.00235589810598879,0.410381713453716,0.574,0.404,1,"10","Snrpb"
"Degs12",0.00237719245393495,0.379003532433639,0.304,0.158,1,"10","Degs1"
"Klf23",0.00254088952244794,0.405391644872473,0.574,0.325,1,"10","Klf2"
"Hcls13",0.00260986963012984,0.30226488925024,0.369,0.229,1,"10","Hcls1"
"Ifngr22",0.0026407646841223,0.443957346261395,0.281,0.134,1,"10","Ifngr2"
"Tsc22d4",0.00274883689202467,0.288881984790389,0.384,0.278,1,"10","Tsc22d4"
"Capza23",0.00280273531705846,0.355957771323051,0.479,0.334,1,"10","Capza2"
"Cdc42se11",0.00288989757475981,0.337031799499701,0.38,0.234,1,"10","Cdc42se1"
"Arhgap92",0.00332088909406954,0.349487568202536,0.278,0.156,1,"10","Arhgap9"
"Dok3",0.00332511608615845,0.365200850865055,0.278,0.127,1,"10","Dok3"
"Myeov25",0.00366485661609177,0.325205905116915,0.525,0.399,1,"10","Myeov2"
"Tgfb15",0.00391599904870652,0.44854666997702,0.494,0.274,1,"10","Tgfb1"
"Cmip",0.00414304548106926,0.436546107045988,0.251,0.121,1,"10","Cmip"
"Ap2s11",0.00424723641388955,0.381443917561472,0.388,0.249,1,"10","Ap2s1"
"Lamtor12",0.00444873456962109,0.285293697682975,0.354,0.247,1,"10","Lamtor1"
"Actr35",0.00479064602755478,0.257706880511177,0.7,0.558,1,"10","Actr3"
"Lamp110",0.00517282329473924,0.295844527807128,0.43,0.288,1,"10","Lamp1"
"Mkrn1",0.00619176114454704,0.278351561678356,0.327,0.219,1,"10","Mkrn1"
"Tor1aip11",0.00643689307768614,0.34492661205114,0.278,0.167,1,"10","Tor1aip1"
"Ubxn1",0.00655810276938762,0.255595128912904,0.418,0.322,1,"10","Ubxn1"
"Ywhab4",0.00693301430598725,0.289921229299724,0.445,0.327,1,"10","Ywhab"
"Limd27",0.00703965979038438,0.290033540000657,0.673,0.512,1,"10","Limd2"
"Cox7a2l4",0.00789791768477339,0.25861917086432,0.76,0.647,1,"10","Cox7a2l"
"Mpc24",0.00988708318947095,0.292383277944019,0.445,0.323,1,"10","Mpc2"
"Cst36",8.16162574683309e-41,2.55193790568236,0.935,0.551,1.31263426886317e-36,"11","Cst3"
"Ckb",3.67828213403536e-40,1.71118023830302,0.716,0.036,5.91578115616907e-36,"11","Ckb"
"Plbd12",2.47749723767532e-38,1.55169274179203,0.748,0.103,3.98455880735322e-34,"11","Plbd1"
"H2-DMb1",7.31750966269679e-35,1.55710160306947,0.781,0.15,1.17687507905153e-30,"11","H2-DMb1"
"Atox14",1.48247798090624e-33,1.25516826791149,0.935,0.436,2.38426933669151e-29,"11","Atox1"
"Cbfa2t33",3.37389358484056e-33,1.12703051934191,0.716,0.096,5.42623305249907e-29,"11","Cbfa2t3"
"Gm2a7",2.91864316979294e-32,1.26897678323562,0.781,0.234,4.69405380997799e-28,"11","Gm2a"
"Crip16",1.42361957115219e-31,1.50867523538392,0.91,0.636,2.28960735628406e-27,"11","Crip1"
"Rgs102",4.72654453806818e-29,1.52718035120088,0.8,0.178,7.60170158057506e-25,"11","Rgs10"
"Tmsb4x9",4.46223281939693e-28,0.765239653113196,1,0.998,7.17660904343608e-24,"11","Tmsb4x"
"H2-DMa9",7.10832404225029e-25,0.993112758394415,0.787,0.322,1.14323175571511e-20,"11","H2-DMa"
"H2-Eb111",1.2547801738457e-24,1.19709255366033,0.858,0.447,2.01806295359604e-20,"11","H2-Eb1"
"Naaa2",1.10625546017704e-23,1.4634935256241,0.561,0.109,1.77919065660273e-19,"11","Naaa"
"Pak1",1.96183150323906e-23,0.966027559149958,0.471,0.027,3.15521360665938e-19,"11","Pak1"
"H2-Ab111",4.15606183873627e-23,1.09348551435015,0.865,0.52,6.68419425523955e-19,"11","H2-Ab1"
"Actg19",5.48895222019123e-23,0.880307073195711,0.994,0.837,8.82788185573355e-19,"11","Actg1"
"Ywhah2",9.17641565037352e-23,1.50837282330407,0.852,0.306,1.47584292904957e-18,"11","Ywhah"
"Pkib1",9.20957807973286e-23,1.01221411880922,0.555,0.093,1.48117644256344e-18,"11","Pkib"
"Psap8",2.51843029314074e-22,0.886704241163695,0.865,0.423,4.05039144045825e-18,"11","Psap"
"Cd209a",2.84031783537227e-22,1.63240389785187,0.419,0.007,4.56808317462923e-18,"11","Cd209a"
"Pid12",2.96361273903298e-21,0.903268507482945,0.523,0.069,4.76637836818674e-17,"11","Pid1"
"Syngr22",5.04222297279991e-21,0.835456072137345,0.626,0.15,8.1094072071541e-17,"11","Syngr2"
"H2-Aa10",6.08943004703235e-21,1.09251590989509,0.884,0.52,9.79363034464213e-17,"11","H2-Aa"
"Aif11",1.35765670072019e-20,0.959261146089972,0.477,0.035,2.18351927176828e-16,"11","Aif1"
"Rbpj",1.43139840644967e-20,0.716958190527762,0.477,0.053,2.302118057093e-16,"11","Rbpj"
"Ccr21",1.84805935946031e-20,0.882330419780816,0.548,0.097,2.97223386782001e-16,"11","Ccr2"
"Irf52",2.64463956976058e-20,0.572125285583255,0.529,0.124,4.25337382004594e-16,"11","Irf5"
"Spi19",2.67690709211621e-20,0.58712953287594,0.819,0.277,4.3052696762505e-16,"11","Spi1"
"Flt3",4.21691617614447e-20,0.756068952124521,0.374,0.008,6.78206628609314e-16,"11","Flt3"
"Rala2",4.67408384715164e-20,0.709999879513292,0.639,0.206,7.51732905137398e-16,"11","Rala"
"Batf3",4.93749301283403e-20,0.86158460619517,0.406,0.02,7.94097001254098e-16,"11","Batf3"
"Fam105a4",8.27473533137849e-20,0.695822004186998,0.665,0.166,1.3308256833456e-15,"11","Fam105a"
"Gpx110",8.48835745016764e-20,0.558055884483435,0.916,0.508,1.36518252871046e-15,"11","Gpx1"
"Ccl17",1.78703321247242e-19,1.90908622701916,0.361,0.004,2.87408551561939e-15,"11","Ccl17"
"Cd7410",3.28760121281122e-19,0.801312959939205,0.91,0.561,5.28744903056428e-15,"11","Cd74"
"Bcl2a1d1",3.68182640643807e-19,0.989862211939485,0.49,0.061,5.92148140947434e-15,"11","Bcl2a1d"
"Tnni2",7.53030586083217e-19,0.931259923164091,0.4,0.024,1.21109909159764e-14,"11","Tnni2"
"Efhd24",2.42959207145072e-18,0.845698479488332,0.729,0.212,3.9075129285142e-14,"11","Efhd2"
"Hepacam2",2.77396142818403e-18,0.654779417478454,0.342,0.007,4.46136216494838e-14,"11","Hepacam2"
"Ccnd12",4.96379782462241e-18,0.892347669606026,0.542,0.092,7.98327604134022e-14,"11","Ccnd1"
"Prcp2",6.0218542853561e-18,0.555675639142618,0.632,0.149,9.68494824713822e-14,"11","Prcp"
"Arpc210",8.12824119282159e-18,0.576118299346971,1,0.746,1.3072650310415e-13,"11","Arpc2"
"Sh3bgrl37",8.15538451749626e-18,0.606280662484489,1,0.825,1.31163049194892e-13,"11","Sh3bgrl3"
"Atpif18",8.77215388526209e-18,0.86461720101026,0.832,0.331,1.4108255093667e-13,"11","Atpif1"
"Alox5ap11",9.42840009681569e-18,0.554504573046139,0.8,0.267,1.51636958757087e-13,"11","Alox5ap"
"Rnase61",1.70942121642582e-17,0.505138305456544,0.555,0.134,2.74926214237765e-13,"11","Rnase6"
"Rgs18",2.29196800912242e-17,1.05101811445741,0.342,0.031,3.68617214907159e-13,"11","Rgs18"
"Hfe1",2.93306043103493e-17,0.731696407726235,0.413,0.055,4.71724109123348e-13,"11","Hfe"
"Olfm1",3.97578138521966e-17,0.683510823953237,0.368,0.03,6.39424920184878e-13,"11","Olfm1"
"Wdfy4",4.54578483223599e-17,0.837932145815359,0.471,0.053,7.31098574568515e-13,"11","Wdfy4"
"Ryr1",6.04503082660003e-17,0.643674121513213,0.361,0.024,9.72222307842084e-13,"11","Ryr1"
"Rassf43",7.01618227577006e-17,0.719469630322912,0.548,0.117,1.1284125954121e-12,"11","Rassf4"
"S100a42",7.98092253406797e-17,0.945121106325732,0.535,0.119,1.28357177115415e-12,"11","S100a4"
"Zyx5",1.34262134621203e-16,0.993217599522977,0.665,0.2,2.1593379111128e-12,"11","Zyx"
"Lsp18",1.37045456713624e-16,0.576026868744824,0.884,0.478,2.20410208032522e-12,"11","Lsp1"
"H2afy2",2.15651518580355e-16,0.814041653561169,0.742,0.318,3.46832337332784e-12,"11","H2afy"
"Ccdc88a3",2.96165899070881e-16,0.786220706842345,0.529,0.088,4.76323615475697e-12,"11","Ccdc88a"
"Lgals311",3.03099626523118e-16,0.510252606673988,0.755,0.28,4.87475129337131e-12,"11","Lgals3"
"Cxcl16",3.644060213503e-16,0.796316299270772,0.394,0.062,5.86074204137687e-12,"11","Cxcl16"
"Skap22",4.49656906613908e-16,0.645560186338288,0.568,0.125,7.23183202907149e-12,"11","Skap2"
"Evi2a1",9.65834068786473e-16,0.626641173611628,0.484,0.096,1.55335093282929e-11,"11","Evi2a"
"Tep12",1.17634882189455e-15,0.514081109209603,0.413,0.084,1.891921810253e-11,"11","Tep1"
"Man2b12",1.20370897380675e-15,0.662510275307614,0.51,0.113,1.93592514257339e-11,"11","Man2b1"
"Csf2ra3",2.80610184801829e-15,0.497093639776851,0.426,0.079,4.51305360216782e-11,"11","Csf2ra"
"Sdf2l11",3.16206124136221e-15,0.765269044264789,0.49,0.107,5.08554309448284e-11,"11","Sdf2l1"
"Tbc1d4",3.24970681005981e-15,0.967571753327761,0.323,0.029,5.2265034626192e-11,"11","Tbc1d4"
"Amica1",3.41597175631287e-15,0.647648788097515,0.4,0.044,5.49390737567799e-11,"11","Amica1"
"Rab7b",3.6666938586206e-15,0.709450185576793,0.31,0.019,5.89714373281951e-11,"11","Rab7b"
"Marcks3",4.46085342232209e-15,0.603105987208156,0.548,0.132,7.17439055912063e-11,"11","Marcks"
"Hexa3",4.87825953396141e-15,0.539913204638512,0.626,0.206,7.84570480847013e-11,"11","Hexa"
"Actb5",7.36957776445193e-15,0.590915687025622,1,0.962,1.1852491918568e-10,"11","Actb"
"Ppfia41",8.09604499715173e-15,0.563146085037837,0.335,0.029,1.30208691689191e-10,"11","Ppfia4"
"1700025G04Rik",9.56890230141187e-15,0.518669618813881,0.335,0.045,1.53896655713607e-10,"11","1700025G04Rik"
"Id26",9.84074670961043e-15,1.0782556496515,0.716,0.287,1.58268729330665e-10,"11","Id2"
"Pld42",1.50391923348276e-14,0.581883535698489,0.587,0.148,2.41875330321032e-10,"11","Pld4"
"Qpct",1.7403304960918e-14,0.618970000927092,0.277,0.013,2.79897353686444e-10,"11","Qpct"
"Fgfr1",2.17000149225183e-14,0.533466775144942,0.29,0.012,3.49001339998863e-10,"11","Fgfr1"
"Sept3",3.03216453864164e-14,0.637424710826666,0.258,0.001,4.87663022749734e-10,"11","Sept3"
"Basp1",5.91569245659974e-14,0.710766155277658,0.265,0.014,9.51420817794937e-10,"11","Basp1"
"Xcr1",6.86613104753645e-14,0.623335516369852,0.252,0.002,1.10427985637529e-09,"11","Xcr1"
"Bcl2a1a1",8.14687448353203e-14,0.755089828389452,0.387,0.061,1.31026182318646e-09,"11","Bcl2a1a"
"Pitpna7",8.74944372134582e-14,0.420122101540211,0.665,0.269,1.40717303370405e-09,"11","Pitpna"
"Xlr",1.12845333818302e-13,0.709593213696122,0.323,0.021,1.81489150379975e-09,"11","Xlr"
"Bri3bp1",1.24868903417718e-13,0.461563733115602,0.394,0.064,2.00826657366715e-09,"11","Bri3bp"
"Ptms2",1.33863086694981e-13,0.517429347573382,0.51,0.15,2.15292002331538e-09,"11","Ptms"
"Gdi23",1.36975722481141e-13,0.663820296407276,0.826,0.389,2.20298054466419e-09,"11","Gdi2"
"Rgs24",2.91976548851102e-13,0.3725579059997,0.606,0.206,4.69585883517228e-09,"11","Rgs2"
"P2ry6",3.04589621528333e-13,0.601439716017163,0.329,0.037,4.89871488304018e-09,"11","P2ry6"
"Trf1",3.17239161019489e-13,0.688507921819726,0.497,0.166,5.10215742667644e-09,"11","Trf"
"Pip4k2a1",3.28142385860043e-13,0.465430146421942,0.387,0.069,5.27751399178706e-09,"11","Pip4k2a"
"Hck2",3.82625099626484e-13,0.325266476771625,0.445,0.13,6.15375947729274e-09,"11","Hck"
"Plekho1",4.04383034599323e-13,0.391190929769961,0.355,0.07,6.5036923454609e-09,"11","Plekho1"
"Bcl2a1b2",5.58222797380641e-13,0.999210092776414,0.477,0.12,8.97789725027284e-09,"11","Bcl2a1b"
"Arpc1b8",6.07534602486592e-13,0.400446278978601,0.942,0.693,9.77097901179186e-09,"11","Arpc1b"
"Camk1d",8.89228697346533e-13,0.430311959119712,0.31,0.052,1.43014651394243e-08,"11","Camk1d"
"Mpeg13",1.1511979920967e-12,0.363892844077813,0.523,0.164,1.85147173068912e-08,"11","Mpeg1"
"Lmo1",1.19018790287047e-12,0.602772473816769,0.258,0.008,1.91417920418658e-08,"11","Lmo1"
"Vim6",1.24846254409769e-12,0.857815540347483,0.865,0.515,2.00790230967231e-08,"11","Vim"
"Iscu4",1.7391034988421e-12,0.386189492072359,0.587,0.256,2.79700015718776e-08,"11","Iscu"
"Rps119",1.9850824850254e-12,0.323833656854935,0.961,0.951,3.19260816066635e-08,"11","Rps11"
"Shtn11",2.12230991805072e-12,0.567840571481281,0.361,0.072,3.41331104120098e-08,"11","Shtn1"
"Kmo",3.08991925344664e-12,0.351219666608835,0.252,0.026,4.96951713531824e-08,"11","Kmo"
"Fermt31",3.30882074332731e-12,0.790000326833602,0.406,0.125,5.32157640149331e-08,"11","Fermt3"
"Kctd122",3.8898721616949e-12,0.577609048430395,0.49,0.109,6.2560813976539e-08,"11","Kctd12"
"Runx31",3.90750925914271e-12,0.467566566039322,0.394,0.075,6.28444714147922e-08,"11","Runx3"
"Inpp5d1",4.22799577668735e-12,0.416593818972934,0.445,0.106,6.79988560764627e-08,"11","Inpp5d"
"Smdt15",5.15565026554782e-12,0.451385454299332,0.774,0.425,8.29183232208055e-08,"11","Smdt1"
"Ctsz8",8.10035299506254e-12,0.463462348239096,0.71,0.298,1.30277977219591e-07,"11","Ctsz"
"Fnbp1",8.22572422250431e-12,0.455670500315426,0.426,0.095,1.32294322670537e-07,"11","Fnbp1"
"Ffar4",8.74509009355922e-12,0.466219027697114,0.252,0.028,1.40647283974713e-07,"11","Ffar4"
"AF2517053",1.05916592924756e-11,0.339937591243423,0.4,0.115,1.70345656400885e-07,"11","AF251705"
"Prkcd3",1.15449428854633e-11,0.475381016310445,0.581,0.201,1.85677316426907e-07,"11","Prkcd"
"Ifi302",1.37677214913052e-11,0.626850755425048,0.561,0.201,2.21426264744662e-07,"11","Ifi30"
"Gltp6",1.49201706245287e-11,0.571510530855772,0.626,0.237,2.39961104154296e-07,"11","Gltp"
"Arhgef6",1.67894202948828e-11,0.361781200351237,0.361,0.083,2.70024246602601e-07,"11","Arhgef6"
"Stx161",1.83826061694524e-11,0.316950923884238,0.426,0.144,2.95647455023304e-07,"11","Stx16"
"Serf27",2.14713015038701e-11,0.370977255722481,0.987,0.834,3.45322942086744e-07,"11","Serf2"
"Slamf7",2.148683982645e-11,0.433945658877171,0.265,0.026,3.45572844928796e-07,"11","Slamf7"
"Fcgrt1",2.18256412833461e-11,0.406978271426642,0.458,0.104,3.51021788760055e-07,"11","Fcgrt"
"Naga",3.17494994530435e-11,0.616366320842418,0.329,0.051,5.10627199703298e-07,"11","Naga"
"Tgfb16",4.46732811484052e-11,0.538801489579312,0.658,0.274,7.18480380709801e-07,"11","Tgfb1"
"Cyth4",4.56956798287449e-11,0.376691818492702,0.439,0.109,7.34923618685705e-07,"11","Cyth4"
"Cfp1",7.04658866618270e-11,0.432194455912594,0.316,0.059,1.13330285518216e-06,"11","Cfp"
"Psmb9",8.78549818009706e-11,0.397174205608391,0.542,0.208,1.41297167230501e-06,"11","Psmb9"
"Dctpp1",8.95098217121954e-11,0.432564885615487,0.368,0.071,1.43958646259724e-06,"11","Dctpp1"
"Ppm1m",9.19416300715563e-11,0.62630227956841,0.49,0.083,1.47869723644084e-06,"11","Ppm1m"
"Ly863",9.30572554610812e-11,0.287766084360154,0.542,0.172,1.49663983958057e-06,"11","Ly86"
"Rps27l8",1.41212333050985e-10,0.607298483980323,0.826,0.463,2.271117952459e-06,"11","Rps27l"
"AI6622702",1.70516874073393e-10,0.302687838028796,0.4,0.128,2.74242288572238e-06,"11","AI662270"
"Itgb73",2.03123427828484e-10,0.437165157241279,0.523,0.179,3.2668340897655e-06,"11","Itgb7"
"Sub15",2.06900539051709e-10,0.510648567835512,0.91,0.62,3.32758136956863e-06,"11","Sub1"
"Mbnl12",2.44567626869739e-10,0.404333525723456,0.865,0.468,3.93338114294601e-06,"11","Mbnl1"
"Mkrn11",2.47629797786434e-10,0.626140176555599,0.535,0.216,3.98263003779922e-06,"11","Mkrn1"
"Dock101",2.54351696779898e-10,0.442363176877722,0.535,0.171,4.0907383393111e-06,"11","Dock10"
"Ahnak9",2.96227471011565e-10,0.476029926776306,0.665,0.289,4.76422641627899e-06,"11","Ahnak"
"5031439G07Rik",3.37350615124932e-10,0.360347677944831,0.303,0.06,5.42560994305428e-06,"11","5031439G07Rik"
"Cd86",4.26660824814277e-10,0.604013188778608,0.284,0.019,6.86198604548801e-06,"11","Cd86"
"Ms4a6c2",5.07517073454135e-10,0.575510648417737,0.432,0.11,8.16239709236285e-06,"11","Ms4a6c"
"H2afz7",6.23337720915186e-10,0.498882869312552,0.935,0.593,1.00251405654789e-05,"11","H2afz"
"Ubash3b1",6.31766717658212e-10,0.477886507189321,0.342,0.064,1.0160704120097e-05,"11","Ubash3b"
"Cmtm3",6.35333274218418e-10,0.26844357323369,0.252,0.048,1.02180650492548e-05,"11","Cmtm3"
"Laptm59",7.41769923709653e-10,0.366798054528348,0.839,0.435,1.19298856830224e-05,"11","Laptm5"
"Bhlhe401",8.98085896305848e-10,0.541580201496578,0.335,0.078,1.4443915470287e-05,"11","Bhlhe40"
"Slc46a3",9.13417407745384e-10,0.436339444888373,0.265,0.021,1.4690492168769e-05,"11","Slc46a3"
"Mapk14",9.88149949267219e-10,0.307049320783829,0.323,0.101,1.58924156340647e-05,"11","Mapk14"
"Plp21",1.20616796794288e-09,0.444478756082816,0.568,0.179,1.93987994284254e-05,"11","Plp2"
"Adrbk22",1.21247596422694e-09,0.444057255171375,0.31,0.078,1.95002509326619e-05,"11","Adrbk2"
"Rpl105",1.24959133112434e-09,0.268487030087436,0.981,0.943,2.00971773784728e-05,"11","Rpl10"
"Psmb86",1.27201594686749e-09,0.43587650750711,0.813,0.467,2.04578324734698e-05,"11","Psmb8"
"Nptn1",1.40845408512449e-09,0.444665738401402,0.394,0.112,2.26521670510571e-05,"11","Nptn"
"Kctd14",1.44326569787377e-09,0.483440629620048,0.271,0.034,2.32120422189039e-05,"11","Kctd14"
"Eps81",1.60989674964857e-09,0.4442888839953,0.303,0.058,2.58919694245979e-05,"11","Eps8"
"Nfkb11",1.61273067907346e-09,0.490324139928819,0.523,0.188,2.59375475115385e-05,"11","Nfkb1"
"Clec12a1",1.89053035600407e-09,0.312932742834812,0.258,0.054,3.04053997156135e-05,"11","Clec12a"
"Lrrfip2",1.96567864144879e-09,0.436190271516514,0.406,0.098,3.16140095904209e-05,"11","Lrrfip2"
"Ucp25",2.4025863311606e-09,0.439426259053065,0.826,0.472,3.8640795964056e-05,"11","Ucp2"
"Chmp4b5",2.75357445746753e-09,0.271397585074484,0.613,0.274,4.42857379994502e-05,"11","Chmp4b"
"Orai1",2.9080172790525e-09,0.341188679109625,0.387,0.101,4.67696418990014e-05,"11","Orai1"
"Tmed31",3.24106444326817e-09,0.333548620388031,0.406,0.162,5.21260394410819e-05,"11","Tmed3"
"Fgd2",3.52662113993666e-09,0.479670371532015,0.342,0.061,5.67186477936014e-05,"11","Fgd2"
"Cnn25",3.684618715664e-09,0.587974281388529,0.723,0.372,5.92597228040241e-05,"11","Cnn2"
"Ube2f1",3.91682589352937e-09,0.420588399283284,0.419,0.121,6.29943108456329e-05,"11","Ube2f"
"Ap2a23",4.03210214549707e-09,0.322160081760471,0.374,0.111,6.48482988060294e-05,"11","Ap2a2"
"Pomp3",4.23597190585695e-09,0.481246970565822,0.735,0.334,6.81271361618973e-05,"11","Pomp"
"Taok31",6.11411305121931e-09,0.296379432170691,0.51,0.197,9.83332802027602e-05,"11","Taok3"
"Capzb4",7.00385780295166e-09,0.319415535124576,0.865,0.505,0.000112643045044872,"11","Capzb"
"Arf54",7.41332838194618e-09,0.312402115478785,0.819,0.482,0.00011922856036684,"11","Arf5"
"Tifab1",7.77401893734122e-09,0.392371190849506,0.271,0.052,0.000125029546569259,"11","Tifab"
"Cxx1a2",8.73397407529393e-09,0.328774648166497,0.374,0.083,0.000140468505052952,"11","Cxx1a"
"Bmyc",1.14082609242349e-08,0.292540638959411,0.439,0.132,0.000183479060444469,"11","Bmyc"
"Sla2",1.20099787356711e-08,0.267489201217297,0.381,0.125,0.000193156488005799,"11","Sla"
"Ciita",1.25065081387247e-08,0.306757743186751,0.277,0.043,0.00020114217039511,"11","Ciita"
"Uqcc2",1.39165447908782e-08,0.252305020050598,0.477,0.198,0.000223819789871694,"11","Uqcc2"
"Iqgap2",1.58831909772507e-08,0.383575979026918,0.258,0.049,0.000255449360487123,"11","Iqgap2"
"Zmiz2",1.83776390027835e-08,0.351170534312925,0.303,0.066,0.000295567568081767,"11","Zmiz2"
"Capza24",1.99461018592225e-08,0.314828552127236,0.723,0.331,0.000320793156201875,"11","Capza2"
"Efr3a",2.00117233481885e-08,0.369799416277653,0.361,0.111,0.000321848546608915,"11","Efr3a"
"Cd24a8",2.04849325752139e-08,0.394741523598557,0.555,0.259,0.000329459170607166,"11","Cd24a"
"Emp37",2.17524830834053e-08,0.421591986531554,0.768,0.348,0.000349845185430408,"11","Emp3"
"Gnai29",2.28483839522917e-08,0.30391537779975,0.91,0.592,0.000367470559104708,"11","Gnai2"
"Hspa86",2.31814806504904e-08,0.431846369789648,0.89,0.67,0.000372827753301837,"11","Hspa8"
"Ldha7",2.43689813497288e-08,0.32233091002506,0.755,0.404,0.000391926327047688,"11","Ldha"
"Ccdc123",2.47760007639926e-08,0.509684482575099,0.845,0.395,0.000398472420287293,"11","Ccdc12"
"Arhgap18",2.65677431716113e-08,0.505298263511727,0.258,0.037,0.000427289013429025,"11","Arhgap18"
"Ppp1r111",2.94704030281774e-08,0.258788798083223,0.49,0.2,0.000473972491902177,"11","Ppp1r11"
"Unc1192",3.04791501109747e-08,0.374846594329147,0.465,0.156,0.000490196171234806,"11","Unc119"
"Sec11c3",3.289034482932e-08,0.41569801256234,0.729,0.337,0.000528975415889953,"11","Sec11c"
"Irf87",3.34831267549539e-08,1.00461025181633,0.497,0.25,0.000538509127599924,"11","Irf8"
"Bloc1s2",3.70890076274605e-08,0.254823419467325,0.335,0.1,0.000596502509672447,"11","Bloc1s2"
"Snap231",4.12397042044809e-08,0.335875896022643,0.387,0.134,0.000663258162720666,"11","Snap23"
"St3gal41",4.53678930007064e-08,0.350808376414492,0.297,0.066,0.000729651823130362,"11","St3gal4"
"Sgk31",4.56889874860219e-08,0.272351161985848,0.277,0.073,0.000734815985737691,"11","Sgk3"
"Nhp2",5.10837049479341e-08,0.409928371689931,0.49,0.143,0.000821579226677624,"11","Nhp2"
"Mrpl524",5.29133124161635e-08,0.418099161781601,0.794,0.411,0.000851004803589157,"11","Mrpl52"
"Cd683",5.62883619285857e-08,0.280400054508796,0.335,0.103,0.000905285724897444,"11","Cd68"
"Stx71",6.20280031941834e-08,0.383177302807911,0.548,0.182,0.000997596375372051,"11","Stx7"
"Ssr42",6.4459171223472e-08,0.288718551495041,0.665,0.33,0.0010366968507871,"11","Ssr4"
"Dbnl",6.95005452323697e-08,0.25282541953148,0.523,0.225,0.0011177772689722,"11","Dbnl"
"Prex11",7.12925281433953e-08,0.315778150315618,0.406,0.111,0.00114659773013023,"11","Prex1"
"Sh3bp11",7.71393311114695e-08,0.339661345421469,0.29,0.066,0.00124063186226576,"11","Sh3bp1"
