"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hp",4.9827175104428e-34,0.882090836929104,0.713,0.108,8.10439003073522e-30,"0","Hp"
"mt-Nd2",4.94772932090986e-33,0.689588455427576,0.997,0.916,8.04748174045989e-29,"0","mt-Nd2"
"H2afj",1.19159225562053e-32,1.12416393421896,0.953,0.523,1.9381248037668e-28,"0","H2afj"
"Npw",1.85810002858827e-32,1.15261471355825,0.613,0.049,3.02219969649882e-28,"0","Npw"
"Bri3",1.35435670206661e-31,0.980994521663287,0.93,0.403,2.20286117591134e-27,"0","Bri3"
"Pi4k2b",1.46865312359067e-31,1.15916489738595,0.602,0.048,2.38876430552022e-27,"0","Pi4k2b"
"Sdc1",2.90708282421392e-31,1.15819467160375,0.655,0.069,4.72837021358394e-27,"0","Sdc1"
"Cd36",9.07729784768027e-31,0.640118687795961,0.89,0.308,1.4764224949252e-26,"0","Cd36"
"Nupr1",9.63197734143054e-31,1.02332365786301,0.68,0.149,1.56664111458368e-26,"0","Nupr1"
"Rgcc",1.11250498305627e-30,0.816920089446804,0.712,0.161,1.80948935494103e-26,"0","Rgcc"
"Tpm1",1.61612709592518e-30,0.765610649783447,0.707,0.192,2.62863072152231e-26,"0","Tpm1"
"Cystm1",2.81823786545323e-30,1.02249211068114,0.767,0.129,4.58386388815968e-26,"0","Cystm1"
"mt-Nd4",4.70980923446948e-29,0.544113920550184,0.998,0.968,7.66050471986461e-25,"0","mt-Nd4"
"Prr15l",1.6848730456028e-28,0.965464673438643,0.562,0.062,2.74044600867296e-24,"0","Prr15l"
"Acsl4",2.86314068410446e-28,1.00986393454254,0.551,0.063,4.65689832269591e-24,"0","Acsl4"
"mt-Co1",4.20879916893778e-28,0.523743009313159,1,0.997,6.8456118482773e-24,"0","mt-Co1"
"Gclc",7.22886475113549e-28,1.17321513921002,0.617,0.095,1.17577485177219e-23,"0","Gclc"
"Acot7",1.14047930547444e-27,1.06326596601839,0.585,0.075,1.85498959035418e-23,"0","Acot7"
"Cox6a2",2.4004145581212e-27,1.14971870507757,0.495,0.026,3.90427427878414e-23,"0","Cox6a2"
"Snhg11",2.52582778702292e-27,1.01158712014264,0.469,0.019,4.10825889559278e-23,"0","Snhg11"
"Dbi",7.61434359346327e-27,0.956987285596244,0.855,0.406,1.2384729854768e-22,"0","Dbi"
"Cat",7.97474451112088e-27,1.06305864672483,0.705,0.154,1.29709219473381e-22,"0","Cat"
"Mgst1",1.68206553253699e-26,0.950665635244543,0.797,0.214,2.73587958867141e-22,"0","Mgst1"
"Gas6",4.72650592381981e-26,0.857202342349265,0.591,0.109,7.68766188509292e-22,"0","Gas6"
"Errfi1",5.88071036836603e-26,1.08811789795246,0.573,0.068,9.56497541414735e-22,"0","Errfi1"
"Bsg",6.86123920249227e-26,0.788388098923385,0.912,0.446,1.11598055628537e-21,"0","Bsg"
"Apoc1",7.84794199387742e-26,1.47693182473226,0.56,0.042,1.27646776530416e-21,"0","Apoc1"
"Il33",8.81512178933877e-26,1.20830329382664,0.515,0.024,1.43377955903595e-21,"0","Il33"
"Ctsh",9.23283457704702e-26,1.04858062713323,0.91,0.397,1.5017205439567e-21,"0","Ctsh"
"Oat",1.01796690959091e-25,0.958103182676907,0.657,0.14,1.65572317844961e-21,"0","Oat"
"Neat1",1.58809632334988e-25,0.706260294318957,0.837,0.344,2.58303866992859e-21,"0","Neat1"
"Acot1",1.62596488531731e-25,0.913605223385367,0.48,0.057,2.64463188596861e-21,"0","Acot1"
"Abcd3",2.3278358778701e-25,1.05893198959092,0.612,0.078,3.78622505535571e-21,"0","Abcd3"
"mt-Cytb",5.13081139476164e-25,0.472335565600222,1,0.982,8.34526473357981e-21,"0","mt-Cytb"
"Rbpjl",1.29085658945503e-24,0.892360532910676,0.426,0.016,2.0995782427486e-20,"0","Rbpjl"
"Crb3",2.29278017375354e-24,0.90674467042135,0.511,0.057,3.72920695261014e-20,"0","Crb3"
"Irx1",3.47918400109685e-24,1.05994201106734,0.515,0.03,5.65889277778403e-20,"0","Irx1"
"Ppp1r9a",3.99489315111299e-24,0.886647116849893,0.451,0.042,6.49769371028527e-20,"0","Ppp1r9a"
"Kcnj15",7.39141017541613e-24,0.994419330538046,0.483,0.027,1.20221286503143e-19,"0","Kcnj15"
"Cdh1",1.01083385265003e-23,0.888047409883498,0.571,0.086,1.64412126133528e-19,"0","Cdh1"
"Ccdc141",1.1794895493605e-23,0.949481690069112,0.482,0.03,1.91843975203485e-19,"0","Ccdc141"
"Atp6v1c2",3.09729175108112e-23,0.922357135658533,0.433,0.024,5.03774503313344e-19,"0","Atp6v1c2"
"Map1lc3a",9.32686337388511e-23,0.739099541219639,0.767,0.268,1.51701432776241e-18,"0","Map1lc3a"
"Mettl7a1",1.21794197525598e-22,0.774483840529967,0.627,0.145,1.98098262275385e-18,"0","Mettl7a1"
"Fgfr2",1.54521576775667e-22,0.935507228696101,0.451,0.039,2.51329344625622e-18,"0","Fgfr2"
"Scp2",1.6661167619166e-22,0.822552692799644,0.891,0.502,2.70993891325735e-18,"0","Scp2"
"Prrg3",1.67702008846024e-22,0.812332316737551,0.396,0.03,2.72767317388058e-18,"0","Prrg3"
"Oaz2",6.8182063203283e-22,0.64079389101907,0.684,0.216,1.1089812580014e-17,"0","Oaz2"
"Acoxl",3.11065364990241e-21,0.858328740147995,0.392,0.017,5.05947816156628e-17,"0","Acoxl"
"mt-Nd5",3.11782552660478e-21,0.657040999908926,0.901,0.515,5.07114321902267e-17,"0","mt-Nd5"
"Mlc1",4.46127859796507e-21,0.833221816386119,0.394,0.013,7.25626963959019e-17,"0","Mlc1"
"Phldb2",4.66164937813028e-21,0.748607353890151,0.466,0.079,7.5821727135289e-17,"0","Phldb2"
"Mme",5.2939162641107e-21,0.932381140399991,0.456,0.026,8.61055480357606e-17,"0","Mme"
"Siva1",1.37624555182479e-20,0.706494382331574,0.575,0.188,2.23846339004302e-16,"0","Siva1"
"Ctnnb1",2.05094483274863e-20,0.856836251098157,0.821,0.313,3.33586177046565e-16,"0","Ctnnb1"
"Exosc7",2.43384627761509e-20,0.927419707914719,0.557,0.086,3.95865097054095e-16,"0","Exosc7"
"Cadm1",2.82141724135523e-20,0.709771516390859,0.551,0.112,4.58903514306429e-16,"0","Cadm1"
"Grb14",2.86909452092892e-20,0.706165119354843,0.414,0.052,4.66658223829089e-16,"0","Grb14"
"Wls",5.5614732270074e-20,0.592286984946369,0.511,0.147,9.04573620372753e-16,"0","Wls"
"Ppic",1.07791772096571e-19,0.713877301147195,0.499,0.097,1.75323317315074e-15,"0","Ppic"
"Gpx4",1.24338153986344e-19,0.615331026628342,0.945,0.625,2.02236007458789e-15,"0","Gpx4"
"Tmem243",2.93143636700208e-19,0.807223313399739,0.575,0.117,4.76798125092888e-15,"0","Tmem243"
"Myo5c",3.81089140484648e-19,0.71469146757792,0.347,0.031,6.1984148699828e-15,"0","Myo5c"
"Smim22",4.02075032560795e-19,0.819313096587344,0.482,0.06,6.53975040460133e-15,"0","Smim22"
"Tspan11",4.16506415749129e-19,0.887763371871023,0.419,0.019,6.77447685215958e-15,"0","Tspan11"
"Slc12a2",5.5414968154187e-19,0.865725324032114,0.492,0.063,9.01324457027851e-15,"0","Slc12a2"
"Enpep",6.80920414200176e-19,0.799164932223509,0.389,0.023,1.10751705369659e-14,"0","Enpep"
"Selenbp1",7.31574547860041e-19,0.644836837552007,0.524,0.099,1.18990600209436e-14,"0","Selenbp1"
"Lpin2",1.17959316426428e-18,0.721883477398185,0.534,0.115,1.91860828167585e-14,"0","Lpin2"
"Irx3",1.18104119252894e-18,0.873383128518972,0.446,0.039,1.92096349964832e-14,"0","Irx3"
"Tsc22d1",1.18566214344556e-18,0.568050549535519,0.56,0.186,1.9284794763142e-14,"0","Tsc22d1"
"Lrrk2",2.12765687073665e-18,0.741796839981446,0.422,0.068,3.46063390025316e-14,"0","Lrrk2"
"Slc39a8",2.60388437806301e-18,0.724954047737607,0.461,0.055,4.23521794091949e-14,"0","Slc39a8"
"Ang",2.67895260377569e-18,0.88437841944972,0.449,0.043,4.35731641004116e-14,"0","Ang"
"Ngfrap1",3.49251617080027e-18,0.883087272374098,0.622,0.143,5.68057755180665e-14,"0","Ngfrap1"
"Atp6v1g1",3.94028673951791e-18,0.626030804403478,0.906,0.537,6.40887638182589e-14,"0","Atp6v1g1"
"Tfcp2l1",4.10349652036928e-18,0.75805787264738,0.345,0.015,6.67433709038064e-14,"0","Tfcp2l1"
"Chka",4.24538062721638e-18,0.763539304184508,0.508,0.106,6.90511159016744e-14,"0","Chka"
"Met",6.13177108292578e-18,0.691039041478305,0.333,0.024,9.97332566637878e-14,"0","Met"
"Snx25",6.34434191189846e-18,0.874070917692177,0.449,0.038,1.03190721197028e-13,"0","Snx25"
"Slc31a1",8.63706563582101e-18,0.766357914329097,0.42,0.056,1.40481872566629e-13,"0","Slc31a1"
"Irx2",9.94870423338823e-18,0.775651650787638,0.371,0.028,1.6181567435606e-13,"0","Irx2"
"Tmem42",1.29358106869729e-17,0.768124869581702,0.441,0.062,2.10400960823614e-13,"0","Tmem42"
"Dstn",1.33291413375724e-17,0.567671807722945,0.873,0.418,2.16798483855615e-13,"0","Dstn"
"Abhd2",1.77188921557705e-17,0.821463884211109,0.462,0.103,2.88197780913607e-13,"0","Abhd2"
"Cebpa",1.98704200271344e-17,0.766601027980146,0.457,0.082,3.23192381741342e-13,"0","Cebpa"
"Soat1",2.37414282211573e-17,0.85205856546834,0.606,0.167,3.86154330017124e-13,"0","Soat1"
"Ces1d",2.71507931026187e-17,0.805637956316175,0.479,0.062,4.41607649814093e-13,"0","Ces1d"
"Stmn1",4.30086853785136e-17,0.689230788080117,0.631,0.16,6.99536267681523e-13,"0","Stmn1"
"Krt18",4.91001198780669e-17,0.758866298126352,0.406,0.06,7.98613449816758e-13,"0","Krt18"
"Cd200",6.877683057316e-17,0.588603179878033,0.531,0.145,1.11865514927245e-12,"0","Cd200"
"Phlda1",9.42354289612369e-17,0.874382070667741,0.575,0.161,1.53273925205452e-12,"0","Phlda1"
"Arhgef38",1.1257566898258e-16,0.76240097926772,0.363,0.02,1.83104325600167e-12,"0","Arhgef38"
"Mbip",1.92421919056119e-16,0.613100937669455,0.382,0.073,3.12974251344777e-12,"0","Mbip"
"Ahcyl2",2.19140635440354e-16,0.661379939821495,0.422,0.084,3.56432243543736e-12,"0","Ahcyl2"
"Clic3",2.22087218495548e-16,0.453468241127547,0.452,0.086,3.6122486088301e-12,"0","Clic3"
"Epcam",2.35331395691651e-16,0.693938872815145,0.504,0.125,3.8276651509247e-12,"0","Epcam"
"Irx5",2.38408600125839e-16,0.672881116093769,0.319,0.025,3.87771588104678e-12,"0","Irx5"
"Ldhb",2.39130553728096e-16,0.632389967592545,0.412,0.063,3.88945845638747e-12,"0","Ldhb"
"Iah1",2.524818489708e-16,0.673880141364477,0.471,0.12,4.10661727351006e-12,"0","Iah1"
"Tceal8",2.8066867964453e-16,0.59230216213279,0.376,0.067,4.56507607441829e-12,"0","Tceal8"
"Matn4",3.32581729893998e-16,0.62386214132865,0.331,0.03,5.40944183672588e-12,"0","Matn4"
"Prss8",3.42226916404648e-16,0.561901730154164,0.294,0.034,5.56632079532159e-12,"0","Prss8"
"Scgb1c1",3.44539164136769e-16,0.729157243571807,0.347,0.025,5.60392950468455e-12,"0","Scgb1c1"
"Mal",7.25585698068235e-16,0.752525720384436,0.351,0.018,1.18016513790798e-11,"0","Mal"
"Rab27b",7.94680785404163e-16,0.76914762000143,0.379,0.018,1.29254829745987e-11,"0","Rab27b"
"Atp7b",9.16215725143617e-16,0.639131245727438,0.296,0.018,1.49022487694609e-11,"0","Atp7b"
"Nucb2",1.39294495973412e-15,0.651230464830493,0.501,0.144,2.26562497700755e-11,"0","Nucb2"
"Malat1",3.38688271572808e-15,0.301605550298456,0.998,0.999,5.50876473713173e-11,"0","Malat1"
"Ift20",4.79413335465109e-15,0.66495800033478,0.692,0.281,7.79765790134e-11,"0","Ift20"
"Sec14l4",4.83072347018103e-15,0.700015702697226,0.329,0.029,7.85717172424944e-11,"0","Sec14l4"
"Mal2",5.4414538724168e-15,0.504728895057351,0.41,0.074,8.85052472348592e-11,"0","Mal2"
"Swt1",6.68173273569064e-15,0.653731184683757,0.52,0.145,1.08678382946008e-10,"0","Swt1"
"Lrp2",7.27337828056234e-15,0.703244000676588,0.303,0.012,1.18301497733346e-10,"0","Lrp2"
"Me1",7.74383037437958e-15,0.710658138780428,0.364,0.03,1.25953401039284e-10,"0","Me1"
"Rasl11a",1.09336362779957e-14,0.60885788671583,0.302,0.034,1.778355940616e-10,"0","Rasl11a"
"Ptgs1",1.09735159444386e-14,0.590507702778084,0.301,0.04,1.78484236836294e-10,"0","Ptgs1"
"Plekhb1",1.42229964440974e-14,0.532801396759432,0.278,0.034,2.31337037163244e-10,"0","Plekhb1"
"Vimp",1.47837598315374e-14,0.585307515586697,0.704,0.317,2.40457853659956e-10,"0","Vimp"
"Adk",1.51209327677187e-14,0.665548753530298,0.407,0.066,2.45941971466945e-10,"0","Adk"
"Mtch1",1.80196276702269e-14,0.578134268996206,0.418,0.104,2.9308924405624e-10,"0","Mtch1"
"Lmo7",1.93248592919358e-14,0.430525689053986,0.462,0.116,3.14318836383336e-10,"0","Lmo7"
"Ramp1",2.4869090449258e-14,0.582759508434761,0.746,0.309,4.04495756157182e-10,"0","Ramp1"
"Ociad2",2.5706944258597e-14,0.616227209255996,0.286,0.013,4.18123448366081e-10,"0","Ociad2"
"Adgrg1",2.83006186183373e-14,0.483459261224895,0.284,0.043,4.60309561827256e-10,"0","Adgrg1"
"Yae1d1",3.8809277029806e-14,0.630911471491266,0.4,0.079,6.31232890889795e-10,"0","Yae1d1"
"Prps2",7.2372360668753e-14,0.651668958636753,0.348,0.055,1.17713644627727e-09,"0","Prps2"
"H1f0",7.96467813380757e-14,0.642928421902748,0.457,0.136,1.2954548984638e-09,"0","H1f0"
"Smim1",1.36269114172953e-13,0.730268856794457,0.396,0.044,2.21641714202308e-09,"0","Smim1"
"Wwc1",1.3701634881761e-13,0.606819006992325,0.373,0.064,2.22857091351843e-09,"0","Wwc1"
"Mecom",1.43082021366149e-13,0.659001782865235,0.371,0.058,2.32722907752041e-09,"0","Mecom"
"Sgpp2",1.6205290876675e-13,0.623089267309153,0.268,0.009,2.63579056109119e-09,"0","Sgpp2"
"Tmem164",1.76865912382002e-13,0.56133117747792,0.337,0.052,2.87672406489327e-09,"0","Tmem164"
"Uqcr11",1.87640578621649e-13,0.461420453298316,0.88,0.549,3.05197401128112e-09,"0","Uqcr11"
"Kcnc3",1.89239948253252e-13,0.565810420732358,0.252,0.012,3.07798775833915e-09,"0","Kcnc3"
"Acly",1.98505529463247e-13,0.751538168299575,0.516,0.13,3.22869243671971e-09,"0","Acly"
"Myh14",2.20154951261502e-13,0.631055590119834,0.4,0.063,3.58082028226834e-09,"0","Myh14"
"Aox3",2.47871078889803e-13,0.737658055664298,0.329,0.029,4.03162309814265e-09,"0","Aox3"
"Tmem159",2.80601353276096e-13,0.547421609129275,0.398,0.097,4.56398101103569e-09,"0","Tmem159"
"Stard10",3.898923818211e-13,0.496311168372673,0.251,0.034,6.34159959032019e-09,"0","Stard10"
"Aig1",4.35383759501809e-13,0.503281687926577,0.355,0.091,7.08151684829692e-09,"0","Aig1"
"mt-Nd4l",5.40507954265876e-13,0.60287500908397,0.791,0.38,8.79136187613448e-09,"0","mt-Nd4l"
"Tmem30a",5.61549204013244e-13,0.518382045778544,0.61,0.25,9.13359780327542e-09,"0","Tmem30a"
"Ctsc",7.52670263585446e-13,0.808706318646775,0.825,0.318,1.22421818372173e-08,"0","Ctsc"
"Emb",7.71082379938215e-13,0.516735390594563,0.614,0.227,1.25416549096951e-08,"0","Emb"
"Tmem50b",8.17878034638422e-13,0.685391807685596,0.472,0.116,1.33027862333939e-08,"0","Tmem50b"
"Lrg1",1.1502873525085e-12,0.64871775868467,0.275,0.04,1.87094237885507e-08,"0","Lrg1"
"Adam19",1.18665100927832e-12,0.561054823088434,0.32,0.051,1.93008786659119e-08,"0","Adam19"
"Foxa2",1.54138844770046e-12,0.512575507889578,0.269,0.035,2.5070683101848e-08,"0","Foxa2"
"Serpinb6b",1.98554134834098e-12,0.512990417947377,0.415,0.105,3.22948300307661e-08,"0","Serpinb6b"
"Pmvk",2.03361231235109e-12,0.749695938730709,0.38,0.09,3.30767042603905e-08,"0","Pmvk"
"Tinagl1",2.3781788327299e-12,0.377915669374122,0.356,0.081,3.86810787143519e-08,"0","Tinagl1"
"Ccz1",2.74543855457756e-12,0.608790356836541,0.505,0.161,4.46545580902041e-08,"0","Ccz1"
"Lyz1",2.81468326777383e-12,2.77972377857477,0.312,0.051,4.57808233503414e-08,"0","Lyz1"
"Bambi",3.12840321230901e-12,0.682513181716979,0.338,0.03,5.08834782482061e-08,"0","Bambi"
"Nkd1",3.43825804673847e-12,0.298788546856788,0.453,0.125,5.59232671302012e-08,"0","Nkd1"
"Slco4c1",4.16779648583588e-12,0.720505996633363,0.333,0.016,6.77892098421205e-08,"0","Slco4c1"
"Snx7",4.18870562837272e-12,0.553935361270849,0.289,0.033,6.81292970454822e-08,"0","Snx7"
"Rab25",4.34322797270349e-12,0.538482667799704,0.284,0.036,7.06426029760223e-08,"0","Rab25"
"D230025D16Rik",4.74481260234205e-12,0.465288949334766,0.286,0.061,7.71743769770935e-08,"0","D230025D16Rik"
"Epn3",5.52960964308196e-12,0.599122416351406,0.284,0.02,8.99391008447281e-08,"0","Epn3"
"Pvrl2",6.92823372065204e-12,0.519843819456872,0.264,0.036,1.12687721466405e-07,"0","Pvrl2"
"Uhrf1bp1l",8.43677842941152e-12,0.477356401889909,0.287,0.066,1.37224201154378e-07,"0","Uhrf1bp1l"
"Ralgapa2",1.04986088603637e-11,0.525440343441589,0.314,0.053,1.70759873113816e-07,"0","Ralgapa2"
"Dcxr",1.08703768001585e-11,0.647609862578129,0.433,0.1,1.76806678654578e-07,"0","Dcxr"
"Ccdc107",1.24982343818458e-11,0.321743820017163,0.327,0.122,2.03283782220722e-07,"0","Ccdc107"
"Secisbp2l",1.48602518606617e-11,0.714528872178628,0.494,0.119,2.41701996513662e-07,"0","Secisbp2l"
"Rmdn2",1.50930247631385e-11,0.541932192934319,0.261,0.022,2.45488047772447e-07,"0","Rmdn2"
"mt-Co3",1.56888026447351e-11,0.342590891927371,1,0.998,2.55178375016617e-07,"0","mt-Co3"
"Cldn7",1.70655780160108e-11,0.664113232809345,0.358,0.05,2.77571626430416e-07,"0","Cldn7"
"Acaca",2.09245149071892e-11,0.534051962243173,0.253,0.026,3.40337234965432e-07,"0","Acaca"
"Dcaf11",2.1131644745339e-11,0.344064726158687,0.295,0.099,3.43706201782939e-07,"0","Dcaf11"
"Nenf",2.6644831390193e-11,0.584066809980044,0.676,0.267,4.33378182561489e-07,"0","Nenf"
"Hmgn1",3.10047764743455e-11,0.716336996197081,0.84,0.416,5.04292689355229e-07,"0","Hmgn1"
"Acsl5",4.82008429353345e-11,0.495359781338063,0.457,0.17,7.83986710343216e-07,"0","Acsl5"
"Pdzk1ip1",5.04585799544735e-11,0.564190570605106,0.267,0.026,8.20708802959512e-07,"0","Pdzk1ip1"
"Carkd",5.96154259582034e-11,0.362405358760733,0.305,0.099,9.69644903210178e-07,"0","Carkd"
"Itga9",6.04225427057732e-11,0.572233792787757,0.275,0.026,9.82772657109402e-07,"0","Itga9"
"Spry1",7.0708372853102e-11,0.530128734528937,0.296,0.043,1.1500716844557e-06,"0","Spry1"
"Stard3nl",7.27284099524564e-11,0.547704751465376,0.567,0.225,1.1829275878767e-06,"0","Stard3nl"
"Fkbp4",7.69361372446451e-11,0.652064111940862,0.672,0.264,1.25136627228415e-06,"0","Fkbp4"
"Anapc13",8.17017377975791e-11,0.48748535230128,0.698,0.343,1.32887876527762e-06,"0","Anapc13"
"Drap1",8.27394138162476e-11,0.456731097447505,0.499,0.205,1.34575656572127e-06,"0","Drap1"
"Pon3",9.20357618732948e-11,0.476613188737954,0.257,0.043,1.49696166686914e-06,"0","Pon3"
"Fdx1",1.19791846003531e-10,0.453322364898686,0.476,0.156,1.94841437524744e-06,"0","Fdx1"
"Tfrc",1.60295064733321e-10,0.541683074755846,0.253,0.027,2.60719922788746e-06,"0","Tfrc"
"Sod1",1.75090004406692e-10,0.342446361588306,0.55,0.267,2.84783892167485e-06,"0","Sod1"
"Tst",1.9246113680409e-10,0.436915356828172,0.256,0.042,3.13038039011852e-06,"0","Tst"
"Tspan2",1.96749355863007e-10,0.410495502768805,0.302,0.075,3.20012827311181e-06,"0","Tspan2"
"mt-Atp8",2.42802187108978e-10,0.416266939532994,0.633,0.337,3.94917757332753e-06,"0","mt-Atp8"
"Rai14",3.55783888166172e-10,0.514834376571262,0.274,0.032,5.78682494102279e-06,"0","Rai14"
