"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rps4x2",4.30284081227664e-23,0.765238413584673,0.709,0.505,1.00901617047887e-18,"6","Rps4x"
"Rps81",5.3111853648772e-22,0.627223602432214,0.77,0.608,1.2454729680637e-17,"6","Rps8"
"Gm10736",4.66039788588925e-21,0.731687857135777,0.628,0.449,1.09286330424103e-16,"6","Gm10736"
"Fau2",6.33625826720752e-20,0.554133692538161,0.802,0.679,1.48585256366016e-15,"6","Fau"
"Shisa51",4.1378483105264e-19,0.711942335367181,0.54,0.322,9.70325428818441e-15,"6","Shisa5"
"Rpl10a1",8.58201063864135e-19,0.636588703085416,0.623,0.427,2.0124814947614e-14,"6","Rpl10a"
"Rpl72",3.36954712865585e-18,0.450052485068033,0.747,0.654,7.90158801669797e-14,"6","Rpl7"
"B2m1",4.06157661216788e-16,0.553625070675881,0.568,0.34,9.52439715553368e-12,"6","B2m"
"Rpl212",5.12424394804004e-16,0.39189238182029,0.809,0.713,1.20163520581539e-11,"6","Rpl21"
"Rps252",5.24069467472703e-16,0.584730768241013,0.725,0.569,1.22894290122349e-11,"6","Rps25"
"Rps171",5.64983744591503e-16,0.625993910134583,0.689,0.533,1.32488688106707e-11,"6","Rps17"
"Rpl311",5.13328603507258e-15,0.57894846383405,0.739,0.601,1.20375557522452e-10,"6","Rpl31"
"Rpl5",7.93875246672534e-15,0.719525993852039,0.57,0.39,1.86163745344709e-10,"6","Rpl5"
"Rack11",4.4081483608422e-12,0.590882866553497,0.547,0.399,1.0337107906175e-07,"6","Rack1"
"Rpl29",5.70288843638949e-12,0.720436539518357,0.509,0.337,1.33732733833334e-07,"6","Rpl29"
"Cd522",6.42617159258928e-12,0.393648645377997,0.639,0.415,1.50693723846219e-07,"6","Cd52"
"Coro1a1",7.19048441869059e-12,0.475841742161739,0.533,0.324,1.68616859618294e-07,"6","Coro1a"
"Rpl28",1.63616665608208e-10,0.415796255292345,0.568,0.477,3.83681080851249e-06,"6","Rpl28"
"H2-D12",1.87292777005585e-09,0.282905041941317,0.702,0.592,4.39201562078097e-05,"6","H2-D1"
"Ppia1",5.11284290689729e-09,0.470733908399681,0.596,0.503,0.000119896166166741,"6","Ppia"
"Cfl12",9.13708832825945e-09,0.361563893127517,0.723,0.597,0.000214264721297684,"6","Cfl1"
"Rpl10",9.90641754206245e-07,0.266153516991039,0.846,0.779,0.0232305491361365,"6","Rpl10"
"Eef2",0.000191411330569015,0.345142849707111,0.553,0.496,1,"6","Eef2"
"Ifitm3",1.63296954532878e-114,1.90267547827756,0.94,0.374,3.829313583796e-110,"7","Ifitm3"
"Plac8",2.11500828395443e-112,2.39904002003958,0.821,0.109,4.95969442587313e-108,"7","Plac8"
"Ms4a6c",3.79778895233964e-89,2.34308096003694,0.642,0.047,8.90581509323645e-85,"7","Ms4a6c"
"Psap1",1.3689911595276e-74,1.47386429326662,0.828,0.309,3.21028426909222e-70,"7","Psap"
"Fcer1g1",6.02738806813552e-74,1.22796981030953,0.881,0.363,1.41342250197778e-69,"7","Fcer1g"
"B2m2",1.89229778524722e-72,1.47026274199933,0.839,0.324,4.43743830640474e-68,"7","B2m"
"S100a4",4.63348761750113e-70,1.98724157950639,0.616,0.076,1.08655284630401e-65,"7","S100a4"
"Tyrobp2",1.94069145976567e-69,1.07101337922658,0.905,0.414,4.5509214731505e-65,"7","Tyrobp"
"Cybb",1.98957821381342e-68,1.71872719419263,0.629,0.118,4.66556091139246e-64,"7","Cybb"
"Ctss1",3.3004068892347e-67,1.27134036184215,0.826,0.253,7.73945415525537e-63,"7","Ctss"
"Alox5ap1",4.41626012959695e-66,1.42997964279589,0.676,0.169,1.03561300039048e-61,"7","Alox5ap"
"Gpx14",1.95222875919978e-59,1.17888703341632,0.867,0.494,4.57797644032348e-55,"7","Gpx1"
"Coro1a2",4.78301512467968e-50,1.05222514781453,0.746,0.311,1.12161704673738e-45,"7","Coro1a"
"Arpc1b2",4.84426483849681e-42,0.874849578624005,0.819,0.469,1.1359801046275e-37,"7","Arpc1b"
"Ly6c2",6.57735472465969e-42,1.66756177930779,0.552,0.168,1.5423896829327e-37,"7","Ly6c2"
"Ly6e3",4.77358926341231e-39,0.725984642407419,0.883,0.666,1.11940668227019e-34,"7","Ly6e"
"Lgals31",5.57452220167845e-39,1.03479800306828,0.718,0.322,1.3072254562936e-34,"7","Lgals3"
"H2-D13",1.92440701476188e-38,0.760048315553768,0.845,0.583,4.51273444961662e-34,"7","H2-D1"
"Ifi27l2a",2.03520457997885e-37,1.35319630106442,0.55,0.18,4.7725547400504e-33,"7","Ifi27l2a"
"Crip11",5.40243852356951e-37,0.990084268453497,0.751,0.422,1.26687183377705e-32,"7","Crip1"
"Ctsb1",1.18690560859935e-32,0.961923985734923,0.676,0.384,2.78329365216547e-28,"7","Ctsb"
"Arpc21",2.43972946541908e-31,0.827070937984027,0.711,0.416,5.72116559640774e-27,"7","Arpc2"
"Cst3",6.31346457166394e-31,0.420173681211285,0.662,0.27,1.48050744205519e-26,"7","Cst3"
"Cd523",1.09612903272449e-30,0.752454184212679,0.792,0.406,2.57042258173892e-26,"7","Cd52"
"Msrb11",1.94071164122386e-30,1.02848158650531,0.567,0.216,4.55096879866994e-26,"7","Msrb1"
"Ftl11",8.09051491104457e-30,0.84740013143854,0.642,0.348,1.89722574663995e-25,"7","Ftl1"
"Lsp1",8.21502578421989e-29,0.853289513413961,0.581,0.255,1.92642354639956e-24,"7","Lsp1"
"Laptm51",3.65919625049057e-28,0.862491666860672,0.594,0.249,8.58081520740039e-24,"7","Laptm5"
"Hspa1a",1.80158881884883e-26,1.02607480228326,0.589,0.286,4.22472578020051e-22,"7","Hspa1a"
"Actg13",1.34052071173806e-25,0.649960711261064,0.733,0.503,3.14352106902575e-21,"7","Actg1"
"Tmsb103",7.1185973692307e-25,0.595959556992883,0.854,0.639,1.6693110830846e-20,"7","Tmsb10"
"S100a6",8.02497788121003e-25,0.637056609201034,0.691,0.357,1.88185731314375e-20,"7","S100a6"
"Cyba1",8.50218523136086e-25,0.781977576197632,0.691,0.362,1.99376243675412e-20,"7","Cyba"
"Ucp21",2.33945340365189e-24,0.704249717837512,0.642,0.381,5.48601823156369e-20,"7","Ucp2"
"Tmsb4x3",1.70117045118636e-21,0.400742084687006,0.872,0.707,3.98924470803201e-17,"7","Tmsb4x"
"Hspa81",2.17379784049532e-21,0.432425784816278,0.87,0.734,5.09755593596154e-17,"7","Hspa8"
"Cfl13",5.21422988705205e-21,0.558545561953092,0.806,0.592,1.22273690851371e-16,"7","Cfl1"
"Rps93",1.68421332919328e-20,0.461890456739626,0.927,0.814,3.94948025695824e-16,"7","Rps9"
"Zfp36",6.93552566263879e-20,0.676589823026799,0.578,0.326,1.6263807678888e-15,"7","Zfp36"
"Ifitm2",1.46708711588502e-19,0.750223077155714,0.543,0.25,3.44031928675038e-15,"7","Ifitm2"
"Dusp1",7.13945032994951e-19,0.664223249965584,0.612,0.355,1.67420110237316e-14,"7","Dusp1"
"H3f3a",1.94948965674522e-18,0.687279311174756,0.505,0.318,4.57155324506754e-14,"7","H3f3a"
"Fxyd51",9.4900947786192e-17,0.655960040316266,0.605,0.322,2.2254272255862e-12,"7","Fxyd5"
"Rplp03",1.54125088530297e-16,0.346828689270135,0.793,0.669,3.61423332603545e-12,"7","Rplp0"
"Slc25a51",9.34649513107023e-16,0.597087817016156,0.733,0.524,2.19175310823597e-11,"7","Slc25a5"
"Fos1",1.27408223660834e-14,0.588084439378695,0.587,0.364,2.98772284484655e-10,"7","Fos"
"Rpl101",3.25679736038653e-14,0.358937583336334,0.859,0.779,7.63718981010642e-10,"7","Rpl10"
"Fau3",1.00584877298293e-13,0.382877643838948,0.821,0.679,2.35871537264497e-09,"7","Fau"
"Rps233",2.93409515080271e-13,0.327837032892567,0.815,0.681,6.88045312863236e-09,"7","Rps23"
"Rps293",3.52509759809157e-13,0.327696954630999,0.806,0.648,8.26635386752473e-09,"7","Rps29"
"Pabpc11",3.87707461043666e-13,0.529612145063037,0.525,0.353,9.09173996147397e-09,"7","Pabpc1"
"Sh3bgrl32",1.39842843622933e-12,0.422794210311237,0.665,0.452,3.27931468295779e-08,"7","Sh3bgrl3"
"H3f3b1",2.00145892491452e-12,0.459659333204258,0.691,0.546,4.69342117892454e-08,"7","H3f3b"
"Actb2",2.4643696739504e-12,0.3120373532482,0.852,0.748,5.7789468854137e-08,"7","Actb"
"Cdc42",2.59430444432944e-12,0.537590470754398,0.556,0.366,6.08364392195255e-08,"7","Cdc42"
"Itm2b3",1.11347216609198e-11,0.414532137759754,0.726,0.567,2.6110922294857e-07,"7","Itm2b"
"Junb",1.41455306078092e-11,0.416220528112147,0.548,0.351,3.31712692753126e-07,"7","Junb"
"Lyz21",7.72160472327661e-11,0.337071762821389,0.598,0.38,1.81071630760837e-06,"7","Lyz2"
"Calm12",1.04918700404938e-10,0.659244321852873,0.594,0.451,2.46034352449579e-06,"7","Calm1"
"Rps113",4.02143010328556e-10,0.356153627762464,0.85,0.745,9.43025359220463e-06,"7","Rps11"
"Sub11",2.8908253589004e-09,0.384964440764603,0.541,0.404,6.77898546662143e-05,"7","Sub1"
"Rps27a2",3.96041370027872e-09,0.358170278508615,0.751,0.625,9.28717012715361e-05,"7","Rps27a"
"Clic1",4.47864045504636e-09,0.41052340217692,0.505,0.362,0.000105024118670837,"7","Clic1"
"Rps163",1.79970780674892e-08,0.296123834281852,0.755,0.612,0.000422031480682621,"7","Rps16"
"Pfn11",2.50564939286897e-08,0.356437292621743,0.53,0.397,0.000587574782627773,"7","Pfn1"
"Rpl343",3.62815939369736e-08,0.341766947272734,0.726,0.605,0.000850803377822032,"7","Rpl34"
"Ubc1",0.000188266293491179,0.318259484199989,0.654,0.577,1,"7","Ubc"
"S100a9",4.22549937063726e-134,3.40808025552979,0.921,0.073,9.90879602414438e-130,"8","S100a9"
"S100a8",3.71131933176407e-130,3.4830598466728,0.867,0.02,8.70304383298675e-126,"8","S100a8"
"Srgn1",3.6443088190026e-118,2.22799123479666,0.99,0.413,8.5459041805611e-114,"8","Srgn"
"Clec4d",1.08168103667658e-113,2.98348589941178,0.838,0.062,2.53654203100657e-109,"8","Clec4d"
"Il1b",3.99649409510325e-107,3.34307796826252,0.835,0.098,9.37177865301713e-103,"8","Il1b"
"Cxcl2",6.35845398744075e-105,3.41220438019557,0.841,0.084,1.49105746005485e-100,"8","Cxcl2"
"G0s2",2.69918923173779e-95,3.18305676981281,0.768,0.07,6.32959874842512e-91,"8","G0s2"
"Il1r2",1.45723866518946e-87,3.10468650106963,0.67,0.032,3.41722466986929e-83,"8","Il1r2"
"Dusp11",7.91185556469134e-78,1.88312199314322,0.863,0.353,1.85533012992012e-73,"8","Dusp1"
"Trem1",1.40998531807273e-73,2.61668466684128,0.61,0.038,3.30641557088055e-69,"8","Trem1"
"Slpi",2.17789003569805e-73,2.2961834663788,0.79,0.215,5.10715213371192e-69,"8","Slpi"
"Acod1",3.72270907843159e-73,2.90441033597936,0.581,0.027,8.72975278892208e-69,"8","Acod1"
"Lilr4b",5.14530738390657e-72,2.39897012733607,0.638,0.061,1.20657458152609e-67,"8","Lilr4b"
"Retnlg",3.16573939604584e-66,2.39928768534119,0.692,0.119,7.42365888372749e-62,"8","Retnlg"
"Lmnb1",1.44067125184158e-65,2.34937896127502,0.556,0.046,3.3783740855685e-61,"8","Lmnb1"
"Hcar2",1.29799884754312e-63,2.46639433387237,0.59,0.067,3.04380729748861e-59,"8","Hcar2"
"S100a113",5.32283518527867e-60,1.39095429573026,0.851,0.505,1.24820485094785e-55,"8","S100a11"
"Tyrobp3",1.42303198300097e-58,1.3079899658733,0.914,0.426,3.33701000013726e-54,"8","Tyrobp"
"Cd14",2.46104868352096e-54,2.42080357787435,0.559,0.095,5.77115916285666e-50,"8","Cd14"
"Hdc",1.4375029625495e-51,2.25281119436955,0.565,0.091,3.37094444717857e-47,"8","Hdc"
"Msrb12",1.71741512440082e-50,1.76363175938618,0.689,0.221,4.02733846671992e-46,"8","Msrb1"
"Lilrb4a",1.90260745555643e-50,1.99906558789914,0.571,0.103,4.46161448327984e-46,"8","Lilrb4a"
"Fth11",1.08376691552882e-46,1.89616167525238,0.724,0.334,2.54143341691509e-42,"8","Fth1"
"Litaf",2.28364807595696e-46,1.90663142324327,0.59,0.127,5.35515473811908e-42,"8","Litaf"
"Plek",6.98549767853884e-45,2.07702157027766,0.514,0.086,1.63809920561736e-40,"8","Plek"
"Gadd45b",3.67610241840144e-40,1.97719925615033,0.543,0.135,8.62046017115137e-36,"8","Gadd45b"
"S100a61",1.62077498596605e-37,1.2052199254188,0.724,0.364,3.80071734209039e-33,"8","S100a6"
"Pim1",1.24260892307291e-34,1.64607126804312,0.543,0.156,2.91391792460597e-30,"8","Pim1"
"Eif1",1.6624493376451e-30,0.75740106351267,0.863,0.736,3.89844369677776e-26,"8","Eif1"
"Ftl12",5.10968790115434e-29,1.24932520116342,0.638,0.356,1.19822181282069e-24,"8","Ftl1"
"Ifrd1",1.03827155988084e-26,1.53830880344157,0.527,0.186,2.43474680792056e-22,"8","Ifrd1"
"mt-Rnr21",1.73589123778097e-26,1.27799088635462,0.676,0.344,4.07066495259637e-22,"8","mt-Rnr2"
"Actg14",1.73546861153419e-24,1.01470347524921,0.724,0.509,4.06967389404768e-20,"8","Actg1"
"Cd524",6.38411842935672e-23,0.700234214879364,0.708,0.419,1.49707577168415e-18,"8","Cd52"
"H3f3b2",1.30662231733635e-22,0.853510902034233,0.746,0.548,3.06402933415375e-18,"8","H3f3b"
"Ccl61",2.020012510196e-21,1.04581594042982,0.552,0.208,4.73692933640962e-17,"8","Ccl6"
"Ubc2",2.70883945306214e-21,0.759893272070205,0.727,0.576,6.35222851743073e-17,"8","Ubc"
"Fxyd52",3.6326493826798e-20,0.971315217946239,0.625,0.329,8.51856280238413e-16,"8","Fxyd5"
"Nfkbia",5.20233006338227e-20,1.06709191619355,0.546,0.289,1.21994639986314e-15,"8","Nfkbia"
"Map1lc3b",2.03869648998862e-18,1.02973137349157,0.53,0.318,4.78074326902331e-14,"8","Map1lc3b"
"Fcer1g2",6.57088671015722e-17,0.669157172892591,0.679,0.384,1.54087293353187e-12,"8","Fcer1g"
"Junb1",5.86104419034761e-16,0.812298957891719,0.552,0.356,1.37441486263651e-11,"8","Junb"
"Ifitm21",7.66973579766071e-16,0.97027413892896,0.505,0.259,1.79855304455144e-11,"8","Ifitm2"
"mt-Rnr11",7.90736051796181e-12,0.736898065278931,0.663,0.554,1.85427604146204e-07,"8","mt-Rnr1"
"Fos2",5.62696885210345e-11,0.698790835994254,0.549,0.371,1.31952419581826e-06,"8","Fos"
"H2-D14",4.53670245229685e-07,0.443745757506032,0.657,0.597,0.0106385672506361,"8","H2-D1"
"Ubb1",0.000402825586800395,0.43856107002094,0.616,0.624,1,"8","Ubb"
"Ifitm31",0.000488165406000555,0.316853063932527,0.556,0.402,1,"8","Ifitm3"
"Ddx51",0.00297142473072262,0.34134816112828,0.556,0.551,1,"8","Ddx5"
"Ccl5",3.10877531820155e-132,3.73539638322657,0.958,0.074,7.29007812118264e-128,"9","Ccl5"
"Nkg7",1.80926659097862e-118,2.72641343770111,0.909,0.102,4.24273015584487e-114,"9","Nkg7"
"Gzma",3.03355267801047e-117,3.09605924357942,0.944,0.195,7.11368102993455e-113,"9","Gzma"
"AW112010",2.94510098898555e-91,2.43175549887555,0.864,0.184,6.90626181917111e-87,"9","AW112010"
"Ms4a4b1",2.95295882997649e-52,1.8239962833873,0.561,0.077,6.92468845629488e-48,"9","Ms4a4b"
"Lgals11",3.27612524776698e-44,1.48367045839932,0.714,0.259,7.68251370601357e-40,"9","Lgals1"
"Ptprcap",2.6326492319236e-40,1.50048966815862,0.512,0.1,6.17356244886085e-36,"9","Ptprcap"
"Cd525",7.5249944653758e-31,0.91965142311831,0.784,0.417,1.76461120213063e-26,"9","Cd52"
"H2-D15",4.43780011438689e-28,0.807285973188724,0.836,0.591,1.04066412682373e-23,"9","H2-D1"
"Rac2",6.18652786377418e-28,0.991085977715456,0.582,0.225,1.45074078405505e-23,"9","Rac2"
"H2-K14",1.22121582382033e-27,0.827262084935543,0.822,0.602,2.86375110685866e-23,"9","H2-K1"
"Tmsb105",1.62607590880717e-25,0.637479759444481,0.916,0.643,3.81314800615281e-21,"9","Tmsb10"
"Fcer1g3",2.27674801777234e-24,0.916040377913927,0.753,0.383,5.33897410167613e-20,"9","Fcer1g"
"Tyrobp4",4.21314708697175e-24,0.829423555999726,0.774,0.433,9.87982991894874e-20,"9","Tyrobp"
"Pfn12",3.93241733496207e-19,0.904318838144571,0.634,0.398,9.22151865048606e-15,"9","Pfn1"
"B2m3",4.5679978623285e-18,0.769768410723664,0.645,0.345,1.07119549871603e-13,"9","B2m"
"S100a101",9.12791181197279e-16,0.800020382151802,0.519,0.286,2.14049531990762e-11,"9","S100a10"
"Actb3",1.57816451381759e-15,0.461848807606732,0.882,0.75,3.70079578490224e-11,"9","Actb"
"Shisa52",8.40274639940876e-15,0.760968032310277,0.571,0.328,1.97044403066135e-10,"9","Shisa5"
"Cfl14",9.76794948465094e-15,0.613651109417404,0.801,0.598,2.29058415415065e-10,"9","Cfl1"
"Coro1a3",2.5730870382018e-13,0.598333283611127,0.582,0.329,6.03388910458323e-09,"9","Coro1a"
"Sub12",4.12819158538865e-11,0.569211249959777,0.544,0.408,9.68060926773638e-07,"9","Sub1"
"Clic11",7.98052177723979e-11,0.527766036184841,0.533,0.365,1.87143235676273e-06,"9","Clic1"
"Arpc1b3",1.24883087152019e-10,0.477383074066303,0.669,0.484,2.92850839371485e-06,"9","Arpc1b"
"Sh3bgrl33",1.49449217297939e-10,0.468350212757589,0.627,0.459,3.50458414563666e-06,"9","Sh3bgrl3"
"Rps235",1.04948395902858e-08,0.327733809889875,0.791,0.686,0.000246103988392203,"9","Rps23"
"Arpc22",1.29242535518012e-07,0.515936438352575,0.568,0.43,0.00303073745789739,"9","Arpc2"
"Cyba2",2.20479554967875e-07,0.500968674422827,0.512,0.377,0.00517024556399667,"9","Cyba"
"Rps165",3.13655771972203e-07,0.27610052253214,0.704,0.618,0.00735522785274816,"9","Rps16"
"Anxa21",8.31164060828707e-07,0.480122289711508,0.512,0.409,0.0194907972264332,"9","Anxa2"
"Rps134",1.79982145805749e-06,0.255132514120957,0.672,0.593,0.0422058131914481,"9","Rps13"
"Rps74",8.77504183166771e-06,0.260218967765735,0.697,0.657,0.205774730952608,"9","Rps7"
"Rpl23a4",1.66205258876787e-05,0.254972955011253,0.697,0.632,0.389751332066066,"9","Rpl23a"
"Rps214",3.348583484804e-05,0.284282883373248,0.683,0.643,0.785242827186537,"9","Rps2"
"Tmsb4x5",0.000107264872887503,0.275564112996993,0.784,0.715,1,"9","Tmsb4x"
"Rpl274",0.00238257378594332,0.278412816202927,0.537,0.52,1,"9","Rpl27"
"Myl6",0.0056686773812297,0.363407057136775,0.575,0.514,1,"9","Myl6"
"H2-Eb11",9.20281085405014e-120,2.78621750476765,0.98,0.183,2.15805914527476e-115,"10","H2-Eb1"
"H2-Aa1",1.28391700192761e-109,2.45972598854706,0.971,0.268,3.01078536952023e-105,"10","H2-Aa"
"Cd741",1.99510595548788e-109,2.41739321678669,0.988,0.324,4.67852346561909e-105,"10","Cd74"
"H2-Ab11",2.44819229242426e-107,2.60949823533834,0.951,0.254,5.74101092573488e-103,"10","H2-Ab1"
"Cst31",4.07227579381686e-92,2.19933902603005,0.955,0.275,9.54948673650054e-88,"10","Cst3"
"Mgl2",6.47665384219563e-90,2.5382122299996,0.697,0.033,1.51877532599487e-85,"10","Mgl2"
"Cd83",2.48143033886797e-77,1.94873030184761,0.816,0.147,5.8189541446454e-73,"10","Cd83"
"Cd209a",6.09904245344412e-73,2.57623285894865,0.598,0.016,1.43022545533265e-68,"10","Cd209a"
"Tmsb4x6",4.54495912698129e-72,1.10314892426,0.996,0.71,1.06579291527711e-67,"10","Tmsb4x"
"Crip12",1.33976078183175e-61,1.39404005999411,0.943,0.428,3.14173903339546e-57,"10","Crip1"
"Nfkbia1",1.81765925823416e-61,1.58654631718755,0.852,0.283,4.26241096055911e-57,"10","Nfkbia"
"H2-DMa",1.84747276139126e-56,1.38544374880703,0.775,0.204,4.3323236254625e-52,"10","H2-DMa"
"S100a41",2.71747092224207e-55,1.52801728537031,0.627,0.094,6.37246931265765e-51,"10","S100a4"
"Bcl2a1d",5.78754337359782e-52,1.79140574095447,0.59,0.062,1.35717892110869e-47,"10","Bcl2a1d"
"Bcl2a1b",1.17972504487516e-50,1.58733171294101,0.586,0.091,2.76645523023224e-46,"10","Bcl2a1b"
"Ccl17",2.71239138633641e-50,2.71912399999915,0.533,0.056,6.36055780095889e-46,"10","Ccl17"
"Cotl1",2.8841478356316e-45,1.07932238433559,0.701,0.22,6.76332667455611e-41,"10","Cotl1"
"Zfp361",1.08545677298153e-43,1.20264530943434,0.82,0.328,2.54539613264168e-39,"10","Zfp36"
"H2-DMb1",1.36307657992533e-41,1.22078865007032,0.615,0.147,3.19641457992489e-37,"10","H2-DMb1"
"Pim11",7.66881653956617e-41,1.36938627027301,0.664,0.156,1.79833747852827e-36,"10","Pim1"
"Cxcl16",1.33064028412485e-40,1.46840468393142,0.512,0.084,3.12035146627276e-36,"10","Cxcl16"
"Il1b1",2.56529439542469e-40,1.74653775602155,0.574,0.111,6.0156153572709e-36,"10","Il1b"
"Cd526",8.65335881593588e-39,0.903557036485214,0.906,0.416,2.02921264233696e-34,"10","Cd52"
"Psap2",2.21436613401325e-38,0.996033806348889,0.811,0.327,5.19268858426107e-34,"10","Psap"
"Actg15",1.24146493760038e-36,0.877432571678293,0.881,0.507,2.9112352786729e-32,"10","Actg1"
"Plbd1",1.00274818575351e-34,1.20624549472226,0.525,0.093,2.35144449559199e-30,"10","Plbd1"
"Gm2a",6.18746609211765e-33,1.18715645010217,0.541,0.116,1.45096079860159e-28,"10","Gm2a"
"Lsp11",3.24163068679714e-32,1.02039705699552,0.758,0.261,7.6016239605393e-28,"10","Lsp1"
"Gadd45b1",2.70296083978353e-31,1.07242604222132,0.537,0.138,6.33844316929238e-27,"10","Gadd45b"
"Ifi30",1.57490128724487e-30,1.04859572504626,0.607,0.182,3.69314351858921e-26,"10","Ifi30"
"Ctss2",7.96767820309429e-29,0.843583086471616,0.779,0.274,1.86842053862561e-24,"10","Ctss"
"Nr4a1",1.09227610169332e-28,1.14547286891382,0.557,0.164,2.56138745847084e-24,"10","Nr4a1"
"Arpc23",8.25685613321825e-26,0.700701163686627,0.832,0.423,1.93623276323968e-21,"10","Arpc2"
"Cdkn1a",8.26754038607932e-26,1.06601290500622,0.529,0.138,1.9387382205356e-21,"10","Cdkn1a"
"Srgn2",3.64573431065025e-25,0.606979441390163,0.869,0.421,8.54924695847483e-21,"10","Srgn"
"Tmem176b",5.85989748600107e-24,0.882322547086105,0.656,0.278,1.37414596046725e-19,"10","Tmem176b"
"Hspa1a1",1.00662819695229e-23,1.15970393060216,0.631,0.296,2.36054312185311e-19,"10","Hspa1a"
"Laptm52",1.65553118385048e-22,0.630896539720351,0.66,0.259,3.88222062612938e-18,"10","Laptm5"
"Alox5ap2",1.97130451815864e-22,0.799035409228984,0.602,0.189,4.62270909508201e-18,"10","Alox5ap"
"Atox1",8.79786347349016e-22,0.740804289235514,0.721,0.344,2.06309898453344e-17,"10","Atox1"
"Sub13",1.22835598095586e-21,0.567824128240666,0.725,0.404,2.8804947753415e-17,"10","Sub1"
"H2afz",4.60323541216014e-21,0.800702288136391,0.553,0.223,1.07945870415155e-16,"10","H2afz"
"Cfl15",5.13147167290487e-21,0.453145986765619,0.885,0.597,1.20333010729619e-16,"10","Cfl1"
"Junb2",7.30209955121258e-21,0.804899313993113,0.746,0.352,1.71234234475935e-16,"10","Junb"
"Vim1",4.95403881414862e-20,0.69706301383186,0.611,0.242,1.16172210191785e-15,"10","Vim"
"Rps295",5.71916815700584e-20,0.482414586553303,0.91,0.651,1.34114493281787e-15,"10","Rps29"
"Spi1",1.00988087218035e-19,0.709175904834871,0.516,0.15,2.36817064526292e-15,"10","Spi1"
"S100a62",3.81040445599492e-18,0.459948056684012,0.754,0.366,8.93539844930809e-14,"10","S100a6"
"Hspa82",4.00219698406316e-18,0.435731570137011,0.914,0.737,9.38515192762812e-14,"10","Hspa8"
"Gdi2",8.28052394986408e-18,0.7761823308404,0.533,0.207,1.94178286624313e-13,"10","Gdi2"
"Gpx17",2.44138797172441e-17,0.667717857780671,0.832,0.507,5.72505479369374e-13,"10","Gpx1"
"Actb4",4.20447559760537e-16,0.564102357584822,0.922,0.75,9.85949527638459e-12,"10","Actb"
"Sh3bgrl34",1.91779867188442e-15,0.539754137939616,0.807,0.455,4.49723788556896e-11,"10","Sh3bgrl3"
"Arpc1b4",2.80662450729473e-15,0.430126271080162,0.795,0.482,6.58153446960615e-11,"10","Arpc1b"
"Rps94",2.82904505835972e-15,0.345542027005211,0.967,0.817,6.63411066185355e-11,"10","Rps9"
"Fth12",3.00313938693218e-15,0.667283628012527,0.627,0.34,7.04236186235597e-11,"10","Fth1"
"Rps27l",1.12848961159134e-14,0.720053298497012,0.541,0.266,2.64630813918169e-10,"10","Rps27l"
"Rps184",1.48119736906235e-14,0.256301576178874,0.857,0.592,3.47340783045121e-10,"10","Rps18"
"H2-D16",1.93849103148634e-14,0.426864451280644,0.836,0.593,4.54576146883547e-10,"10","H2-D1"
"B2m4",2.4376414316132e-14,0.616539960615132,0.668,0.346,5.71626915713295e-10,"10","B2m"
"Rps115",2.71774616067432e-13,0.348457101122082,0.951,0.746,6.37311474678127e-09,"10","Rps11"
"Pfn13",1.17816377340077e-12,0.537351327317282,0.68,0.398,2.7627940486248e-08,"10","Pfn1"
"Mt11",1.4400839880845e-12,0.837466084836917,0.627,0.319,3.37699695205815e-08,"10","Mt1"
"Ubc4",6.01885391433554e-12,0.436714584017297,0.775,0.576,1.41142124291169e-07,"10","Ubc"
"Dusp12",1.01022125624828e-11,0.478720026363894,0.648,0.363,2.3689688459022e-07,"10","Dusp1"
"Arpc3",1.07277654573118e-11,0.398544878768638,0.586,0.325,2.51566099973961e-07,"10","Arpc3"
"Gm143031",6.01618826980418e-11,0.488705194346566,0.553,0.307,1.41079614926908e-06,"10","Gm14303"
"Clic12",6.12065184919657e-11,0.453660379639817,0.643,0.363,1.4352928586366e-06,"10","Clic1"
"Ftl13",6.1492537049241e-11,0.531848849960349,0.598,0.359,1.4419999938047e-06,"10","Ftl1"
"Lgals32",7.55262609260772e-11,0.35822297357772,0.623,0.338,1.77109081871651e-06,"10","Lgals3"
"Rpl134",8.47872394921704e-11,0.281060129830468,0.836,0.627,1.9882607660914e-06,"10","Rpl13"
"Rpl394",9.62974823122988e-11,0.334221385189476,0.783,0.544,2.25817596022341e-06,"10","Rpl39"
"Rplp05",2.43153344349861e-10,0.331335485016295,0.885,0.671,5.70194592500423e-06,"10","Rplp0"
"Cdc421",2.50092757610444e-10,0.380710024605055,0.631,0.37,5.8646751659649e-06,"10","Cdc42"
"Arpc5",2.84513792573471e-10,0.491774130612417,0.508,0.239,6.67184843584788e-06,"10","Arpc5"
"Rps264",3.00200254840707e-10,0.302276042389517,0.898,0.716,7.03969597601459e-06,"10","Rps26"
"Pabpc12",3.00211667372839e-10,0.399488865000964,0.611,0.357,7.03996359989308e-06,"10","Pabpc1"
"Rps62",5.57704530601035e-10,0.352011328709087,0.602,0.366,1.30781712425943e-05,"10","Rps6"
"Fxyd53",7.24752472825797e-10,0.303108672540442,0.635,0.331,1.69954454877649e-05,"10","Fxyd5"
"Coro1a4",8.28541735085103e-10,0.27508407305851,0.656,0.328,1.94293036877457e-05,"10","Coro1a"
