"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hsp90ab1",5.82975581016683e-09,0.313873795537578,0.672,0.444,0.000136707773748412,"10","Hsp90ab1"
"Rpl224",1.13918632161795e-08,0.329327439836286,0.738,0.526,0.000267139192419409,"10","Rpl22"
"Capzb",8.68929308104719e-08,0.407998583959993,0.537,0.291,0.00203763922750557,"10","Capzb"
"Rps4x4",9.04704858199555e-08,0.251833524038027,0.758,0.511,0.00212153289247796,"10","Rps4x"
"Gm107361",3.5886040226707e-07,0.263885540507876,0.643,0.455,0.00841527643316279,"10","Gm10736"
"Ppia3",7.47936427905648e-07,0.300219562497322,0.734,0.503,0.0175391092343874,"10","Ppia"
"Eif5a1",9.4523262904754e-07,0.33435579516645,0.533,0.329,0.0221657051511648,"10","Eif5a"
"Anxa22",3.84620165605979e-06,0.377313585046687,0.631,0.406,0.0901934288346021,"10","Anxa2"
"Calm13",4.33779184311249e-06,0.533010101292189,0.611,0.455,0.101721218720988,"10","Calm1"
"Serf21",6.31498955380681e-06,0.319962905642102,0.553,0.353,0.14808650503677,"10","Serf2"
"Rpl35a4",7.92200686528599e-06,0.250380061144705,0.775,0.565,0.185771060990956,"10","Rpl35a"
"C1qc",2.72944310563381e-135,3.74391112355295,0.945,0.022,6.40054408271129e-131,"11","C1qc"
"C1qb",1.6241140601063e-129,3.17818004932754,0.962,0.073,3.80854747094927e-125,"11","C1qb"
"C1qa",1.33445047266342e-127,3.2346399456708,0.949,0.054,3.12928635839573e-123,"11","C1qa"
"H2-Eb12",2.9875041204494e-75,2.19223308262915,0.797,0.188,7.00569716245383e-71,"11","H2-Eb1"
"Apoe",5.35778775067825e-61,2.89787973894663,0.797,0.268,1.25640122753405e-56,"11","Apoe"
"Cd742",2.3844310847572e-60,1.96518047950066,0.818,0.329,5.59149089375563e-56,"11","Cd74"
"Pf4",8.16275233255691e-60,2.94304356496953,0.517,0.031,1.91416542198459e-55,"11","Pf4"
"H2-Aa2",1.52233457009115e-58,1.8845434916892,0.801,0.273,3.56987456686374e-54,"11","H2-Aa"
"H2-Ab12",3.01960960876417e-58,1.86452496381841,0.771,0.26,7.08098453255198e-54,"11","H2-Ab1"
"Mgl21",2.09922494088267e-54,2.05898656568859,0.513,0.039,4.92268248636985e-50,"11","Mgl2"
"Cst32",1.24725748993016e-51,1.02423612888094,0.852,0.278,2.92481881388622e-47,"11","Cst3"
"Csf1r",3.70510123290793e-46,1.77775768387839,0.534,0.069,8.68846239116911e-42,"11","Csf1r"
"Fcgr3",1.40498638113347e-44,1.68586978681144,0.538,0.078,3.29469306375799e-40,"11","Fcgr3"
"Cd831",1.53225593840846e-44,1.68353489513379,0.627,0.153,3.59314017556785e-40,"11","Cd83"
"Ctss3",6.67378825628561e-44,1.35780588865998,0.826,0.273,1.56500334609897e-39,"11","Ctss"
"Cd141",3.86353955525498e-38,1.64758011752743,0.551,0.1,9.06000025707292e-34,"11","Cd14"
"Nfkbia2",1.19797318817653e-35,1.20649871396764,0.699,0.287,2.80924712627397e-31,"11","Nfkbia"
"Hspa1a2",2.26410708974194e-35,1.45871981429941,0.733,0.293,5.30933112544485e-31,"11","Hspa1a"
"Fth13",3.00095907672404e-33,1.23111829692505,0.758,0.337,7.03724903491786e-29,"11","Fth1"
"Selenop",1.0376546976722e-29,1.54746869323648,0.703,0.332,2.4333002660413e-25,"11","Selenop"
"Psap3",3.28410228900088e-28,0.952392016539502,0.792,0.328,7.70121986770705e-24,"11","Psap"
"Ftl14",7.93617965459283e-28,1.29609968348054,0.737,0.356,1.86103412900202e-23,"11","Ftl1"
"Itm2b4",1.11956346600771e-27,0.938396001181381,0.852,0.569,2.62537632778807e-23,"11","Itm2b"
"Tmem176b1",1.80988427977747e-26,1.1177623539624,0.674,0.278,4.24417863607817e-22,"11","Tmem176b"
"Fcer1g4",2.55928675995219e-24,0.77218964219426,0.831,0.383,6.00152745208788e-20,"11","Fcer1g"
"Ctsb2",3.91721846412573e-24,1.20290402854626,0.716,0.394,9.18587729837483e-20,"11","Ctsb"
"Fos3",1.10353293575761e-23,0.992232808693814,0.75,0.367,2.58778473435161e-19,"11","Fos"
"B2m5",1.98889841764284e-22,0.825014310734644,0.725,0.345,4.66396678937247e-18,"11","B2m"
"Ctsc1",8.98289522900842e-22,0.933159828598476,0.653,0.331,2.10648893120247e-17,"11","Ctsc"
"Zfp362",1.08877158240067e-21,1.01784195875295,0.669,0.333,2.55316936072956e-17,"11","Zfp36"
"Cotl11",1.49681221707942e-19,0.879270290138712,0.559,0.224,3.51002464905124e-15,"11","Cotl1"
"Junb3",1.66031721341545e-19,0.844426840467658,0.686,0.354,3.89344386545924e-15,"11","Junb"
"Tmsb4x7",1.10565566083666e-18,0.550502747709838,0.907,0.712,2.59276252466197e-14,"11","Tmsb4x"
"Crip13",7.10991033072583e-17,0.580770634854072,0.737,0.434,1.66727397255521e-12,"11","Crip1"
"Dusp13",1.17214025385194e-15,0.881202867363094,0.674,0.362,2.7486688952828e-11,"11","Dusp1"
"Tmem176a",9.84358235564446e-14,0.88862359132872,0.53,0.231,2.30832006239863e-09,"11","Tmem176a"
"Tyrobp5",1.26840508294111e-11,0.457517193373729,0.767,0.435,2.97440991949691e-07,"11","Tyrobp"
"Hspa83",1.29797045340069e-11,0.408582138864764,0.886,0.738,3.04374071322461e-07,"11","Hspa8"
"Sh3bgrl35",8.95962155718426e-11,0.367546900173773,0.703,0.458,2.10103125515971e-06,"11","Sh3bgrl3"
"Gpx18",2.28846895427557e-10,0.585526100013358,0.708,0.511,5.3664596977762e-06,"11","Gpx1"
"Laptm53",2.54156564316801e-10,0.543399371136248,0.542,0.263,5.95997143322899e-06,"11","Laptm5"
"Rps296",2.43995409367062e-09,0.316202289073348,0.822,0.653,5.72169234965761e-05,"11","Rps29"
"Cfl16",3.27118294731747e-09,0.358473733151861,0.805,0.599,7.67092401145947e-05,"11","Cfl1"
"Arpc1b5",1.10639798803541e-08,0.359812475933783,0.703,0.484,0.000259450328194304,"11","Arpc1b"
"Arpc24",1.4820517315106e-08,0.380419274751336,0.627,0.429,0.000347541131039236,"11","Arpc2"
"Ucp22",1.66198837585497e-07,0.362737745602643,0.572,0.392,0.00389736274137991,"11","Ucp2"
"Cyba3",4.28876436850264e-07,0.413455037824649,0.568,0.377,0.0100571524441387,"11","Cyba"
"Anxa51",5.61291869112134e-07,0.519007824032645,0.521,0.312,0.0131622943306795,"11","Anxa5"
"Mt12",4.89766168904256e-06,0.47698404098117,0.525,0.322,0.114850166608048,"11","Mt1"
"Cdc422",8.40243949162169e-06,0.387725276844807,0.525,0.373,0.197037206078529,"11","Cdc42"
"Pfn14",1.07316592264568e-05,0.309881458456671,0.534,0.402,0.251657408860412,"11","Pfn1"
"Clic13",2.47565465026608e-05,0.279396379477569,0.508,0.367,0.580541015487395,"11","Clic1"
"Ppia4",7.18872941724467e-05,0.395179319285357,0.614,0.506,1,"11","Ppia"
"Ubc5",0.00250149172803197,0.460033883796112,0.669,0.579,1,"11","Ubc"
"Ubb2",0.00305381448817404,0.270879121484794,0.708,0.621,1,"11","Ubb"
"Plvap",2.14651992643645e-102,3.15736619349535,0.752,0.016,5.03358922749347e-98,"12","Plvap"
"Ramp2",8.81109000244535e-90,2.63113079867067,0.744,0.044,2.06620060557344e-85,"12","Ramp2"
"Egfl7",4.27831288563618e-89,2.56538092289861,0.761,0.05,1.00326437168168e-84,"12","Egfl7"
"Aqp1",5.38190798506023e-87,2.60006135934205,0.726,0.054,1.26205742249662e-82,"12","Aqp1"
"Tspan7",1.24774353067658e-80,2.61605865238297,0.679,0.025,2.92595857943658e-76,"12","Tspan7"
"Cldn5",7.14035278032571e-78,2.45292334252987,0.662,0.045,1.67441272698638e-73,"12","Cldn5"
"Cav1",1.10227797430245e-77,2.40452647173066,0.735,0.066,2.58484184973925e-73,"12","Cav1"
"Ptprb",3.33186656525157e-68,2.46176637211901,0.551,0.01,7.81322709551494e-64,"12","Ptprb"
"Tmem100",6.13411137095502e-68,2.60436613193063,0.556,0.028,1.43844911648895e-63,"12","Tmem100"
"Tm4sf1",2.89747491993968e-66,2.52905301870854,0.568,0.032,6.79457868725855e-62,"12","Tm4sf1"
"Hpgd",2.19897846918673e-64,2.45559433361728,0.568,0.037,5.15660451024288e-60,"12","Hpgd"
"Ly6a",3.3665326194282e-64,1.89551079697026,0.786,0.16,7.89451899255912e-60,"12","Ly6a"
"Eng",4.48124480698363e-62,2.2551353549858,0.534,0.02,1.05085190723766e-57,"12","Eng"
"Lyve1",2.97924739193873e-61,2.59734529007672,0.517,0.013,6.98633513409633e-57,"12","Lyve1"
"Pltp",2.04275214504218e-60,2.08904142591021,0.662,0.094,4.7902537801239e-56,"12","Pltp"
"Sdpr",3.2824026344987e-54,2.12527773322913,0.513,0.046,7.69723417789945e-50,"12","Sdpr"
"Id3",2.03093923386616e-43,1.70052498133169,0.564,0.091,4.76255250341615e-39,"12","Id3"
"Epas1",2.08076970260189e-43,1.79948229149423,0.573,0.123,4.87940495260144e-39,"12","Epas1"
"Itm2b5",8.95169893409756e-39,0.982990572993135,0.88,0.568,2.09917340004588e-34,"12","Itm2b"
"Ifitm32",1.53732641965628e-35,1.05984204710483,0.842,0.396,3.60503045409398e-31,"12","Ifitm3"
"Adgrf5",1.93448441057195e-32,1.48523206529188,0.521,0.138,4.53636594279123e-28,"12","Adgrf5"
"H2-D17",7.22610847628355e-26,0.692362236315348,0.846,0.593,1.69452243768849e-21,"12","H2-D1"
"Fkbp1a",1.28704558921126e-25,1.30775681899127,0.543,0.194,3.01812190670039e-21,"12","Fkbp1a"
"Jun",7.48410485674074e-23,1.10833283675444,0.568,0.241,1.7550225889057e-18,"12","Jun"
"B2m6",4.63999861606544e-21,0.949853479381908,0.692,0.346,1.08807967546735e-16,"12","B2m"
"Cd36",5.22102607724899e-18,0.993867847704634,0.568,0.296,1.22433061511489e-13,"12","Cd36"
"Ly6e6",5.96865763206734e-18,0.541871879989723,0.872,0.674,1.39965021471979e-13,"12","Ly6e"
"Crip2",3.76485688147375e-17,0.819546982510102,0.581,0.291,8.82858938705595e-13,"12","Crip2"
"Laptm4a",5.68667094825909e-15,0.84071877058383,0.568,0.298,1.33352433736676e-10,"12","Laptm4a"
"Serinc3",8.84868176451105e-15,0.778956012330231,0.509,0.248,2.07501587377784e-10,"12","Serinc3"
"Ifitm22",3.60829902217696e-12,0.598946132772024,0.509,0.261,8.46146120700496e-08,"12","Ifitm2"
"Myl12a",2.4842641891324e-11,0.650275106459397,0.581,0.381,5.82559952351548e-07,"12","Myl12a"
"H2-K15",2.07991184020545e-09,0.560861080177418,0.782,0.604,4.87739326528177e-05,"12","H2-K1"
"Cd91",1.10412404542145e-08,0.403456879419802,0.581,0.354,0.000258917088651331,"12","Cd9"
"Nfkbia3",3.87130269385628e-08,0.444733830517377,0.504,0.293,0.000907820481709298,"12","Nfkbia"
"Ubb3",4.1737587635852e-06,0.312922881330725,0.756,0.62,0.097874643006073,"12","Ubb"
"Son",6.03232125489102e-06,0.455623696186254,0.538,0.412,0.141457933427194,"12","Son"
"Dusp14",0.000240903161862004,0.304339616393819,0.526,0.366,1,"12","Dusp1"
"Ppia5",0.000241532823413675,0.352513053531381,0.594,0.507,1,"12","Ppia"
"Cst33",4.94336483423011e-112,3.12507619824853,0.995,0.276,1.15921905362696e-107,"13","Cst3"
"H2-Eb13",1.0269350358475e-98,2.12208917536231,0.968,0.185,2.40816265906238e-94,"13","H2-Eb1"
"H2-Ab13",1.08864082042882e-98,2.17067972038512,0.977,0.255,2.55286272390559e-94,"13","H2-Ab1"
"H2-Aa3",1.82935191074566e-94,2.07211291123735,0.982,0.27,4.28983023069858e-90,"13","H2-Aa"
"Cd743",1.97019194590991e-90,1.91441678097702,0.982,0.325,4.62010011315873e-86,"13","Cd74"
"Plbd11",2.62803069984732e-84,2.062194880881,0.815,0.087,6.16273199114198e-80,"13","Plbd1"
"Tmsb4x9",1.78858862009158e-81,1.24871123248025,1,0.71,4.19424031411476e-77,"13","Tmsb4x"
"Naaa",1.36885432837629e-75,2.24258356856187,0.73,0.057,3.20996340004239e-71,"13","Naaa"
"H2-DMa1",7.82477707133482e-69,1.64237284909751,0.874,0.202,1.83491022322801e-64,"13","H2-DMa"
"Irf8",1.66979339331396e-65,1.87465643240095,0.698,0.073,3.91566550732123e-61,"13","Irf8"
"Crip14",5.73896696544506e-60,1.38341218068151,0.937,0.43,1.34578775339687e-55,"13","Crip1"
"H2-DMb11",2.17264844624537e-56,1.44261948441692,0.716,0.146,5.09486060644539e-52,"13","H2-DMb1"
"Ppt1",7.78228792599785e-51,1.61543102282291,0.595,0.075,1.8249465186465e-46,"13","Ppt1"
"Psap4",2.60719949493288e-50,1.40205817047218,0.905,0.326,6.1138828156176e-46,"13","Psap"
"Ckb",5.07179133890331e-50,1.59757552923041,0.527,0.055,1.18933506897283e-45,"13","Ckb"
"Cd527",6.55871037495403e-48,1.0597642761332,0.932,0.416,1.53801758292672e-43,"13","Cd52"
"Gm2a1",8.42266170387988e-43,1.45572759236135,0.631,0.115,1.97511416955983e-38,"13","Gm2a"
"Alox5ap3",2.43312214126736e-40,1.13273140804792,0.757,0.186,5.70567142127196e-36,"13","Alox5ap"
"Arpc25",1.52772525669937e-33,0.867933605776342,0.838,0.424,3.58251572696002e-29,"13","Arpc2"
"Lsp12",2.60242822752921e-33,0.888743167827482,0.748,0.262,6.102694193556e-29,"13","Lsp1"
"Sub14",4.81600607210874e-32,0.824220076939379,0.829,0.402,1.1293534239095e-27,"13","Sub1"
"Id2",1.28939952770661e-31,1.12893371859725,0.703,0.265,3.02364189247199e-27,"13","Id2"
"Cd24a",1.95054380987084e-31,0.949776415648542,0.509,0.128,4.57402523414712e-27,"13","Cd24a"
"Atox11",4.85988953695546e-30,0.826769985959035,0.761,0.344,1.13964409641605e-25,"13","Atox1"
"Rps297",8.49373679269316e-30,0.656917102557648,0.941,0.65,1.99178127788655e-25,"13","Rps29"
"Gdi21",5.99360124957893e-29,0.91818622477601,0.604,0.206,1.40549949302626e-24,"13","Gdi2"
"Sh3bgrl36",7.06260564569159e-29,0.7469330780332,0.901,0.454,1.65618102391468e-24,"13","Sh3bgrl3"
"Calm14",2.79025639462171e-25,0.787570456744614,0.77,0.451,6.54315124538791e-21,"13","Calm1"
"Vim2",7.19817570500893e-25,0.842422608356531,0.671,0.241,1.6879722028246e-20,"13","Vim"
"Rps117",3.7566603454926e-24,0.527030555371203,0.955,0.746,8.80936851018014e-20,"13","Rps11"
"Actb5",1.10611013846002e-23,0.663758780447998,0.977,0.749,2.59382827468875e-19,"13","Actb"
"Actr3",5.21787595556504e-22,0.909212133518957,0.572,0.186,1.22359191158e-17,"13","Actr3"
"Rps166",1.38938257731327e-21,0.455037477058954,0.887,0.614,3.25810214379962e-17,"13","Rps16"
"Actg16",3.86502476002451e-21,0.647674895511647,0.838,0.509,9.06348306225747e-17,"13","Actg1"
"Eef1b21",9.89359932300699e-21,0.740483885682712,0.685,0.318,2.32004904124514e-16,"13","Eef1b2"
"Ucp23",1.51210499635369e-20,0.761758480835452,0.793,0.387,3.54588621644941e-16,"13","Ucp2"
"Pabpc13",1.40998403038491e-19,0.628574036680047,0.698,0.355,3.3064125512526e-15,"13","Pabpc1"
"H2afz1",1.51612325091212e-19,0.884488433504306,0.577,0.224,3.55530902338892e-15,"13","H2afz"
"Rpl135",1.95932536172385e-19,0.434292843695135,0.896,0.626,4.59461797324243e-15,"13","Rpl13"
"Rps54",1.98847722993825e-19,0.532822558465381,0.914,0.585,4.6629791042052e-15,"13","Rps5"
"Tmsb107",2.66943891105845e-19,0.574326296968009,0.937,0.645,6.25983424643205e-15,"13","Tmsb10"
"Rps266",3.2239392806036e-19,0.392778903959789,0.932,0.716,7.56013761301544e-15,"13","Rps26"
"Cfl17",3.78249015342186e-19,0.54233764117079,0.896,0.597,8.86993940977427e-15,"13","Cfl1"
"Psmb8",5.92563215334875e-19,0.942737619424463,0.568,0.184,1.38956073996028e-14,"13","Psmb8"
"Rps63",6.55339803663154e-19,0.532635822660523,0.694,0.364,1.5367718395901e-14,"13","Rps6"
"Clic14",2.76042924235921e-18,0.603612103349105,0.689,0.362,6.47320657333235e-14,"13","Clic1"
"Gpx110",3.02011599846732e-18,0.603812988052633,0.811,0.509,7.08217201640587e-14,"13","Gpx1"
"Rplp15",2.19302878191967e-17,0.361214124575189,0.964,0.809,5.14265249360164e-13,"13","Rplp1"
"Rpl18a4",2.6383826930677e-17,0.505114432273689,0.811,0.547,6.18700741524375e-13,"13","Rpl18a"
"Cotl12",1.71196639526496e-16,0.661483437679866,0.581,0.224,4.01456119689633e-12,"13","Cotl1"
"Rps76",3.28796510657575e-16,0.401020205240914,0.928,0.651,7.71027817492014e-12,"13","Rps7"
"Ptms",1.74015716396192e-15,0.743409111754168,0.608,0.284,4.0806685494907e-11,"13","Ptms"
"Rps96",1.81419764177932e-15,0.414822793027647,0.968,0.817,4.25429346997251e-11,"13","Rps9"
"Rps254",3.8870913907181e-15,0.417097884904567,0.806,0.573,9.11522931123394e-11,"13","Rps25"
"Rpl225",6.55941583403828e-15,0.482269158091321,0.784,0.526,1.53818301308198e-10,"13","Rpl22"
"Rpsa5",1.02183529902813e-14,0.331611506335294,0.874,0.665,2.39620377622097e-10,"13","Rpsa"
"Anxa23",1.20616359830918e-14,0.533494342644208,0.707,0.404,2.82845363803502e-10,"13","Anxa2"
"Rps244",3.2064238393076e-14,0.29945128656831,0.941,0.72,7.51906390317633e-10,"13","Rps24"
"Rpl395",3.88955019163026e-14,0.469890461213824,0.833,0.543,9.12099519937295e-10,"13","Rpl39"
"Rps185",8.57230764331562e-14,0.387343430920482,0.829,0.594,2.01020614235751e-09,"13","Rps18"
"Rpl324",1.04944085445929e-13,0.441915774109373,0.811,0.593,2.46093880370703e-09,"13","Rpl32"
"Rps285",1.15905258771611e-13,0.425636621781938,0.865,0.633,2.71797831819429e-09,"13","Rps28"
"Rpl373",2.10384573546863e-13,0.282425858844269,0.923,0.781,4.93351824967395e-09,"13","Rpl37"
"Coro1a5",3.27956280864832e-13,0.391754573265801,0.662,0.329,7.69057478628031e-09,"13","Coro1a"
"Rplp24",4.97257591837017e-13,0.30156435644992,0.896,0.675,1.1660690528578e-08,"13","Rplp2"
"Rplp07",8.80351065246934e-13,0.404246862599567,0.896,0.671,2.06442324800406e-08,"13","Rplp0"
"Rpl276",8.95645563624936e-13,0.466839136566679,0.784,0.514,2.10028884670047e-08,"13","Rpl27"
"Rps16-ps2",1.24865927060772e-12,0.473326886797455,0.514,0.27,2.92810598957511e-08,"13","Rps16-ps2"
"Cdc423",1.70355475318245e-12,0.491969906764749,0.667,0.37,3.99483589621285e-08,"13","Cdc42"
"Ptma2",1.93084215110836e-12,0.509005255602679,0.757,0.544,4.5278248443491e-08,"13","Ptma"
"Eef1a15",4.57611986175757e-12,0.394487519894571,0.784,0.579,1.07310010758215e-07,"13","Eef1a1"
"Rps4x5",5.95789105103877e-12,0.39041607134056,0.757,0.512,1.39712545146859e-07,"13","Rps4x"
"Rpl27a5",9.06404610158408e-12,0.351034893348779,0.824,0.557,2.12551881082147e-07,"13","Rpl27a"
"Rps3a16",1.79096448148648e-11,0.395492100685555,0.914,0.745,4.19981170908579e-07,"13","Rps3a1"
"Taldo11",2.342567507302e-11,0.598744830600183,0.577,0.257,5.49332080462319e-07,"13","Taldo1"
"Pfn15",8.24688371131452e-11,0.388850072313355,0.698,0.398,1.93389423030325e-06,"13","Pfn1"
"B2m7",8.51167360316229e-11,0.285854955779941,0.667,0.347,1.99598745994156e-06,"13","B2m"
"Gm143032",9.46495978013704e-11,0.509618540761259,0.568,0.308,2.21953306844214e-06,"13","Gm14303"
"Rps236",2.01128403623311e-10,0.347113265476416,0.892,0.684,4.71646106496664e-06,"13","Rps23"
"Arpc1b6",2.24940776640899e-10,0.412193244282614,0.761,0.483,5.27486121222909e-06,"13","Arpc1b"
"Rpl35a5",3.49993061260477e-10,0.392669581562837,0.833,0.564,8.20733728655818e-06,"13","Rpl35a"
"Rpl174",3.97031242539114e-10,0.40928233296489,0.806,0.554,9.31038263754223e-06,"13","Rpl17"
"Rpl94",4.89780401741146e-10,0.31865652191754,0.797,0.528,1.14853504208299e-05,"13","Rpl9"
"Cox7b",8.80062204914319e-10,0.30764217307581,0.514,0.317,2.06374587052408e-05,"13","Cox7b"
"Atpif1",1.51720831540562e-09,0.595200493941296,0.518,0.283,3.55785349962618e-05,"13","Atpif1"
"Rps34",2.16367009821282e-09,0.342713484170141,0.887,0.682,5.07380638030907e-05,"13","Rps3"
"Rpl104",2.35283507553376e-09,0.325178498872153,0.919,0.78,5.51739825212667e-05,"13","Rpl10"
"S100a117",2.57630547152748e-09,0.410391476953424,0.77,0.511,6.04143633073193e-05,"13","S100a11"
"Rpl114",2.71423640212362e-09,0.288019230963073,0.901,0.721,6.36488436297988e-05,"13","Rpl11"
"Rpl7a",6.17423925947376e-09,0.40934897307474,0.505,0.286,0.00014478591063466,"13","Rpl7a"
"Psme1",6.39592026192053e-09,0.382016156117579,0.572,0.292,0.000149984330142036,"13","Psme1"
"Rpl315",6.69586483713004e-09,0.296618518591725,0.847,0.601,0.000157018030430699,"13","Rpl3"
"Arpc31",1.09204005634738e-08,0.421726560197311,0.572,0.326,0.00025608339321346,"13","Arpc3"
"Ppia6",1.40907802606579e-08,0.327227126466471,0.703,0.504,0.000330428797112428,"13","Ppia"
"Hspa1a3",1.42936466958503e-08,0.515183755005857,0.545,0.299,0.000335186015017689,"13","Hspa1a"
"Rpl264",1.77545089429808e-08,0.254357155828436,0.883,0.743,0.000416343234712899,"13","Rpl26"
"Gm154271",2.55781543535827e-08,0.44995143605779,0.64,0.381,0.000599807719591515,"13","Gm15427"
"Rpl23a5",2.73720980160213e-08,0.336899187201492,0.842,0.629,0.000641875698475699,"13","Rpl23a"
"Rpl145",3.51526221829705e-08,0.263540974439174,0.896,0.733,0.000824328990190659,"13","Rpl14"
"Laptm54",3.94409160884234e-08,0.390104836323589,0.581,0.262,0.000924889482273528,"13","Laptm5"
"Rps216",4.01955157272743e-08,0.277934556672049,0.887,0.668,0.000942584843804582,"13","Rps21"
"Eif5a2",4.84984127514009e-08,0.312946507281638,0.541,0.329,0.00113728777902035,"13","Eif5a"
"Rpl152",6.04605194496404e-08,0.301265606294038,0.622,0.41,0.00141779918109407,"13","Rpl15"
"Rps27a4",7.81643148444867e-08,0.287327225153417,0.788,0.629,0.00183295318310321,"13","Rps27a"
"Cox7c",1.30338296834733e-07,0.430933757911212,0.577,0.34,0.00305643306077449,"13","Cox7c"
"Rps217",2.63609661636571e-07,0.259744137085085,0.851,0.639,0.00618164656537758,"13","Rps2"
"Fau5",1.32855211623205e-06,0.278024247431274,0.869,0.683,0.0311545471256416,"13","Fau"
"Rps101",2.04734501924973e-06,0.264482889459999,0.626,0.437,0.0480102407014061,"13","Rps10"
"Fxyd54",5.68243884346101e-06,0.258522345076131,0.631,0.332,0.133253190879161,"13","Fxyd5"
"Capzb1",6.22376239162283e-06,0.330597705903727,0.523,0.292,0.145947228083555,"13","Capzb"
"Zfp363",1.92429483800062e-05,0.470114157700933,0.545,0.336,0.451247139511146,"13","Zfp36"
"Rps135",2.0905924856277e-05,0.295759151510724,0.797,0.59,0.490243937879695,"13","Rps13"
"Rpl36al",0.000231026414702362,0.305470011482895,0.523,0.336,1,"13","Rpl36al"
"Scgb1a1",3.27631142133614e-132,4.63903695124994,0.961,0.036,7.68295028303324e-128,"14","Scgb1a1"
"Scgb3a2",2.54783576526312e-120,4.41378565410376,0.907,0.058,5.97467486954202e-116,"14","Scgb3a2"
"Cyp2f2",2.62110942129133e-113,3.43068693797779,0.966,0.152,6.14650159292818e-109,"14","Cyp2f2"
"Hp",8.00266341130928e-81,2.55566186331471,0.863,0.215,1.87662456995203e-76,"14","Hp"
"Cbr21",5.01020452787047e-78,1.93461639676631,0.961,0.367,1.17489296178562e-73,"14","Cbr2"
"Aldh1a1",2.96745190732047e-72,2.05367049201775,0.722,0.079,6.95867472266649e-68,"14","Aldh1a1"
"Mgst1",1.36875029678106e-56,1.74079637354247,0.834,0.303,3.20971944595159e-52,"14","Mgst1"
"Cp",1.09600267017791e-54,2.03968918269201,0.512,0.024,2.57012626156719e-50,"14","Cp"
"Selenbp1",4.4884723716682e-48,1.6173661178602,0.771,0.267,1.05254677115619e-43,"14","Selenbp1"
"Wfdc22",9.10792735767811e-45,1.37629925219247,0.883,0.426,2.13580896537552e-40,"14","Wfdc2"
"Gsta4",4.0882970057634e-41,1.49596082886144,0.527,0.073,9.58705647851517e-37,"14","Gsta4"
"Gstm2",1.23626765111705e-40,1.54009663277586,0.517,0.062,2.89904764186949e-36,"14","Gstm2"
"Hes1",1.11129494413699e-39,1.35289118746983,0.546,0.109,2.60598664400124e-35,"14","Hes1"
"Ldhb",4.14938024077883e-39,1.37688467906373,0.634,0.158,9.73029666462637e-35,"14","Ldhb"
"Prdx6",1.55334461033127e-36,1.20689719880328,0.771,0.343,3.64259311122684e-32,"14","Prdx6"
"Retnla",1.7388008534353e-35,1.91815720099121,0.556,0.139,4.07748800130577e-31,"14","Retnla"
"Gstm1",6.81256558804233e-35,1.22895131603749,0.693,0.208,1.59754663039593e-30,"14","Gstm1"
"Cyb5a",8.12506393139733e-35,1.17751269617226,0.737,0.295,1.90532749191267e-30,"14","Cyb5a"
"Ces1d",2.46994623759291e-34,1.28247435423224,0.639,0.179,5.79202392715538e-30,"14","Ces1d"
"Gsto1",1.13047143623229e-33,1.53936929503524,0.517,0.086,2.65095551796471e-29,"14","Gsto1"
"Trf",1.55461072181371e-18,0.99957763611373,0.532,0.19,3.64556214265316e-14,"14","Trf"
"Aldh2",1.40499550392033e-17,0.768729127275627,0.629,0.291,3.29471445669318e-13,"14","Aldh2"
"Atp1b1",6.51617944251585e-16,0.628922615061816,0.61,0.263,1.52804407926997e-11,"14","Atp1b1"
"mt-Cytb10",4.29450650501877e-15,0.662011295214469,0.766,0.572,1.0070617754269e-10,"14","mt-Cytb"
"mt-Nd411",2.70823242318675e-14,0.6273030536488,0.766,0.543,6.35080503237293e-10,"14","mt-Nd4"
"mt-Nd28",4.58333357835638e-14,0.653989763878409,0.741,0.5,1.07479172412457e-09,"14","mt-Nd2"
"Tmem176a1",5.21343192253022e-14,0.691581165175661,0.561,0.231,1.22254978583334e-09,"14","Tmem176a"
"mt-Nd510",1.24011535555185e-12,0.673932794919617,0.81,0.609,2.90807050876909e-08,"14","mt-Nd5"
"Tmem176b2",2.83105487580241e-10,0.427414001883723,0.571,0.282,6.63882368375665e-06,"14","Tmem176b"
"Nupr1",2.91232458781486e-10,0.677049296686442,0.556,0.269,6.82940115842584e-06,"14","Nupr1"
"mt-Nd3",2.27147090566056e-08,0.470067422530115,0.532,0.334,0.000532659927377402,"14","mt-Nd3"
"Atp5j",4.51870238603964e-08,0.349705882865876,0.59,0.364,0.0010596357095263,"14","Atp5j"
"Tceal9",1.4149649194243e-06,0.263375106974236,0.517,0.299,0.0331809273604997,"14","Tceal9"
"S100a118",1.75591645561428e-06,0.307553991168111,0.722,0.512,0.041176240884155,"14","S100a11"
"mt-Co18",6.22296665374921e-05,0.38111600159137,0.649,0.504,1,"14","mt-Co1"
"Prdx11",0.000191559750335066,0.27121903633876,0.624,0.434,1,"14","Prdx1"
"Bsg",0.000202375406772686,0.378381676979049,0.527,0.335,1,"14","Bsg"
"Dcn",6.17071014237067e-125,4.14451390091103,0.989,0.07,1.44703152838592e-120,"15","Dcn"
"Col3a1",7.21435577764941e-124,3.66565701006803,0.956,0.04,1.69176642985879e-119,"15","Col3a1"
