,f1,second_f1,random_f1
0,0.9170632488732058,0.9738798021694485,0.9270235897293292
1,0.9179990449419619,0.9829680963999295,0.9247767541339366
2,0.9087659285474092,0.9721761504833755,0.9121436389676204
3,0.9121802789797626,0.9738091642281228,0.9178956126929055
4,0.9120643603548391,0.9754334505648907,0.921915511748016
