,0
Gm13050,9.623899117969744e-05
Gm14853,0.00012267438736621042
Gm15264,4.37903199424353e-05
Gm15575,4.669347500512816e-05
Gm15712,3.186031738247458e-05
Gm17194,0.0001980519531848463
Gm17195,7.290025354240168e-05
Gm18194,0.00016613121638831235
Gm19667,1.5635693543059183e-05
Gm20617,3.432370772098273e-05
Gm2245,0.00015718641147358383
Gm23275,4.9995774912196624e-05
Gm24086,8.254608959424104e-05
Gm25195,0.0001265863067940964
Gm25203,0.024184090893284965
Gm26335,1.4843465642938121e-05
Gm26580,0.00017485863280265306
Gm26836,4.6911764354761415e-05
Gm2a,0.0033645093693334123
Gm37053,1.4744846534047276e-05
Gm37116,0.00020534997863792587
Gm38050,9.293431658374894e-05
Gm42517,3.685609112707059e-05
Gm42763,3.261666716487985e-05
Gm42888,8.025786925992886e-05
Gm43692,0.00016906808267729435
Gm44421,0.0002586483789428974
Gm44512,8.188136185338624e-05
Gm44663,9.094656266814453e-05
Gm44819,0.004749954274658892
Gm45153,8.048830753926164e-05
Gm45695,0.00020337282236935664
Gm4617,0.0011446711978837735
Gm4890,0.0003478658895131471
Gm5552,4.32059586534415e-05
Gm5808,0.0003021932697280214
Gm6500,0.0001036999274936178
Gm6505,4.193246401710564e-05
Gm6654,0.004709218904925133
Gm6733,0.0002549252844210633
Gm6887,0.0007174332302733847
Gm8013,0.00011817651481301198
Gm8034,0.0005956874284354486
Gm9354,0.0014330953383129823
Gm9733,0.004746349922768766
Gmnc,0.00013358600564255385
Gngt2,0.01782977618385808
Gpc3,0.05430348004284252
Gpx3,0.03744492392901354
Gramd3,0.0002624075405406388
Gsn,1.355338951425797
Gucy1a2,8.160531784569555e-05
Gzma,1.8600603662726891
H2-Aa,0.5193331917964934
H2-Ab1,0.15499845350263788
H2-Eb1,2.5369302813978662
Hcn2,0.0002533197587610382
Hey1,0.0025090288710651865
Hmgb2,0.2498240297398838
Hnrnpul2,4.623998896396468e-05
Hpgd,0.04747640367160693
Icam2,0.09672238851436732
Icos,0.08666722435507097
Iffo1,0.007025158130675866
Ifitm3,3.1350690131442036
Ifitm6,0.05833238483172636
Igfbp2,0.026050943736097433
Igfbp7,0.8029458582712817
Ighd,0.08026824472743219
Ighm,1.0123712164464722
Ighv7-1,0.0014686260865680856
Igkc,2.1526533078783054
Igkv1-117,0.02741876319799648
Iglc3,0.05057208396077705
Igsf23,1.5853402098197087e-05
Il12rb2,0.000595916449499646
Il13ra1,0.000585151673355768
Il1b,0.21516665552243955
Il1r2,0.10448394298474262
Ilf3,4.4989403428489e-05
Inmt,0.18119891806071683
Iqca,0.04462283315952397
Iqcc,0.004142986396701572
Irf8,0.031042895412299792
Itch,2.013797892901404e-05
Jchain,0.12366674953719764
Kat6b,8.923996003589062e-05
Kazald1,0.0031628519735350125
Kcnd1,1.79750530130045e-05
Kcnmb4,0.003269210898539025
Kcnn3,0.00016321302968963231
Kctd4,8.997602980163925e-05
Kdr,0.14240952937598395
Kif24,8.54265405891625e-05
Kifc2,0.0012685834442054949
Klhl14,0.00010207354328884955
Klhl22,0.00022776002901368398
Klra4,0.008470884032878222
Klra8,0.020038480644106658
L3mbtl3,4.811681994618159e-05
Lamp2,0.00012002071155266228
Lcn2,0.051319545273031335
Lef1,0.020687984767536263
Lgals1,0.09281762742906204
Lgals3,0.5577903787336537
Limch1,0.06364958915056504
Lipa,0.00010107292061003345
Lmod1,0.004399647861776904
Lpcat2b,0.00045473519487791047
Lpcat4,0.002219867526041279
Lrat,0.0020028920367496515
Lrrc23,0.010055425824596335
Ltbp4,0.02435468305510789
Ltf,0.0069839075531456345
Lum,0.039506400274846726
Ly6c2,0.0878538149007172
Ly6d,3.0459385840766497
Lyz2,0.8823660784966927
Man2c1os,0.00035159882381480745
Marveld2,4.965879937133112e-05
Mcee,8.594049913813705e-05
Meig1,0.006298045713708547
Met,0.0018080849369574135
Mgl2,0.327215269614184
Mgp,1.5742646522133856
Mir5128,8.559098169421558e-05
Mlc1,0.023773365303164106
Mlf1,0.005508497621296214
Mmp2,0.0004834287805417012
Ms4a1,0.2683612330160221
Ms4a4b,0.9871170981364638
Ms4a6c,1.0239749823468114
Mtap,3.397801114165245e-05
Mtfr2,1.7741394268769598e-05
Mtor,0.00029337374400346223
Mustn1,0.004049426034670846
Myadml2,0.00017302677770788378
Myl9,0.015451913902868398
Myom3,0.0004823848131111391
Mzb1,0.0017622107304549094
Naa38,0.002435408794165834
Naaa,0.08989253887492779
Nap1l4,0.0017196896564955085
Ncr1,0.06828593973845255
Ngp,0.026620006237679107
Nhs,0.00019468422900230606
Nkg7,0.08803487793920457
Nme9,0.010205237195147503
Npc2,0.0899181311907944
Npnt,0.15720150700716348
Npr1,0.011592089036692066
Nprl2,0.00011157983693082168
Nrxn3,9.24702067529122e-05
Nt5e,0.007662805304008737
Ntn1,0.00019995858231359288
Nup210,0.0001015206852627335
Nup62,0.0009082877215204151
Ocel1,0.23398092377656704
Olfml3,0.18833158236464168
Pcdhb6,0.00047433148146243316
Pclaf,0.4178345254066041
Pclo,0.00025306219352485366
Pcolce2,0.08051964642401718
Pdgfa,0.09134034762893149
Pex2,0.0013963761044154517
Pf4,0.0033443935744727855
Pgpep1,0.0004098074669808356
Plac8,0.934410517889557
Platr22,0.00011487800291184975
Plbd1,0.21202931214375342
Plvap,0.9018002837283678
Polr3e,0.00018887487562967668
Prdm8,0.0005250765661304718
Procr,0.0018106368665750919
Prpf38a,0.00017106579174387015
Prss23,0.028882302847131728
Prune1,9.388189493875638e-05
Psma7,0.0004055040573164113
Ptprb,0.024944031227505686
Ptprn2,0.00023560473642974134
Ptprz1,0.00033333243448971595
R3hdm1,3.6541704015880574e-05
RP24-541B4.5,6.346635430539673e-05
Rab37,1.6642870693157443e-05
Ramp2,0.19223796523430325
Rasip1,0.0019556344455401633
Retnlg,0.003490727941982242
Rfx7,0.0022685279457483154
Rgs12,4.410250598538657e-05
Ripk4,0.0027119416957055256
Rmdn1,0.010224273609153947
Rmnd5b,9.602211772404535e-05
Rorc,0.002414391124527127
Rpl12,0.049613833692963696
Rpl13-ps6,4.0436614981590375e-05
Rpl17-ps5,0.003118662065962253
Rpl23a-ps5,0.0004675893599006172
Rpl30-ps11,3.95378468618247e-05
Rps2-ps5,0.00012787798061760208
Rps27,0.6264044210276071
Rragc,0.005354003969994973
Rsph1,0.011239068201038949
S100a4,1.0300977304645298
S100a8,1.3564898244393633
S100a9,2.3273151247899597
Sarnp,0.001752673578716373
Scd1,0.06372657061429052
Scgb1a1,1.0744557733784281
Scgb3a2,0.26997368333393057
Scyl2,0.0037011633568142504
Sdpr,0.17656384343178558
Selenok,0.002176928616610472
Sepsecs,0.005962666636303575
Sept8,0.005705399854972569
Serpinb10,0.05439125547713361
Serpinb1a,8.874864101770234e-05
Serpinf1,0.017350295734492555
Serping1,0.08486606042990825
Sftpa1,9.626980971039192
Sftpb,1.3611745962865662
Sftpc,18.37749423293654
Shmt2,9.862399708860743e-05
Slc12a9,0.003464605469921655
Slc16a3,0.004773334648920245
Slc25a13,0.003250562506708464
Slc25a25,0.007688952824642902
Slc26a9,0.008588528493109125
Slc27a2,0.0001310323482141162
Slc28a2,0.003634020870168083
Slc2a4rg-ps,0.00171269902857461
Slc34a2,0.2232212418636988
Slit3,0.0003866373181207983
Smarce1-ps1,0.000796182822608405
Sntn,0.002590858182932304
Sod3,0.052595715490126406
Sp5,0.002283561750613899
Sparc,0.3314436229261905
Sparcl1,0.026638791844344922
Spock2,0.018159425558097693
Sptbn5,9.524226031537644e-05
Srgn,0.13190752492630564
Stmn1,0.01372025288332156
Tagln,0.010247919796774979
Tas1r3,0.00034412834988376435
Tbx3,0.00951306899092591
Tex9,0.0016170037242398635
Thbd,0.0111049934352808
Thy1,0.11866616396539865
Ticrr,0.0008250768382516308
Tmcc2,0.0004218417259046881
Tmem100,0.03606448422475383
Tmem145,0.0001897682827999437
Tmem176a,0.0002128190850908949
Tmem212,0.10106916085836266
Tmem35a,0.0002479107960086588
Tmsb4x,0.36947967542408366
Tnfrsf8,0.00013903106177869218
Tom1l2,0.0005412748959273988
Tox4,0.0004048637108401298
Tpm2,0.0031603159386814792
Tppp3,0.02313188726508692
Trbc2,1.3549508684290639
Trem1,0.02881871605482865
Tspan2os,0.00011614539449109812
Tspan7,0.6469872276402322
Tuba1b,0.10713568278562188
Tyrobp,0.5189381852782426
Ube2c,0.21417500332880116
Ucp2,0.10098822061120881
Uhrf1,0.00014568877138152972
Uqcrfs1,0.00015536722292774067
Vdac3-ps1,0.0101322948765222
Vwf,0.053905436472761886
Wfdc21,0.0012769057674208652
Yipf4,0.01459397750217091
Zc3hav1l,0.001075536245740947
Zcchc4,0.002627719074161762
Zdhhc24,0.0020655935463789734
Zfp185,0.0012416868341474552
Zfp3,0.0002658083857546213
Zfp428,0.005066912362510097
Zfp799,0.00037206745084722133
Zkscan5,0.00013694038433007593
Zwilch,0.0004286449469849499
