,0
0610009B22Rik,0.008287085556639585
1110017D15Rik,0.024333344761950978
1110046J04Rik,0.0015724645484244029
1700001C02Rik,0.010452429712321005
1700007K13Rik,0.03180392590391342
1700021N21Rik,0.0002206240057047705
2300009A05Rik,0.00011078823535813426
2310074N15Rik,0.0001884511294772167
2410018L13Rik,7.439873074729694e-05
2700012I20Rik,0.0008205017315223656
4732471J01Rik,0.00014508517702625925
6820431F20Rik,0.006269901132681975
9530036O11Rik,0.0007727418512575749
A4galt,0.0006511950976636682
AI464131,0.0019439363948461263
AW112010,0.014205276215207343
Abhd12b,6.348674693204736e-05
Abhd3,0.0008910043383942757
Ace,0.035804373582605506
Acod1,0.007626174541945956
Acta2,0.10259276299092375
Actg2,0.0027515086931226996
Adal,0.0029621464427244423
Adam28,0.00011498431777037105
Adgre4,0.024860081402435848
Adig,0.0011781739927330637
Adpgk,0.000496113548441934
Ager,1.4217373945188934
Ahi1,0.001388864347307887
Akap5,0.013965256739923023
Aldh1a1,0.01873357423420203
Aldh1a2,0.00017986795243604448
Alg14,0.010352938320258354
Ammecr1,4.409227296730763e-05
Angpt1,0.0036187815979499887
Ap1b1,0.007724889143336048
Ap1s3,3.3765569486389116e-05
Apba2,3.3657993299797814e-05
Apoe,0.008888382645973716
Arfgap2,0.0700384325291465
Arg1,0.002368721348590926
Arglu1,0.0002290307420595524
Arhgef17,0.0015341455292469724
Arhgef18,0.0003078781568388957
Arid1a,0.0006027908010195026
Arntl2,0.001333182710914019
Asb5,0.0003400463377466835
Atg4a-ps,0.0006551729974229269
Aurkb,0.009695127902291677
B230216N24Rik,0.0003301784746844338
Birc5,0.19363735467236493
C1qa,1.1071259157140625
C1qb,0.5203203223937732
C1qc,0.6937034228854859
C330006A16Rik,3.342395617056647e-05
Cables1,0.0017725159895921419
Camp,0.00827791229809541
Car4,0.2174410340220475
Cav1,0.04334665333394537
Cbr2,0.3124409199183738
Ccdc141,0.00028236367997254295
Ccdc153,0.33526573697746936
Ccdc77,0.0011543740666762514
Ccdc78,0.004796299325746879
Ccl11,0.0014746709170222363
Ccl17,0.009744746417573866
Ccl5,1.6431866127286845
Ccl6,0.8549696784842699
Ccl9,0.08622305065302416
Ccna2,0.02026543680294567
Ccr2,0.02821174145383272
Cd19,0.014210863230441264
Cd209a,0.3343674250981753
Cd209f,0.004648427402541405
Cd276,2.5670975600662993e-05
Cd300e,0.010134123670540483
Cd3d,0.4513849388691509
Cd4,0.00020032100125692558
Cd52,0.3010012947219772
Cd74,3.495871222809966
Cd79a,0.530496616107271
Cd79b,0.46750097674003405
Cd8b1,0.2035801217108082
Cd9,0.1558672595459425
Cdc20,0.014953577595744555
Cdc6,0.00035576938030063227
Cdh5,0.1307175578350977
Cenpk,0.003702819054211286
Cfap126,0.012147076520770603
Chchd5,0.000543929874371508
Chil3,6.85648667038793
Chn1os3,3.319245482637232e-05
Ckap2,0.0021034075950995446
Cldn5,0.837312898421167
Clec14a,0.024204832141257234
Clec3b,0.3165334431984704
Clec4a3,0.04073454278274581
Clec4d,0.16905901430244924
Clic5,0.03606502929958111
Cnga1,0.00024163699505708153
Col16a1,0.0023381430715488758
Col1a1,0.16785162908070744
Col1a2,0.27023716964152233
Col3a1,0.2276874263104617
Cpne5,0.049117049573919914
Cpsf7,0.034385891742406416
Crip1,0.2476462124142089
Crocc,1.7428429423256922e-05
Csf2ra,0.13663415787388464
Csf3r,0.0009323931273385276
Cst3,2.0262567939498526
Cxcl12,0.004562547393840713
Cxcl14,0.06005362611011427
Cxcl15,0.6203544545079699
Cxcl2,0.1714545942642688
Cxcr6,0.31374903329915915
Cybb,0.09043913632705146
Cyp2f2,1.1105491273563
Cyp2s1,0.01505030282306504
Cyp4b1,0.16869530890540968
Cytl1,0.05290014049851787
D030047H15Rik,0.00027023024834269715
D130019J16Rik,0.00011589415488849953
D8Ertd738e,0.009223542936276688
Dapl1,0.022750836787446518
Dcn,0.45140592789483186
Ddr1,0.005140735178165974
Dkkl1,0.0022402253998392474
Dlgap1,8.985068857046726e-05
Dnmt3b,0.0001370318712910462
Dpf3,0.0015298588349677428
Drc1,0.0019639581860552515
Dusp1,0.3392226996349898
Dvl1,5.312352003814279e-05
Dynlrb2,0.07385621640668047
Ear1,0.0409398102597063
Ear2,0.6179186236388922
Ebf1,0.028783734778949417
Ednrb,0.10029020480535379
Efcab10,0.018918915933477776
Eif2s3x,0.007357609609994963
Eif3g,0.0013164847358014746
Elp4,0.002848016022382431
Emilin2,0.01621966908686526
Emp2,0.11374268288177244
Entpd1,0.00024522909489226795
Erg,0.0006189351879319507
F13a1,0.06550771503725707
Fabp1,0.02586988018974694
Fam171b,0.00044651113943619503
Fam183b,0.030289942298637018
Fam19a4,0.00021887423942090607
Fam26e,0.0001408411281837048
Fam69b,0.004218701304250131
Fam83h,5.987702947738042e-05
Fbxl19,0.0011618068876727908
Fcer1g,0.3141240960295641
Fn1,0.02824516016046086
Fn3k,0.0007524463016781114
Foxj1,0.043685592071894264
Fscn1,0.03206662888693883
Galnt10,0.002442847406679884
Gdpd4,1.6369419430378597e-05
Ggnbp1,3.9476876033942056e-05
Gins1,0.003293593090096885
Gm11027,0.00011447202787094897
Gm11598,0.0006359579565133188
Gm12152,0.00010002097264037534
Gm12498,0.00019414420395377172
