,f1,seurat_f1,second_f1,random_f1
0,0.9170632488732058,0.8360897946014254,0.9738798021694485,0.9238845713679507
1,0.9179990449419619,0.8268010706152513,0.9829680963999295,0.9228306184017163
2,0.9087659285474092,0.8311125430537609,0.9721761504833755,0.9163641437759321
3,0.9121802789797626,0.8198244091036689,0.9738091642281228,0.9195334515841029
4,0.9120643603548391,0.8337041245744736,0.9754334505648907,0.9169728467700408
